Geographic Area Name,industry,median_income,Gender
Louisiana,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51661,All
Maine,"Transportation and warehousing, and utilities:!!Transportation and warehousing",53450,All
Maryland,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51394,All
Massachusetts,"Transportation and warehousing, and utilities:!!Transportation and warehousing",61109,All
Michigan,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51160,All
Minnesota,"Transportation and warehousing, and utilities:!!Transportation and warehousing",56897,All
Mississippi,"Transportation and warehousing, and utilities:!!Transportation and warehousing",50237,All
Missouri,"Transportation and warehousing, and utilities:!!Transportation and warehousing",52116,All
Montana,"Transportation and warehousing, and utilities:!!Transportation and warehousing",62146,All
Nebraska,"Transportation and warehousing, and utilities:!!Transportation and warehousing",61553,All
Nevada,"Transportation and warehousing, and utilities:!!Transportation and warehousing",42114,All
New Hampshire,"Transportation and warehousing, and utilities:!!Transportation and warehousing",55725,All
New Jersey,"Transportation and warehousing, and utilities:!!Transportation and warehousing",54661,All
New Mexico,"Transportation and warehousing, and utilities:!!Transportation and warehousing",52046,All
New York,"Transportation and warehousing, and utilities:!!Transportation and warehousing",57341,All
North Carolina,"Transportation and warehousing, and utilities:!!Transportation and warehousing",48440,All
North Dakota,"Transportation and warehousing, and utilities:!!Transportation and warehousing",61190,All
Ohio,"Transportation and warehousing, and utilities:!!Transportation and warehousing",49026,All
Oklahoma,"Transportation and warehousing, and utilities:!!Transportation and warehousing",50454,All
Oregon,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51766,All
Pennsylvania,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51996,All
Rhode Island,"Transportation and warehousing, and utilities:!!Transportation and warehousing",53689,All
South Carolina,"Transportation and warehousing, and utilities:!!Transportation and warehousing",46733,All
South Dakota,"Transportation and warehousing, and utilities:!!Transportation and warehousing",52218,All
Tennessee,"Transportation and warehousing, and utilities:!!Transportation and warehousing",50053,All
Texas,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51455,All
Utah,"Transportation and warehousing, and utilities:!!Transportation and warehousing",50616,All
Vermont,"Transportation and warehousing, and utilities:!!Transportation and warehousing",61326,All
Virginia,"Transportation and warehousing, and utilities:!!Transportation and warehousing",51672,All
Washington,"Transportation and warehousing, and utilities:!!Transportation and warehousing",56855,All
West Virginia,"Transportation and warehousing, and utilities:!!Transportation and warehousing",49939,All
Wisconsin,"Transportation and warehousing, and utilities:!!Transportation and warehousing",50592,All
Wyoming,"Transportation and warehousing, and utilities:!!Transportation and warehousing",60080,All
Puerto Rico,"Transportation and warehousing, and utilities:!!Transportation and warehousing",25925,All
Alabama,"Transportation and warehousing, and utilities:!!Utilities",75899,All
Alaska,"Transportation and warehousing, and utilities:!!Utilities",153762,All
Arizona,"Transportation and warehousing, and utilities:!!Utilities",77544,All
Arkansas,"Transportation and warehousing, and utilities:!!Utilities",66357,All
California,"Transportation and warehousing, and utilities:!!Utilities",101138,All
Colorado,"Transportation and warehousing, and utilities:!!Utilities",80806,All
Connecticut,"Transportation and warehousing, and utilities:!!Utilities",93152,All
Delaware,"Transportation and warehousing, and utilities:!!Utilities",79496,All
District of Columbia,"Transportation and warehousing, and utilities:!!Utilities",83235,All
Florida,"Transportation and warehousing, and utilities:!!Utilities",70489,All
Georgia,"Transportation and warehousing, and utilities:!!Utilities",74446,All
Hawaii,"Transportation and warehousing, and utilities:!!Utilities",95441,All
Idaho,"Transportation and warehousing, and utilities:!!Utilities",82979,All
Illinois,"Transportation and warehousing, and utilities:!!Utilities",93118,All
Indiana,"Transportation and warehousing, and utilities:!!Utilities",76200,All
Iowa,"Transportation and warehousing, and utilities:!!Utilities",71160,All
Kansas,"Transportation and warehousing, and utilities:!!Utilities",87739,All
Kentucky,"Transportation and warehousing, and utilities:!!Utilities",68002,All
Louisiana,"Transportation and warehousing, and utilities:!!Utilities",75349,All
Maine,"Transportation and warehousing, and utilities:!!Utilities",75036,All
Maryland,"Transportation and warehousing, and utilities:!!Utilities",93821,All
Massachusetts,"Transportation and warehousing, and utilities:!!Utilities",96633,All
Michigan,"Transportation and warehousing, and utilities:!!Utilities",83454,All
Minnesota,"Transportation and warehousing, and utilities:!!Utilities",90866,All
Mississippi,"Transportation and warehousing, and utilities:!!Utilities",71038,All
Missouri,"Transportation and warehousing, and utilities:!!Utilities",73387,All
Montana,"Transportation and warehousing, and utilities:!!Utilities",56772,All
Nebraska,"Transportation and warehousing, and utilities:!!Utilities",79795,All
Nevada,"Transportation and warehousing, and utilities:!!Utilities",84218,All
New Hampshire,"Transportation and warehousing, and utilities:!!Utilities",92522,All
New Jersey,"Transportation and warehousing, and utilities:!!Utilities",99811,All
New Mexico,"Transportation and warehousing, and utilities:!!Utilities",54504,All
New York,"Transportation and warehousing, and utilities:!!Utilities",98647,All
North Carolina,"Transportation and warehousing, and utilities:!!Utilities",77265,All
North Dakota,"Transportation and warehousing, and utilities:!!Utilities",88341,All
Ohio,"Transportation and warehousing, and utilities:!!Utilities",73305,All
Oklahoma,"Transportation and warehousing, and utilities:!!Utilities",74589,All
Oregon,"Transportation and warehousing, and utilities:!!Utilities",90671,All
Pennsylvania,"Transportation and warehousing, and utilities:!!Utilities",87351,All
Rhode Island,"Transportation and warehousing, and utilities:!!Utilities",72899,All
South Carolina,"Transportation and warehousing, and utilities:!!Utilities",74471,All
South Dakota,"Transportation and warehousing, and utilities:!!Utilities",75205,All
Tennessee,"Transportation and warehousing, and utilities:!!Utilities",64254,All
Texas,"Transportation and warehousing, and utilities:!!Utilities",72260,All
Utah,"Transportation and warehousing, and utilities:!!Utilities",79198,All
Vermont,"Transportation and warehousing, and utilities:!!Utilities",94706,All
Virginia,"Transportation and warehousing, and utilities:!!Utilities",80985,All
Washington,"Transportation and warehousing, and utilities:!!Utilities",95333,All
West Virginia,"Transportation and warehousing, and utilities:!!Utilities",67675,All
Wisconsin,"Transportation and warehousing, and utilities:!!Utilities",80819,All
Wyoming,"Transportation and warehousing, and utilities:!!Utilities",84861,All
Puerto Rico,"Transportation and warehousing, and utilities:!!Utilities",29328,All
Alabama,Information,51766,All
Alaska,Information,66019,All
Arizona,Information,64487,All
Arkansas,Information,61115,All
California,Information,107959,All
Colorado,Information,83206,All
Connecticut,Information,83098,All
Delaware,Information,70991,All
District of Columbia,Information,114554,All
Florida,Information,62476,All
Georgia,Information,78435,All
Hawaii,Information,69275,All
Idaho,Information,51241,All
Illinois,Information,80815,All
Indiana,Information,57406,All
Iowa,Information,51810,All
Kansas,Information,64140,All
Kentucky,Information,51814,All
Louisiana,Information,50992,All
Maine,Information,55339,All
Maryland,Information,78841,All
Massachusetts,Information,90931,All
Michigan,Information,56591,All
Minnesota,Information,67320,All
Mississippi,Information,50460,All
Missouri,Information,60718,All
Montana,Information,58171,All
Nebraska,Information,59144,All
Nevada,Information,61477,All
New Hampshire,Information,71089,All
New Jersey,Information,99871,All
New Mexico,Information,45408,All
New York,Information,86489,All
North Carolina,Information,62839,All
North Dakota,Information,71361,All
Ohio,Information,61845,All
Oklahoma,Information,57933,All
Oregon,Information,64704,All
Pennsylvania,Information,74831,All
Rhode Island,Information,69612,All
South Carolina,Information,55250,All
South Dakota,Information,60827,All
Tennessee,Information,51524,All
Texas,Information,70897,All
Utah,Information,65247,All
Vermont,Information,59984,All
Virginia,Information,83671,All
Washington,Information,128533,All
West Virginia,Information,52400,All
Wisconsin,Information,64660,All
Wyoming,Information,52072,All
Puerto Rico,Information,34330,All
Alabama,"Finance and insurance, and real estate and rental and leasing:",52026,All
Alaska,"Finance and insurance, and real estate and rental and leasing:",70496,All
Arizona,"Finance and insurance, and real estate and rental and leasing:",63930,All
Arkansas,"Finance and insurance, and real estate and rental and leasing:",51410,All
California,"Finance and insurance, and real estate and rental and leasing:",78242,All
Colorado,"Finance and insurance, and real estate and rental and leasing:",78590,All
Connecticut,"Finance and insurance, and real estate and rental and leasing:",97630,All
Delaware,"Finance and insurance, and real estate and rental and leasing:",76414,All
District of Columbia,"Finance and insurance, and real estate and rental and leasing:",113330,All
Florida,"Finance and insurance, and real estate and rental and leasing:",60551,All
Georgia,"Finance and insurance, and real estate and rental and leasing:",64621,All
Hawaii,"Finance and insurance, and real estate and rental and leasing:",61515,All
Idaho,"Finance and insurance, and real estate and rental and leasing:",52714,All
Illinois,"Finance and insurance, and real estate and rental and leasing:",75578,All
Indiana,"Finance and insurance, and real estate and rental and leasing:",58802,All
Iowa,"Finance and insurance, and real estate and rental and leasing:",61850,All
Kansas,"Finance and insurance, and real estate and rental and leasing:",63100,All
Kentucky,"Finance and insurance, and real estate and rental and leasing:",56510,All
Louisiana,"Finance and insurance, and real estate and rental and leasing:",56710,All
Maine,"Finance and insurance, and real estate and rental and leasing:",57542,All
Maryland,"Finance and insurance, and real estate and rental and leasing:",79183,All
Massachusetts,"Finance and insurance, and real estate and rental and leasing:",91257,All
Michigan,"Finance and insurance, and real estate and rental and leasing:",61389,All
Minnesota,"Finance and insurance, and real estate and rental and leasing:",75404,All
Mississippi,"Finance and insurance, and real estate and rental and leasing:",48723,All
Missouri,"Finance and insurance, and real estate and rental and leasing:",63810,All
Montana,"Finance and insurance, and real estate and rental and leasing:",51151,All
Nebraska,"Finance and insurance, and real estate and rental and leasing:",61231,All
Nevada,"Finance and insurance, and real estate and rental and leasing:",60191,All
New Hampshire,"Finance and insurance, and real estate and rental and leasing:",75716,All
New Jersey,"Finance and insurance, and real estate and rental and leasing:",103600,All
New Mexico,"Finance and insurance, and real estate and rental and leasing:",46268,All
New York,"Finance and insurance, and real estate and rental and leasing:",86362,All
North Carolina,"Finance and insurance, and real estate and rental and leasing:",74362,All
North Dakota,"Finance and insurance, and real estate and rental and leasing:",57935,All
Ohio,"Finance and insurance, and real estate and rental and leasing:",64573,All
Oklahoma,"Finance and insurance, and real estate and rental and leasing:",51389,All
Oregon,"Finance and insurance, and real estate and rental and leasing:",66049,All
Pennsylvania,"Finance and insurance, and real estate and rental and leasing:",68424,All
Rhode Island,"Finance and insurance, and real estate and rental and leasing:",75945,All
South Carolina,"Finance and insurance, and real estate and rental and leasing:",52810,All
South Dakota,"Finance and insurance, and real estate and rental and leasing:",52431,All
Tennessee,"Finance and insurance, and real estate and rental and leasing:",55723,All
Texas,"Finance and insurance, and real estate and rental and leasing:",63244,All
