Incident Date,State,City Or County,Address,# Killed,# Injured
7/11/14,Illinois,Chicago,5200 West Quincy Street,1,3
7/9/14,Texas,Spring,711 Leaflet Lane,6,1
7/8/14,Rhode Island,Providence,35 March Street,0,5
7/7/14,California,San Bernardino,312  E Baseline Street ,1,4
7/7/14,Kentucky,Stopover,KY 194E,0,4
7/6/14,Florida,Miami-Dade,Northwest 20th Avenue and Northwest 62nd Street,2,2
7/6/14,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4
7/6/14,New York,Buffalo,100 block of Erb Street,0,4
7/5/14,Illinois,Centreville,4700 Piggott Avenue,0,5
7/5/14,Indiana,Indianapolis,Broad Ripple Avenue,0,7
7/5/14,Michigan,Kalamazoo,N/A,0,4
7/5/14,Oregon,Portland,333 SE 122ND Ave,1,4
7/5/14,Texas,Houston,1700 Almeda-Genoa,0,6
7/5/14,Virginia,Norfolk,861 W. 36th Street,0,7
7/4/14,Virginia,Norfolk,1722 Thurgood Street,0,5
7/2/14,Pennsylvania,Chester,1400 block of West Congress Street,0,5
7/2/14,Pennsylvania,Chester,9th and Tilghman Streets,0,5
6/30/14,Kentucky,Lexington,Scottsdale Circle,1,3
6/29/14,California,Los Angeles,1100 block of North Vermont Avenue,1,5
6/29/14,Louisiana,New Orleans,700 Bourbon Street,1,9
6/29/14,Missouri,Saint Louis,2800 block of Dayton,0,4
6/28/14,California,Antioch,5500 Cedar Point Way,0,7
6/28/14,New York,Manhattan,Fifth Avenue and West 139th Street,0,4
6/27/14,California,San Diego,1600 block of Cathy Street,1,3
6/27/14,California,Imperial Beach,1600 block of Cathy Street,1,3
6/27/14,Michigan,Detroit,Grand Street and Lasalle Street,2,2
6/26/14,Michigan,Detroit,Grand St,2,2
6/26/14,Wisconsin,Milwaukee,24th and Locust,0,5
6/25/14,Massachusetts,Lowell,Midland Street,0,5
6/24/14,Florida,Miami,Northwest 12th Avenue and 65th Street ,2,7
6/22/14,California,Windsor,Windsor Avenue,1,3
6/21/14,District of Columbia,Washington Dc,Florida Avenue and U Street NW,0,4
6/21/14,Tennessee,Memphis,2119 East Alcy Road,0,5
6/20/14,Maryland,Seat Pleasant,6600 block of Greig Street,0,4
6/15/14,Illinois,Park Forest,200 Berry Street,0,4
6/15/14,Indiana,Kokomo,5100 Clinton Drive,0,4
6/13/14,California,Los Angeles,8600 block of South Figueroa Street,3,1
6/9/14,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6
6/8/14,Alabama,Opp,611 Hardin Street,1,4
6/7/14,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3
6/7/14,South Carolina,Moncks Corner,Tish Lane,1,5
6/3/14,Georgia,Atlanta,Auburn Avenue,1,4
6/2/14,Illinois,Chicago,2660 E. 79th St,0,7
6/1/14,California,Sacramento,6500 46th Street,0,4
6/1/14,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5
5/31/14,California,San Bernardino,N/A,1,3
5/25/14,Ohio,Toledo,2100 block of Joffre Avenue,1,3
5/24/14,Michigan,Detroit,Strathmoor Street,0,4
5/24/14,South Carolina,Myrtle Beach,Ocean Boulevard near First Avenue North,3,1
5/23/14,California,Goleta (Isla Vista),840 Embarcadero Del Norte,4,8
5/23/14,California,Bellflower,9541 Flower Street,2,2
5/23/14,Louisiana,New Orleans,6200 block of Eads Street,1,7
5/21/14,Texas,Dallas,4500 block of Village Fair Drive,1,3
5/18/14,Ohio,Sandusky,1643 Cleveland Rd,0,7
5/17/14,California,Coachella,84000 block of Pedro Drive ,1,3
5/17/14,District of Columbia,Washington,2200 block of Adams Place NE,0,5
5/13/14,Georgia,Atlanta,Panther Trail and Childress Drive,0,5
5/12/14,Illinois,Chicago,3400 West 24th Street,0,4
5/11/14,California,Sacramento,Peregrine Park,1,6
5/11/14,Tennessee,Memphis,2517 Shasta,0,7
5/10/14,California,Sacramento,Natomas,1,6
5/10/14,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3
5/10/14,Georgia,Decatur,Shamrock Drive ,2,3
5/4/14,Colorado,Wheat Ridge,12100 W 44th,0,4
5/4/14,Illinois,Chicago,500 West Erie Street,1,3
5/3/14,Arkansas,Jonesboro,2201 Moore Road; Dalton Farmer Drive; County Road 664,4,4
4/30/14,Illinois,Chicago,7200 South Phillips Avenue,0,4
4/29/14,Georgia,Kennesaw,1675 Airport Road,1,6
4/27/14,New York,Troy,Fourth Street,0,5
4/25/14,Tennessee,Memphis,2000 Chelsea Avenue,2,3
4/22/14,California,Los Angeles,6419 Brynhurst Avenue,1,3
4/20/14,Florida,Tampa,2902 N. 32nd St.,2,2
4/20/14,Illinois,Chicago,6600 South Michigan Ave,0,5
4/20/14,Illinois,Montgomery,1300 block of Jackson Street,0,6
4/14/14,District of Columbia,Washington Dc,1500 block of 19th Street,0,4
4/12/14,Louisiana,New Orleans,2100 block of Pauger Street,1,3
4/11/14,Indiana,Richmond,North 15th and H Streets,0,4
4/9/14,Illinois,Rockford,300 North Sunset,0,4
4/9/14,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1
4/7/14,Louisiana,New Orleans,500 block of South Alexander Street,0,4
4/6/14,Massachusetts,Springfield,90 Worthington St.,0,4
4/6/14,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4
4/5/14,Arizona,Phoenix,West Palm Lane near 54th Avenue,1,3
4/5/14,California,Fairfield,Orchid Street ,0,4
4/5/14,Illinois,Chicago,4300 W Wilcox Street,1,5
4/2/14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16
3/30/14,Mississippi,Starkville,N/A,0,5
3/30/14,North Carolina,Charlotte,4300 Sunset Road,0,5
3/23/14,California,Long Beach,601 Long Beach Boulevard,1,3
3/23/14,California,San Francisco,Turk and Taylor,0,7
3/23/14,California,Long Beach,6th Street and Long Beach Boulevard,1,3
3/23/14,Texas,Arlington,2700 Majesty Drive,1,3
3/21/14,South Carolina,North Charleston,7550 Dorchester Road,0,4
3/16/14,Georgia,Waynesboro,4960 Highway 80 West ,0,4
3/16/14,Texas,Beaumont,Fourth Street,3,1
3/14/14,New York,Brooklyn,S. Second and Roebling Sts,0,4
3/9/14,Ohio,Fremont,531 W State St,3,1
3/9/14,Texas,Austin, 4900 block of West Race Avenue,0,6
3/8/14,California,Richmond,1600 block of First Street,1,3
3/8/14,Illinois,Chicago,4900 West Race Ave,0,6
3/5/14,South Carolina,Pelzer,Law Street,3,2
3/1/14,Michigan,Detroit,7800 Gratiot Av.,0,4
3/1/14,Pennsylvania,Pittsburgh,Hamilton Avenue,1,4
2/25/14,Virginia,Glade Spring,Graceland Lane,5,1
2/22/14,California,Harbor City,1200 block of West Papeete Street,0,4
2/20/14,California,Alturas,300 W 1st St,4,1
2/20/14,Indiana,Indianapolis,3400 block of South Parker,4,0
2/16/14,Florida,Orange County,4500 block of Riviera Shores ,1,6
2/16/14,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4
2/16/14,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5
2/16/14,Texas,Fort Worth, 115 NW 25th St.,1,4
2/16/14,Texas,Dallas,2600 block of South Harwood Street,1,7
2/15/14,Nevada,Las Vegas,Sahara and Maryland ,0,5
2/12/14,California,Oakland,37th and International ,1,3
2/12/14,California,Stockton,Constitution Park,1,3
2/12/14,Indiana,Gary,2220 block of South Broadway Av,0,5
2/7/14,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5
2/6/14,Louisiana,New Orleans,4600 block of Downman Road,0,4
2/5/14,Illinois,Chicago,6740 N. Clark St,1,3
2/3/14,Indiana,Franklin,2100 block of Bridlewood Dr,3,2
1/27/14,North Carolina,Rocky Mount,Edwards Street ,0,4
1/27/14,Washington,Seattle,2nd Avenue South and South Main Street,1,4
1/25/14,Florida,Belle Glade,600 block of Covenant Drive,0,4
1/25/14,Illinois,Chicago,S. Union Av and W. 51st St,1,4
1/21/14,New Jersey,Newark,Springfield Avenue ,2,3
1/20/14,Virginia,Manassas,8509 Rixlew Ln,0,4
1/16/14,Oklahoma,Ardmore,N/A,2,4
1/16/14,Utah,Spanish Fork,37 N. 630 West ,5,0
1/14/14,California,Los Angeles,West 86th Street,0,4
1/13/14,Michigan,Detroit,800 block of Calvert St,0,4
1/12/14,Alabama,Huntsville,University Drive,0,5
1/12/14,Illinois,Elgin,300 block of North Street,0,5
1/12/14,Louisiana,Tallulah,N/A,0,6
1/11/14,Oregon,Portland,Southeast Stark and 99th ,0,5
1/11/14,Texas,Tallulah,U.S. Highway 80 at the Madison and Richland Parish line,0,6
1/3/14,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3
1/1/14,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2
12/31/13,New York,Brooklyn,60 Glenmore Ave,0,6
12/28/13,Alabama,Montgomery,954 Highland Ave,3,5
12/26/13,Louisiana,Slidell,2144 First St,2,6
12/26/13,Louisiana,Lockport,313 Tenth St,3,3
12/25/13,New Jersey,Irvington,Nye Avenue and 21st Street,3,2
12/25/13,New York,Medford,33A Cedarhurst Ave,1,3
12/22/13,Michigan,Fruitland Township,2300 block of West McMillan Road,1,3
12/21/13,New Jersey,Trenton,Jersey Street and Home Avenue,1,4
12/21/13,North Carolina,Shelby,Jose Street,0,4
12/15/13,Florida,Homestead (Florida City),7th Avenue and 13th Terrace,1,3
12/15/13,Texas,Channelview,900 block of Ashland Boulevard,0,5
12/14/13,North Carolina,Statesville,167 Wallace Springs,0,4
12/7/13,Delaware,Wilmington,3421 Kirkwood Hwy,0,4
12/1/13,Florida,Miami,NW 64th Street and 12th Avenue,2,2
12/1/13,Kansas,Topeka,"1629 SW Central Park,",4,0
11/30/13,Georgia,Valdosta,Gordon Street and North Ashley Street,0,4
11/30/13,Michigan,Lansing,N/A,0,5
11/29/13,California,Fresno,Oleander and Modoc,0,4
11/29/13,Indiana,Indianapolis,3400 block of East 34th Street,0,4
11/28/13,New York,Rochester,St. Paul Boulevard and Andrews Street,0,3
11/25/13,California,Oakland,96th Avenue and Olive Street,0,7
11/25/13,Minnesota,Minneapolis,1611 E Lake St,1,3
11/23/13,Oklahoma,Tulsa,Pine Street and Harvard Avenue,4,1
11/21/13,Pennsylvania,Philadelphia,1400 block of N. 60th Street,0,4
11/20/13,Texas,Houston,8200 block of Sunbury,3,2
11/15/13,Texas,Houston,4400 block of Tiffany,1,3
11/11/13,New York,Brooklyn,318 Maujer St,4,1
11/10/13,Arizona,Phoenix,5800 South 53rd Glen,1,3
11/10/13,Ohio,Canton,1215 Tuscarawas St W,1,3
11/9/13,Texas,Cypress,7300 block of Enchanted Creek Drive,2,16
11/7/13,Michigan,Detroit,Conley and 7 Mile,3,7
11/5/13,District of Columbia,Washington,3900 block of Minnesota Ave,0,4
11/5/13,Florida,Jacksonville,1100 block of Randolph,4,0
11/3/13,California,Los Angeles,1 World Way,1,3
11/3/13,California,Perris,2900 block of Perris Boulevard,0,5
11/2/13,Kentucky,Radcliff,355 Shelby Avenue,1,3
10/29/13,South Carolina,Bradley (Callison),Callison Highway,5,0
10/27/13,California,Roseville,N/A,0,0
10/27/13,California,Vallejo,200 block of Princeton Avenue,1,6
10/27/13,North Carolina,Southern Pines,115 Turner St,1,4
10/27/13,Texas,Beaumont,500 block of Edgemore Drive,0,4
10/26/13,Connecticut,New Haven,85 Saint John St,1,5
10/26/13,Florida,Miami Gardens,NW 187 Street and 30 Avenue,0,4
10/21/13,Pennsylvania,Pittsburgh (Homewood),7200 block of Kelly Street,2,5
10/20/13,Florida,Miami,19600 block of Southwest 168th Street,2,2
10/20/13,Florida,Margate,7400 block of Santa Monica Drive,0,4
10/13/13,Pennsylvania,Harrisburg,1524 Walnut St,0,8
10/12/13,Oklahoma,Tulsa,12000 E 31st St,0,5
10/9/13,Texas,Paris,400 block of NE 6th Street,4,0
10/6/13,Arizona,Avondale,11120 W Van Buren St,0,4
10/6/13,Pennsylvania,Philadelphia,54th St. and Florence Ave,1,5
10/5/13,California,Fresno,3883 E. Calwa #114,1,12
10/5/13,New York,Buffalo,102  Zelmer Street,0,4
10/2/13,Nebraska,Omaha,North 42nd and Browne streets,0,4
9/29/13,Illinois,Chicago,6000 block of South Indiana Avenue,0,4
9/27/13,Ohio,Zanesville,753 Putnam Ave,0,4
9/25/13,North Carolina,Haw River,1003 W. Main St,0,4
9/24/13,West Virginia,Huntington,300 W 7th Ave,0,6
9/22/13,Kansas,Wichita,100 block of N. Mead,1,6
9/22/13,Michigan,Muskego,149 Ottawa Ave,2,4
9/22/13,Missouri,Saint Louis,3916 North Florissant Road,1,3
9/21/13,Florida,Palm Beach,2600 block of Forest Hill Boulevard,0,4
9/20/13,California,Long Beach,6500 block of Rose Avenue,2,2
9/20/13,Texas,Rice,N/A,5,0
9/19/13,Illinois,Chicago,1809 W 50th St,0,12
9/18/13,Tennessee,Memphis,1033 Whitaker,1,4
9/17/13,California,Stockton,700 block of North Airport Way,2,3
9/17/13,Florida,Kissimmee,Flying Fortress Avenue,0,5
9/17/13,Michigan,Lansing,1500 block of Ottawa Street,0,4
9/17/13,Nevada,Las Vegas,1300 block of Bartlett Avenue,0,4
9/16/13,District of Columbia,Washington Navy Yard,1336 Isaac Hull Ave,11,3
9/15/13,Colorado,Colorado Springs,1609 South Nevada,0,5
9/15/13,Georgia,Snellville,4630 Anderson Livsey Lane,3,1
9/15/13,Washington,Yakima,2209 W Nob Hill Blvd,0,6
9/14/13,North Carolina,Marion,80 Finley Road,0,4
9/12/13,District of Columbia,Washington,First Street and Pierce Street NW,1,3
9/12/13,Tennessee,Crab Orchard,N/A,4,0
9/11/13,New York,New York,204 Varick St,0,4
9/10/13,Connecticut,Bridgeport,Reservoir Ave and Grandview Ave,1,4
9/7/13,Indiana,Gary,9300 block of Sunrise Boulevard,2,4
9/7/13,Missouri,Saint Louis,5000 block of Durant Avenueu,1,3
9/5/13,North Carolina,Charlotte,2500 block of Pinckney Avenue,0,4
8/25/13,California,Oakland,1300 block of 104th Avenue,0,4
8/25/13,Florida,Lake Butler,1050 Southeast 6th Street,4,1
8/25/13,Minnesota,Minneapolis,2600 block of Cedar and 2600 block of 18th Avenue South,2,2
8/25/13,South Carolina,Latta,214 Willis St,1,3
8/20/13,Maryland,Baltimore,1200 block of S. Carey St,2,2
8/19/13,Illinois,Chicago,1011 W. Wilson,1,4
8/18/13,Illinois,Chicago,100 block of South Springfield,1,3
8/18/13,Missouri,Saint Louis,3100 block of Olive,0,4
8/18/13,New Jersey,Port Norris,1600 block of North Avenue,0,4
8/18/13,Ohio,Toledo,2272 Scottwood Ave,0,4
8/18/13,South Carolina,Chesterfield,3217 Center Point Rd,1,4
8/17/13,California,San Francisco,1738 Telegraph Avenue,0,4
8/14/13,Oklahoma,Oklahoma City,4601 SE 79,4,0
8/13/13,Pennsylvania,Philadelphia,1100 block of Divinity Street,0,4
8/11/13,New York,Brooklyn,395 East 48th Street,0,4
8/11/13,Virginia,Portsmouth,1100 block of Mt. Vernon Ave,1,4
8/10/13,Delaware,Wilmington,1200 block of Second Street,0,4
8/9/13,Missouri,Saint Louis,4200 block of East Kossuth,2,2
8/7/13,Texas,Dallas,7100 block of Long Canyon Trail,4,4
8/6/13,New Jersey,Montclair,Mission Street,0,4
8/6/13,Pennsylvania,Saylorsburg,1000 Ross Municipal Dr,3,4
8/4/13,California,Salinas,624 Williams Road,3,4
8/4/13,Missouri,Kansas City,2400 block of  Park Avenue,1,3
8/3/13,Michigan,Detroit,Murray Hill St,0,5
8/2/13,Indiana,Indianapolis,62nd and College Ave,0,4
8/2/13,New Jersey,Newark,Livingston St. and 18th Avenue,2,3
7/30/13,New Mexico,Lea (county),2000 block of North Bensing Road,0,4
7/29/13,Washington,Granger,300 block of S. Outlook Rd.,0,4
7/26/13,Florida,Hialeah,1485 W 46th St,7,0
7/26/13,West Virginia,Clarksburg,743 Locust Avenue,4,0
7/25/13,Michigan,Inkster,Oakwood Street,0,4
7/24/13,Kansas,Topeka,221 SE Lawrence St,0,4
7/21/13,New York,Brooklyn,1445 Lincoln Place,0,4
7/20/13,New York,Brooklyn,Grove Street,0,5
7/19/13,California,Madera,Yosemite Avenue and Cleveland,0,4
7/19/13,Connecticut,Hartford,3155 Main St,0,4
7/17/13,California,Oakland,3400 block of Wilson Avenue,1,3
7/14/13,Kansas,Wichita,11th Street and Mead,1,4
7/14/13,Michigan,Grand Rapids (Kentwood),4000 block of Farmview,0,5
7/13/13,District of Columbia,Washington,2700 block of Stanton Road,0,4
7/13/13,New Jersey,Trenton (Hamilton Township),1100 block of Deutz Road,1,4
7/13/13,Ohio,Campbell,Seventh Street,0,4
7/13/13,Oklahoma,Oklahoma City,5405 N. Lincoln Blvd,1,3
7/12/13,California,San Francisco,3192 16th St,1,3
7/12/13,Kentucky,Greensburg,194 C Mays Rd,2,2
7/11/13,North Carolina,Charlotte,6300 block of Reagan Drive,2,2
7/9/13,Illinois,Rockford,600 block of Woodlawn Avenue,2,2
7/9/13,Maryland,Baltimore,600 block of N. Carrollton Ave,0,4
7/7/13,California,Stockton,2600 block of Connecticut Avenue,1,4
7/7/13,Florida,Pompano Beach,1600 block of Northwest 7th Lane,1,3
7/7/13,Illinois,Chicago,11300 block of South Forest Avenue,0,5
7/7/13,Mississippi,Meridian,2500 block of 5th Street,0,4
7/6/13,Alabama,Florence,West Mobile Street,0,4
7/6/13,New York,Brooklyn,472 Marcy Avenue,1,3
7/4/13,Illinois,Chicago,6000 block of South Cottage Grove Avenue,0,4
7/4/13,Michigan,Pontiac,441 N Perry St,1,6
7/1/13,Texas,Fort Worth,2900 block of Pate Drive,4,0
6/30/13,Colorado,Aurora,2300 block of Paris St,0,4
6/30/13,New York,Brooklyn,616 E. 52nd Street,0,9
6/29/13,South Carolina,North Charleston,4400 Dorchester Road; Suite 115,3,1
6/28/13,Illinois,Chicago,4800 block of North Sheridan Road,0,6
6/27/13,California,Three Rivers,N/A,2,2
6/25/13,Illinois,Chicago,73rd Street and King Drive,1,4
6/24/13,Missouri,Kansas City,1711 Kansas Avenue,1,3
6/23/13,California,Sacramento,Sea Drift Way,1,3
6/23/13,Louisiana,New Orleans,5700 block of Wickfield Drive,0,4
6/23/13,Missouri,Kansas City,1917 Prospect Ave,1,8
6/23/13,Tennessee,Chattanooga,1501 Dodds Ave,1,4
6/23/13,Virginia,Virginia Beach,4600 block of Columbus Street,1,4
6/22/13,Maryland,Baltimore,700 block of N. Kenwood Avenue,1,4
6/22/13,Rhode Island,Providence,55 Curtis,0,4
6/21/13,Illinois,Chicago,2900 block of North Kilpatrick Avenue,1,3
6/21/13,North Carolina,Greenville,205 Greenville Blvd SW,0,5
6/21/13,Virginia,Norfolk,1225 Tidewater Drive,0,6
6/16/13,Illinois,Chicago,900block of East 79th Street,1,3
6/15/13,Rhode Island,Providence,256 Hartford Ave,1,3
6/15/13,Tennessee,Nashville,N/A,0,4
6/15/13,Texas,Houston,9780 Bissonnet,1,3
6/14/13,North Carolina,High Point,2201 Little Avenue,0,5
6/10/13,Illinois,Chicago,5700 block of South Sangamon Street,1,2
6/10/13,Missouri,St Louis,4700 block of Highland Avenue,0,6
6/9/13,Pennsylvania,York,600 block of West Princess Street,0,4
6/7/13,California,Santa Monica,2036 Yorkshire Avenue,6,1
6/2/13,Georgia,Lagrange,Union Street,0,7
6/2/13,Indiana,Indianapolis,1913 East 46th Street,0,4
6/2/13,Virginia,Virginia Beach,4000 block of Roebling Lane,0,7
6/1/13,California,Vallejo,1st block of Linfield Drive,2,2
6/1/13,Wisconsin,Milwaukee,4126 N Teutonia Ave,0,4
5/31/13,Georgia,Atlanta,1000 block of Fair Street,0,4
5/29/13,Illinois,Chicago,N/A,0,4
5/28/13,Tennessee,Memphis,2850 Brewer Avenue,1,3
5/25/13,Michigan,Flint,1100 block of Paterson,1,3
5/25/13,Virginia,Hampton,1900 block of Coliseum Drive,1,4
5/24/13,California,Bakersfield,3700 block of Columbus Street,2,2
5/23/13,Tennessee,Bean Station,1034 Main Street,2,2
5/20/13,Illinois,Chicago,5200 block of West Iowa Street,0,4
5/19/13,Michigan,Detroit,N/A,0,4
5/19/13,Tennessee,Memphis,2281 Ketchum Rd,2,2
5/18/13,Virginia,Lunenburg County (county),2073 Pleasant Oak Road,0,4
5/16/13,Pennsylvania,Philadelphia,2600 block of Daggett Street,0,4
5/15/13,Michigan,Detroit,9000 block of Carlin,1,4
5/13/13,Ohio,Cincinnati,Kings Run Road,0,4
5/12/13,Arizona,Apache Junction,3600 block of East Apache Trail,0,5
5/12/13,Louisiana,New Orleans,Frenchmen Street,0,19
5/11/13,Indiana,Waynesville,East Main Cross Street,5,0
5/11/13,New Jersey,Jersey City,Fremont Street,0,4
5/11/13,Pennsylvania,Philadelphia,21st Street and Medary Avenue,0,4
5/10/13,California,Los Angeles,1600 block of West 205th Street,3,1
5/6/13,Pennsylvania,Johnstown,Horner and Messenger streets,0,4
5/5/13,California,Palo Alto,Bay Road and University Avenue,0,5
5/4/13,North Carolina,Smithfield,150 South Equity Drive,0,4
5/2/13,New Jersey,Newark,804 S. 16th St,0,5
4/28/13,North Carolina,Charlotte,William Reynolds Drive,0,5
4/28/13,Pennsylvania,Chester,Rose and Upland Street,1,3
4/28/13,Tennessee,Jackson,438 East Main Street,2,2
4/27/13,Florida,Williston,County Road 318,1,3
4/25/13,Ohio,Oberlin,500 block of West College Street,0,4
4/24/13,Illinois,Manchester,East Street,6,1
4/22/13,Illinois,Chicago (Englewood),5700 block of South Lowe Avenue,0,4
4/22/13,Louisiana,Harvey,2300 block of Lapalco Boulevard,0,5
4/21/13,Washington,Federal Way,33300 block of 18th Lane South,5,0
4/18/13,Ohio,Akron,Kimlyn Circle,4,0
4/14/13,Arizona,Phoenix,12400 North 25th Avenue,2,4
4/14/13,Kentucky,Lexington,750 East New Circle Rd,1,4
4/10/13,California,Vallejo,1800 block of Mini Drive,0,4
4/9/13,Pennsylvania,Philadelphia,Somerset Street and Lee Street,1,3
4/7/13,California,Long Beach,300 block of East Home Street,1,3
4/7/13,New York,New York (Manhattan),900 Garden Way,1,3
4/6/13,South Carolina,Greenwood,Tabor Street,1,4
3/31/13,Washington,Auburn,2802 Auburn Way North,3,2
3/30/13,California,Merced (county),9200 block of Westside Boulevard,3,2
3/22/13,New York,Brooklyn,2703 W. 33rd Street,1,3
3/21/13,Illinois,Chicago,West 87th Street and Ashland Avenue,0,7
3/21/13,Kansas,Kansas City,4900 block of Brookside Boulevard,1,1
3/17/13,California,Stockton,1800 block of East Sonora Street,2,3
3/17/13,Florida,Belle Glade,Northwest 16th Street and Northwest Avenue L,0,5
3/16/13,California,Galt,Dover Drive,0,7
3/14/13,California,Modesto,1400 block of Western Way,0,4
3/13/13,California,Oceanside,504 Calle Montecito,2,2
3/13/13,New York,Mohawk,17 W Main St,6,2
3/11/13,District of Columbia,Washington,1200 North Capitol Street,0,13
3/10/13,Kansas,Kansas City,84th Street and 9331 Hillcrest Road,0,5
3/7/13,Mississippi,Jackson,2900 block of Greenwood Avenue,2,2
3/5/13,Indiana,Indianapolis,1800 block of Edinburge Square,1,3
3/4/13,California,Los Banos,800 block of La Mesa Lane,1,3
3/3/13,Georgia,Moultrie,224 Second Street Northwest,2,2
3/3/13,Michigan,Saginaw (county),4030 Dixie Hwy,0,4
3/2/13,Louisiana,Shreveport,7000 block of Burlingame Boulevard,1,3
2/24/13,Georgia,Macon,2800 block of Mercer University Drive,0,8
2/23/13,California,Lancaster,43145 Business Center Parkway,0,4
2/22/13,Michigan,Grand Rapids,1447 Grandville Ave. SW,0,4
2/21/13,Oklahoma,Tulsa,1200 block of North 89th East Avenue,1,3
2/19/13,California,Orange (county),Katella Avenue,4,3
2/12/13,Utah,Midvale,8286 Adams Street and 450 West Street,4,1
2/11/13,California,Vallejo,800 block of Humboldt Street,1,4
2/11/13,Delaware,Wilmington,500 North King Street,3,2
2/9/13,Louisiana,New Orleans,400 block of Bourbon Street,0,4
2/7/13,Illinois,Chicago,2500 block of East 75th Street,0,4
2/3/13,California,Yuba (county),5800 block of Poplar Avenue,1,3
2/2/13,Tennessee,Memphis,2514 Mount Moriah,0,5
1/26/13,District of Columbia,Washington,2403 Benning Road Northeast,0,5
1/26/13,Louisiana,Charenton,1000 block of Flat Town Road,2,3
1/26/13,Ohio,Springfield,601 West Main Street,1,3
1/25/13,Missouri,Saint Louis,Broadway and Riverview,1,3
1/23/13,Maryland,Baltimore,1500 block of W. Fayette St.,1,6
1/23/13,Tennessee,Chattanooga,1501 Dodds Ave.,1,3
1/21/13,California,Brentwood,1100 block of Breton Drive,0,4
1/21/13,Louisiana,New Orleans,LaSalle Street and Martin Luther King Jr. Boulevard,0,5
1/19/13,New Mexico,Albuquerque,2806 Long Lane,5,0
1/7/13,Oklahoma,Tulsa,6000 block of South Owasso,4,0
1/1/13,California,Hawthorne,13500 block of Cerise Avenue,1,3
1/1/13,Pennsylvania,Mckeesport,1506 Versailles Avenue and Coursin Street,0,4
