period,respondent-name,type-name,value,value-units
2023-01-06T00,Bonneville Power Administration,Natural gas,926,megawatthours
2023-01-06T00,"Midcontinent Independent System Operator, Inc.",Hydro,2901,megawatthours
2023-01-06T00,Southwest,Nuclear,4009,megawatthours
2023-01-06T00,California Independent System Operator,Hydro,2275,megawatthours
2023-01-06T00,PacifiCorp East,Solar,41,megawatthours
2023-01-06T00,"Avangrid Renewables, LLC",Natural gas,466,megawatthours
2023-01-06T00,Portland General Electric Company,Hydro,161,megawatthours
2023-01-06T00,"PJM Interconnection, LLC",Other,1904,megawatthours
2023-01-06T00,Texas,Natural gas,24687,megawatthours
2023-01-06T00,Florida,Nuclear,3872,megawatthours
2023-01-06T00,"Southern Company Services, Inc. - Trans",Petroleum,0,megawatthours
2023-01-06T00,ISO New England,Natural gas,7966,megawatthours
2023-01-06T00,Florida,Petroleum,0,megawatthours
2023-01-06T00,New York Independent System Operator,Natural gas,8150,megawatthours
2023-01-06T00,JEA,Coal,599,megawatthours
2023-01-06T00,Duke Energy Progress East,Coal,-20,megawatthours
2023-01-06T00,Tucson Electric Power,Wind,152,megawatthours
2023-01-06T00,Balancing Authority of Northern California,Natural gas,714,megawatthours
2023-01-06T00,Public Utility District No. 1 of Chelan County,Hydro,905,megawatthours
2023-01-06T00,Arizona Public Service Company,Natural gas,954,megawatthours
2023-01-06T00,El Paso Electric Company,Natural gas,484,megawatthours
2023-01-06T00,Tampa Electric Company,Solar,0,megawatthours
2023-01-06T00,Duke Energy Progress West,Coal,0,megawatthours
2023-01-06T00,PacifiCorp East,Hydro,37,megawatthours
2023-01-06T00,Public Service Company of Colorado,Petroleum,0,megawatthours
2023-01-06T00,New York,Hydro,3787,megawatthours
2023-01-06T00,ISO New England,Petroleum,0,megawatthours
2023-01-06T00,Los Angeles Department of Water and Power,Natural gas,708,megawatthours
2023-01-06T00,Central,Nuclear,2039,megawatthours
2023-01-06T00,Portland General Electric Company,Wind,0,megawatthours
2023-01-06T00,Public Service Company of Colorado,Hydro,20,megawatthours
2023-01-06T00,Idaho Power Company,Hydro,547,megawatthours
2023-01-06T00,Tennessee,Wind,0,megawatthours
2023-01-06T00,"Dominion Energy South Carolina, Inc.",Nuclear,991,megawatthours
2023-01-06T00,Carolinas,Natural gas,6236,megawatthours
2023-01-06T00,Nevada Power Company,Solar,81,megawatthours
2023-01-06T00,United States Lower 48,Solar,5247,megawatthours
2023-01-06T00,Florida Power & Light Co.,Petroleum,0,megawatthours
2023-01-06T00,Western Area Power Administration - Desert Southwest Region,Wind,330,megawatthours
2023-01-06T00,JEA,Solar,0,megawatthours
2023-01-06T00,Turlock Irrigation District,Natural gas,215,megawatthours
2023-01-06T00,Salt River Project Agricultural Improvement and Power District,Wind,84,megawatthours
2023-01-06T00,Idaho Power Company,Solar,15,megawatthours
2023-01-06T00,Carolinas,Solar,18,megawatthours
2023-01-06T00,JEA,Natural gas,609,megawatthours
2023-01-06T00,"Midcontinent Independent System Operator, Inc.",Natural gas,26870,megawatthours
2023-01-06T00,New York,Other,195,megawatthours
2023-01-06T00,Midwest,Coal,31390,megawatthours
2023-01-06T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Solar,0,megawatthours
2023-01-06T00,Avista Corporation,Other,117,megawatthours
2023-01-06T00,Mid-Atlantic,Other,1904,megawatthours
2023-01-06T00,Texas,Solar,1003,megawatthours
2023-01-06T00,Public Service Company of New Mexico,Solar,27,megawatthours
2023-01-06T00,New York,Wind,136,megawatthours
2023-01-06T00,"Midcontinent Independent System Operator, Inc.",Other,643,megawatthours
2023-01-06T00,Los Angeles Department of Water and Power,Hydro,15,megawatthours
2023-01-06T00,El Paso Electric Company,Solar,13,megawatthours
2023-01-06T00,Florida Municipal Power Pool,Solar,0,megawatthours
2023-01-06T00,Southeast,Hydro,3495,megawatthours
2023-01-06T00,Tennessee Valley Authority,Coal,2378,megawatthours
2023-01-06T00,Tampa Electric Company,Petroleum,0,megawatthours
2023-01-06T00,South Carolina Public Service Authority,Hydro,156,megawatthours
2023-01-06T00,Tennessee,Natural gas,4870,megawatthours
2023-01-06T00,NorthWestern Corporation,Petroleum,59,megawatthours
2023-01-06T00,Southwest,Solar,216,megawatthours
2023-01-06T00,Southwest Power Pool,Wind,4525,megawatthours
2023-01-06T00,NorthWestern Corporation,Natural gas,192,megawatthours
2023-01-06T00,"Duke Energy Florida, Inc.",Coal,-7,megawatthours
2023-01-06T00,Midwest,Other,643,megawatthours
2023-01-06T00,Tennessee Valley Authority,Nuclear,8230,megawatthours
2023-01-06T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,3028,megawatthours
2023-01-06T00,"Avangrid Renewables, LLC",Wind,45,megawatthours
2023-01-06T00,"Midcontinent Independent System Operator, Inc.",Solar,1,megawatthours
2023-01-06T00,"Southern Company Services, Inc. - Trans",Other,336,megawatthours
2023-01-06T00,Northwest,Petroleum,59,megawatthours
2023-01-06T00,Southeast,Nuclear,5838,megawatthours
2023-01-06T00,Tucson Electric Power,Solar,30,megawatthours
2023-01-06T00,"Dominion Energy South Carolina, Inc.",Coal,385,megawatthours
2023-01-06T00,Salt River Project Agricultural Improvement and Power District,Coal,296,megawatthours
2023-01-06T00,"PJM Interconnection, LLC",Hydro,4472,megawatthours
2023-01-06T00,Western Area Power Administration - Rocky Mountain Region,Hydro,598,megawatthours
2023-01-06T00,Northwest,Hydro,13812,megawatthours
2023-01-06T00,United States Lower 48,Coal,86486,megawatthours
2023-01-06T00,Florida Municipal Power Pool,Natural gas,1269,megawatthours
2023-01-06T00,Public Service Company of New Mexico,Wind,1320,megawatthours
2023-01-06T00,PacifiCorp East,Other,135,megawatthours
2023-01-06T00,Tennessee,Coal,2378,megawatthours
2023-01-06T00,New York Independent System Operator,Petroleum,602,megawatthours
2023-01-06T00,United States Lower 48,Natural gas,199932,megawatthours
2023-01-06T00,"Dominion Energy South Carolina, Inc.",Solar,0,megawatthours
2023-01-06T00,Mid-Atlantic,Wind,5340,megawatthours
2023-01-06T00,Duke Energy Carolinas,Hydro,1160,megawatthours
2023-01-06T00,Idaho Power Company,Other,46,megawatthours
2023-01-06T00,New York,Coal,0,megawatthours
2023-01-06T00,Florida Municipal Power Pool,Nuclear,130,megawatthours
2023-01-06T00,PacifiCorp East,Coal,3462,megawatthours
2023-01-06T00,Western Area Power Administration - Desert Southwest Region,Solar,5,megawatthours
2023-01-06T00,"Puget Sound Energy, Inc.",Hydro,194,megawatthours
2023-01-06T00,South Carolina Public Service Authority,Natural gas,740,megawatthours
2023-01-06T00,Carolinas,Petroleum,0,megawatthours
2023-01-06T00,Avista Corporation,Wind,92,megawatthours
2023-01-06T00,Los Angeles Department of Water and Power,Coal,716,megawatthours
2023-01-06T00,Seminole Electric Cooperative,Coal,541,megawatthours
2023-01-06T00,NorthWestern Corporation,Hydro,379,megawatthours
2023-01-06T00,Duke Energy Carolinas,Other,12,megawatthours
2023-01-06T00,South Carolina Public Service Authority,Solar,-1,megawatthours
2023-01-06T00,"Avangrid Renewables, LLC",Solar,0,megawatthours
2023-01-06T00,"PJM Interconnection, LLC",Nuclear,32711,megawatthours
2023-01-06T00,Public Service Company of Colorado,Coal,1353,megawatthours
2023-01-06T00,"Puget Sound Energy, Inc.",Petroleum,0,megawatthours
2023-01-06T00,Public Service Company of New Mexico,Coal,401,megawatthours
2023-01-06T00,"Midcontinent Independent System Operator, Inc.",Coal,26254,megawatthours
2023-01-06T00,Balancing Authority of Northern California,Solar,24,megawatthours
2023-01-06T00,ISO New England,Coal,2,megawatthours
2023-01-06T00,Tucson Electric Power,Coal,750,megawatthours
2023-01-06T00,Carolinas,Coal,3401,megawatthours
2023-01-06T00,"Griffith Energy, LLC",Natural gas,-2,megawatthours
2023-01-06T00,"Associated Electric Cooperative, Inc.",Natural gas,1413,megawatthours
2023-01-06T00,"Electric Reliability Council of Texas, Inc.",Nuclear,5116,megawatthours
2023-01-06T00,PacifiCorp West,Hydro,461,megawatthours
2023-01-06T00,"Associated Electric Cooperative, Inc.",Coal,2108,megawatthours
2023-01-06T00,California Independent System Operator,Wind,2520,megawatthours
2023-01-06T00,Salt River Project Agricultural Improvement and Power District,Other,0,megawatthours
2023-01-06T00,Duke Energy Progress West,Other,180,megawatthours
2023-01-06T00,Duke Energy Progress West,Hydro,79,megawatthours
2023-01-06T00,"Duke Energy Florida, Inc.",Petroleum,0,megawatthours
2023-01-06T00,"Puget Sound Energy, Inc.",Coal,0,megawatthours
2023-01-06T00,"Electric Reliability Council of Texas, Inc.",Coal,6656,megawatthours
2023-01-06T00,Bonneville Power Administration,Solar,11,megawatthours
2023-01-06T00,Western Area Power Administration - Desert Southwest Region,Natural gas,340,megawatthours
2023-01-06T00,NorthWestern Corporation,Solar,0,megawatthours
2023-01-06T00,Mid-Atlantic,Hydro,4472,megawatthours
2023-01-06T00,New England,Nuclear,3359,megawatthours
2023-01-06T00,California,Hydro,2919,megawatthours
2023-01-06T00,New York Independent System Operator,Wind,136,megawatthours
2023-01-06T00,NorthWestern Corporation,Wind,20,megawatthours
2023-01-06T00,Florida,Solar,35,megawatthours
2023-01-06T00,Central,Solar,12,megawatthours
2023-01-06T00,Tennessee Valley Authority,Natural gas,4870,megawatthours
2023-01-06T00,"Southern Company Services, Inc. - Trans",Natural gas,13643,megawatthours
2023-01-06T00,NorthWestern Corporation,Coal,773,megawatthours
2023-01-06T00,Tennessee Valley Authority,Solar,-4,megawatthours
2023-01-06T00,California,Wind,2581,megawatthours
2023-01-06T00,"PJM Interconnection, LLC",Solar,32,megawatthours
2023-01-06T00,Portland General Electric Company,Other,7,megawatthours
2023-01-06T00,"Dominion Energy South Carolina, Inc.",Natural gas,1288,megawatthours
2023-01-06T00,New York Independent System Operator,Other,195,megawatthours
2023-01-06T00,Florida,Hydro,37,megawatthours
2023-01-06T00,"Duke Energy Florida, Inc.",Hydro,37,megawatthours
2023-01-06T00,Central,Other,274,megawatthours
2023-01-06T00,Bonneville Power Administration,Other,154,megawatthours
2023-01-06T00,Turlock Irrigation District,Hydro,1,megawatthours
2023-01-06T00,New England,Natural gas,7966,megawatthours
2023-01-06T00,New York,Nuclear,3328,megawatthours
2023-01-06T00,"Electric Reliability Council of Texas, Inc.",Natural gas,24687,megawatthours
2023-01-06T00,California,Solar,3650,megawatthours
2023-01-06T00,"Electric Reliability Council of Texas, Inc.",Other,288,megawatthours
2023-01-06T00,Arizona Public Service Company,Other,27,megawatthours
2023-01-06T00,Idaho Power Company,Wind,440,megawatthours
2023-01-06T00,Tennessee,Petroleum,0,megawatthours
2023-01-06T00,Texas,Coal,6656,megawatthours
2023-01-06T00,"Electric Reliability Council of Texas, Inc.",Hydro,61,megawatthours
2023-01-06T00,Florida Municipal Power Pool,Other,16,megawatthours
2023-01-06T00,"Electric Reliability Council of Texas, Inc.",Wind,4302,megawatthours
2023-01-06T00,Avista Corporation,Hydro,552,megawatthours
2023-01-06T00,Midwest,Solar,1,megawatthours
2023-01-06T00,New York Independent System Operator,Coal,0,megawatthours
2023-01-06T00,"Dominion Energy South Carolina, Inc.",Hydro,159,megawatthours
2023-01-06T00,New York Independent System Operator,Solar,0,megawatthours
2023-01-06T00,"Midcontinent Independent System Operator, Inc.",Nuclear,11598,megawatthours
2023-01-06T00,"Southern Company Services, Inc. - Trans",Coal,3771,megawatthours
2023-01-06T00,Florida Power & Light Co.,Nuclear,3742,megawatthours
2023-01-06T00,Public Service Company of Colorado,Wind,2730,megawatthours
2023-01-06T00,Florida Power & Light Co.,Natural gas,11833,megawatthours
2023-01-06T00,Southwest Power Pool,Solar,12,megawatthours
2023-01-06T00,"Duke Energy Florida, Inc.",Solar,1,megawatthours
2023-01-06T00,Tennessee,Nuclear,8230,megawatthours
2023-01-06T00,Duke Energy Carolinas,Natural gas,2265,megawatthours
2023-01-06T00,Midwest,Nuclear,11598,megawatthours
2023-01-06T00,United States Lower 48,Other,10585,megawatthours
2023-01-06T00,Arizona Public Service Company,Nuclear,0,megawatthours
2023-01-06T00,South Carolina Public Service Authority,Coal,994,megawatthours
2023-01-06T00,Central,Hydro,2122,megawatthours
2023-01-06T00,"Southern Company Services, Inc. - Trans",Wind,0,megawatthours
2023-01-06T00,"City of Tacoma, Department of Public Utilities, Light Division",Hydro,410,megawatthours
2023-01-06T00,New York Independent System Operator,Hydro,3787,megawatthours
2023-01-06T00,Arizona Public Service Company,Wind,149,megawatthours
2023-01-06T00,Louisville Gas and Electric Company and Kentucky Utilities Company,Natural gas,1016,megawatthours
2023-01-06T00,Public Service Company of Colorado,Natural gas,1758,megawatthours
2023-01-06T00,PacifiCorp East,Natural gas,1392,megawatthours
2023-01-06T00,"NaturEner Wind Watch, LLC",Wind,131,megawatthours
2023-01-06T00,Duke Energy Progress West,Solar,9,megawatthours
2023-01-06T00,Duke Energy Carolinas,Coal,2042,megawatthours
2023-01-06T00,City of Tallahassee,Solar,0,megawatthours
2023-01-06T00,Tampa Electric Company,Coal,0,megawatthours
2023-01-06T00,Gainesville Regional Utilities,Coal,0,megawatthours
2023-01-06T00,"PJM Interconnection, LLC",Natural gas,41240,megawatthours
2023-01-06T00,Mid-Atlantic,Solar,32,megawatthours
2023-01-06T00,Duke Energy Progress East,Hydro,87,megawatthours
2023-01-06T00,Tennessee Valley Authority,Hydro,3688,megawatthours
2023-01-06T00,Southwest Power Pool,Other,39,megawatthours
2023-01-06T00,Florida Power & Light Co.,Solar,34,megawatthours
2023-01-06T00,Idaho Power Company,Petroleum,0,megawatthours
2023-01-06T00,Avista Corporation,Solar,1,megawatthours
2023-01-06T00,United States Lower 48,Petroleum,1067,megawatthours
2023-01-06T00,"Duke Energy Florida, Inc.",Other,92,megawatthours
2023-01-06T00,Public Service Company of New Mexico,Hydro,0,megawatthours
2023-01-06T00,Tennessee,Hydro,3688,megawatthours
2023-01-06T00,"Puget Sound Energy, Inc.",Natural gas,644,megawatthours
2023-01-06T00,Southeast,Petroleum,0,megawatthours
2023-01-06T00,New York Independent System Operator,Nuclear,3328,megawatthours
2023-01-06T00,Gainesville Regional Utilities,Natural gas,92,megawatthours
2023-01-06T00,Los Angeles Department of Water and Power,Wind,61,megawatthours
2023-01-06T00,"PJM Interconnection, LLC",Coal,12691,megawatthours
2023-01-06T00,JEA,Petroleum,0,megawatthours
2023-01-06T00,Seminole Electric Cooperative,Natural gas,233,megawatthours
2023-01-06T00,Central,Natural gas,12172,megawatthours
2023-01-06T00,Tennessee,Solar,-4,megawatthours
2023-01-06T00,Duke Energy Progress East,Nuclear,3635,megawatthours
2023-01-06T00,Southwest Power Pool,Natural gas,12172,megawatthours
2023-01-06T00,California,Natural gas,14666,megawatthours
2023-01-06T00,ISO New England,Solar,0,megawatthours
2023-01-06T00,Southwestern Power Administration,Other,235,megawatthours
2023-01-06T00,Portland General Electric Company,Natural gas,848,megawatthours
2023-01-06T00,New England,Coal,2,megawatthours
2023-01-06T00,New England,Hydro,1504,megawatthours
2023-01-06T00,"Public Utility District No. 2 of Grant County, Washington",Hydro,1319,megawatthours
2023-01-06T00,PacifiCorp West,Other,41,megawatthours
2023-01-06T00,Bonneville Power Administration,Nuclear,1155,megawatthours
2023-01-06T00,Mid-Atlantic,Nuclear,32711,megawatthours
2023-01-06T00,Bonneville Power Administration,Wind,160,megawatthours
2023-01-06T00,Midwest,Wind,10467,megawatthours
2023-01-06T00,Southeast,Coal,3771,megawatthours
2023-01-06T00,Southwest Power Pool,Petroleum,0,megawatthours
2023-01-06T00,Central,Petroleum,0,megawatthours
2023-01-06T00,Southwest,Wind,2035,megawatthours
2023-01-06T00,Tampa Electric Company,Natural gas,2162,megawatthours
2023-01-06T00,Public Utility District No. 1 of Chelan County,Wind,1,megawatthours
2023-01-06T00,Texas,Wind,4302,megawatthours
2023-01-06T00,Bonneville Power Administration,Hydro,7244,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Other,1899,megawatthours
2023-01-05T23,Tennessee,Hydro,2930,megawatthours
2023-01-05T23,"New Harquahala Generating Company, LLC",Natural gas,-2,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Coal,653,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Hydro,234,megawatthours
2023-01-05T23,Southwest Power Pool,Other,38,megawatthours
2023-01-05T23,"Arlington Valley, LLC",Natural gas,-1,megawatthours
2023-01-05T23,Northwest,Wind,6154,megawatthours
2023-01-05T23,California Independent System Operator,Wind,2402,megawatthours
2023-01-05T23,Southwest,Coal,2141,megawatthours
2023-01-05T23,"Dominion Energy South Carolina, Inc.",Other,5,megawatthours
2023-01-05T23,ISO New England,Hydro,1690,megawatthours
2023-01-05T23,"Gridforce Energy Management, LLC",Coal,647,megawatthours
2023-01-05T23,"Puget Sound Energy, Inc.",Other,29,megawatthours
2023-01-05T23,Southeast,Natural gas,12416,megawatthours
2023-01-05T23,California,Solar,5372,megawatthours
2023-01-05T23,ISO New England,Solar,0,megawatthours
2023-01-05T23,PacifiCorp East,Natural gas,1280,megawatthours
2023-01-05T23,Tennessee Valley Authority,Coal,2227,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Hydro,1913,megawatthours
2023-01-05T23,Bonneville Power Administration,Solar,23,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Natural gas,26210,megawatthours
2023-01-05T23,Tampa Electric Company,Other,467,megawatthours
2023-01-05T23,Southwestern Power Administration,Hydro,436,megawatthours
2023-01-05T23,Public Service Company of New Mexico,Wind,1239,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Nuclear,5834,megawatthours
2023-01-05T23,Carolinas,Petroleum,11,megawatthours
2023-01-05T23,Duke Energy Progress East,Hydro,80,megawatthours
2023-01-05T23,Seminole Electric Cooperative,Coal,541,megawatthours
2023-01-05T23,NorthWestern Corporation,Natural gas,191,megawatthours
2023-01-05T23,Public Service Company of Colorado,Solar,438,megawatthours
2023-01-05T23,Central,Other,269,megawatthours
2023-01-05T23,Avista Corporation,Solar,6,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Wind,100,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Solar,6026,megawatthours
2023-01-05T23,Carolinas,Coal,3003,megawatthours
2023-01-05T23,Duke Energy Progress West,Natural gas,348,megawatthours
2023-01-05T23,Imperial Irrigation District,Hydro,0,megawatthours
2023-01-05T23,Tampa Electric Company,Natural gas,2102,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Hydro,0,megawatthours
2023-01-05T23,Carolinas,Nuclear,12003,megawatthours
2023-01-05T23,New England,Nuclear,3355,megawatthours
2023-01-05T23,Texas,Nuclear,5116,megawatthours
2023-01-05T23,Florida,Natural gas,20232,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Nuclear,4006,megawatthours
2023-01-05T23,Northwest,Hydro,13024,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Other,16,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Solar,1,megawatthours
2023-01-05T23,Northwest,Other,961,megawatthours
2023-01-05T23,ISO New England,Natural gas,8149,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Solar,2,megawatthours
2023-01-05T23,Southwest,Solar,456,megawatthours
2023-01-05T23,Bonneville Power Administration,Other,152,megawatthours
2023-01-05T23,Tennessee,Solar,61,megawatthours
2023-01-05T23,New York Independent System Operator,Other,195,megawatthours
2023-01-05T23,Tennessee,Natural gas,4390,megawatthours
2023-01-05T23,Duke Energy Progress West,Hydro,79,megawatthours
2023-01-05T23,Arizona Public Service Company,Wind,127,megawatthours
2023-01-05T23,Public Service Company of New Mexico,Solar,116,megawatthours
2023-01-05T23,Public Utility District No. 1 of Chelan County,Wind,0,megawatthours
2023-01-05T23,NorthWestern Corporation,Hydro,383,megawatthours
2023-01-05T23,JEA,Natural gas,606,megawatthours
2023-01-05T23,Public Utility District No. 1 of Chelan County,Hydro,900,megawatthours
2023-01-05T23,"Griffith Energy, LLC",Natural gas,-2,megawatthours
2023-01-05T23,ISO New England,Petroleum,0,megawatthours
2023-01-05T23,Southeast,Hydro,2976,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Wind,10549,megawatthours
2023-01-05T23,New York,Coal,0,megawatthours
2023-01-05T23,JEA,Petroleum,0,megawatthours
2023-01-05T23,Avista Corporation,Other,116,megawatthours
2023-01-05T23,"Public Utility District No. 2 of Grant County, Washington",Hydro,1204,megawatthours
2023-01-05T23,Public Service Company of New Mexico,Coal,403,megawatthours
2023-01-05T23,Mid-Atlantic,Natural gas,42132,megawatthours
2023-01-05T23,Texas,Solar,6026,megawatthours
2023-01-05T23,Tennessee Valley Authority,Nuclear,8221,megawatthours
2023-01-05T23,Carolinas,Hydro,1302,megawatthours
2023-01-05T23,California Independent System Operator,Nuclear,302,megawatthours
2023-01-05T23,"Gridforce Energy Management, LLC",Solar,30,megawatthours
2023-01-05T23,Western Area Power Administration - Upper Great Plains West,Hydro,80,megawatthours
2023-01-05T23,Los Angeles Department of Water and Power,Other,217,megawatthours
2023-01-05T23,Duke Energy Progress East,Nuclear,3635,megawatthours
2023-01-05T23,Tennessee Valley Authority,Wind,0,megawatthours
2023-01-05T23,Tucson Electric Power,Other,0,megawatthours
2023-01-05T23,Southeast,Nuclear,5834,megawatthours
2023-01-05T23,Duke Energy Carolinas,Other,11,megawatthours
2023-01-05T23,Northwest,Solar,1053,megawatthours
2023-01-05T23,Tampa Electric Company,Solar,3,megawatthours
2023-01-05T23,Western Area Power Administration - Rocky Mountain Region,Natural gas,228,megawatthours
2023-01-05T23,New York Independent System Operator,Natural gas,8651,megawatthours
2023-01-05T23,Southwest,Wind,1893,megawatthours
2023-01-05T23,New York,Other,195,megawatthours
2023-01-05T23,Tennessee Valley Authority,Natural gas,4390,megawatthours
2023-01-05T23,Southwest Power Pool,Nuclear,2039,megawatthours
2023-01-05T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Hydro,15,megawatthours
2023-01-05T23,Nevada Power Company,Nuclear,0,megawatthours
2023-01-05T23,Midwest,Solar,106,megawatthours
2023-01-05T23,Portland General Electric Company,Wind,0,megawatthours
2023-01-05T23,Central,Solar,98,megawatthours
2023-01-05T23,PacifiCorp East,Other,136,megawatthours
2023-01-05T23,Western Area Power Administration - Desert Southwest Region,Natural gas,201,megawatthours
2023-01-05T23,Texas,Hydro,58,megawatthours
2023-01-05T23,Nevada Power Company,Coal,170,megawatthours
2023-01-05T23,Southwest Power Pool,Petroleum,0,megawatthours
2023-01-05T23,United States Lower 48,Nuclear,93538,megawatthours
2023-01-05T23,California Independent System Operator,Coal,3,megawatthours
2023-01-05T23,Public Service Company of Colorado,Hydro,19,megawatthours
2023-01-05T23,Midwest,Hydro,1928,megawatthours
2023-01-05T23,City of Homestead,Natural gas,0,megawatthours
2023-01-05T23,New York,Wind,85,megawatthours
2023-01-05T23,Southeast,Solar,270,megawatthours
2023-01-05T23,Tucson Electric Power,Wind,96,megawatthours
2023-01-05T23,Florida Municipal Power Pool,Petroleum,0,megawatthours
2023-01-05T23,New York Independent System Operator,Solar,0,megawatthours
2023-01-05T23,Carolinas,Natural gas,6097,megawatthours
2023-01-05T23,El Paso Electric Company,Natural gas,414,megawatthours
2023-01-05T23,Southwest,Petroleum,0,megawatthours
2023-01-05T23,Avista Corporation,Natural gas,243,megawatthours
2023-01-05T23,Duke Energy Progress East,Other,986,megawatthours
2023-01-05T23,California,Hydro,2171,megawatthours
2023-01-05T23,Arizona Public Service Company,Hydro,0,megawatthours
2023-01-05T23,New York Independent System Operator,Nuclear,3343,megawatthours
2023-01-05T23,NorthWestern Corporation,Coal,772,megawatthours
2023-01-05T23,New York Independent System Operator,Hydro,3827,megawatthours
2023-01-05T23,"Avangrid Renewables, LLC",Wind,126,megawatthours
2023-01-05T23,El Paso Electric Company,Solar,53,megawatthours
2023-01-05T23,Tennessee Valley Authority,Petroleum,0,megawatthours
2023-01-05T23,"Associated Electric Cooperative, Inc.",Wind,239,megawatthours
2023-01-05T23,Portland General Electric Company,Coal,0,megawatthours
2023-01-05T23,Balancing Authority of Northern California,Solar,26,megawatthours
2023-01-05T23,Mid-Atlantic,Nuclear,32702,megawatthours
2023-01-05T23,"Midcontinent Independent System Operator, Inc.",Nuclear,11589,megawatthours
2023-01-05T23,Los Angeles Department of Water and Power,Hydro,14,megawatthours
2023-01-05T23,Nevada Power Company,Solar,226,megawatthours
2023-01-05T23,Southwest,Natural gas,4563,megawatthours
2023-01-05T23,Arizona Public Service Company,Nuclear,0,megawatthours
2023-01-05T23,PacifiCorp East,Solar,157,megawatthours
2023-01-05T23,"Duke Energy Florida, Inc.",Solar,43,megawatthours
2023-01-05T23,California,Nuclear,302,megawatthours
2023-01-05T23,Midwest,Coal,30961,megawatthours
2023-01-05T23,Southeastern Power Administration,Hydro,424,megawatthours
2023-01-05T23,Nevada Power Company,Hydro,0,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Natural gas,21389,megawatthours
2023-01-05T23,"Avangrid Renewables, LLC",Natural gas,385,megawatthours
2023-01-05T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Solar,0,megawatthours
2023-01-05T23,Public Service Company of Colorado,Natural gas,1698,megawatthours
2023-01-05T23,Public Service Company of Colorado,Coal,1376,megawatthours
2023-01-05T23,Bonneville Power Administration,Wind,126,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Petroleum,0,megawatthours
2023-01-05T23,Louisville Gas and Electric Company and Kentucky Utilities Company,Coal,2966,megawatthours
2023-01-05T23,Florida,Coal,1727,megawatthours
2023-01-05T23,Idaho Power Company,Solar,18,megawatthours
2023-01-05T23,Balancing Authority of Northern California,Other,16,megawatthours
2023-01-05T23,New England,Wind,98,megawatthours
2023-01-05T23,"Southern Company Services, Inc. - Trans",Other,340,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Solar,32,megawatthours
2023-01-05T23,"Gridforce Energy Management, LLC",Wind,383,megawatthours
2023-01-05T23,Central,Nuclear,2039,megawatthours
2023-01-05T23,New England,Solar,0,megawatthours
2023-01-05T23,California,Other,155,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Natural gas,2160,megawatthours
2023-01-05T23,Tennessee Valley Authority,Hydro,2930,megawatthours
2023-01-05T23,Avista Corporation,Hydro,519,megawatthours
2023-01-05T23,Nevada Power Company,Petroleum,0,megawatthours
2023-01-05T23,Carolinas,Solar,35,megawatthours
2023-01-05T23,Southwest Power Pool,Solar,98,megawatthours
2023-01-05T23,Tennessee,Coal,2227,megawatthours
2023-01-05T23,"Dominion Energy South Carolina, Inc.",Natural gas,1162,megawatthours
2023-01-05T23,"Electric Reliability Council of Texas, Inc.",Hydro,58,megawatthours
2023-01-05T23,"PJM Interconnection, LLC",Nuclear,32702,megawatthours
2023-01-05T23,Tampa Electric Company,Petroleum,0,megawatthours
2023-01-05T23,NorthWestern Corporation,Solar,0,megawatthours
2023-01-05T23,Southeast,Wind,0,megawatthours
2023-01-05T23,Central,Coal,11842,megawatthours
2023-01-05T23,Florida,Nuclear,3872,megawatthours
2023-01-05T23,Florida,Solar,146,megawatthours
2023-01-05T23,United States Lower 48,Other,9994,megawatthours
2023-01-05T23,Midwest,Wind,10788,megawatthours
2023-01-05T23,Duke Energy Carolinas,Natural gas,2252,megawatthours
2023-01-05T23,Tennessee,Petroleum,0,megawatthours
2023-01-05T23,Portland General Electric Company,Natural gas,665,megawatthours
2023-01-05T23,South Carolina Public Service Authority,Natural gas,758,megawatthours
2023-01-05T23,City of Tallahassee,Solar,4,megawatthours
2023-01-05T23,Salt River Project Agricultural Improvement and Power District,Solar,42,megawatthours
2023-01-05T23,Mid-Atlantic,Coal,12855,megawatthours
