Date,location,operator,planeType,Dead,Aboard,Ground,,,
9/17/82,"Near Nondalton, Alaksa",Air Taxi - Lake Clark Flying Service,Robertson C-U206F,4,5,0,,,
9/18/82,"Two Bridge Lake, British Colombia, Canada",Central Mountain Air Services,de Havilland Canada DHC-3 Otter,5,5,0,,,
9/21/82,"Near Kotzbue, Alaska",Air Taxi - Baker Aviation,Cessna U206G,4,6,0,,,
9/29/82,"Luxembourg, Luxembourg",Aeroflot,Ilyushin IL-62M,14,77,0,,,
10/20/82,Atlantic Ocean,Air Taxi,Piper PA-31,8,8,0,,,
11/17/82,Off Taiwan,Far Eastern Air Transport,Bell 212,15,15,0,,,
11/23/82,"Cullman, Alabama",Air Taxi -Central American International,Beechcraft 95-B55,2,2,0,,,
11/29/82,"Lubango, Angola",TAAG Angola Airlines,Antonov AN-26,15,15,0,,,
11/30/82,"Quetame, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 310,22,22,0,,,
12/1/82,"Douglassville, Pennsylvania",Air Taxi - Basco Flying Service Inc.,Piper PA-32-260,3,5,0,,,
12/7/82,"Near Pueblo, Colorado",Pioneer Airlines,Swearingen SA.227AC Metro III,2,2,0,,,
12/9/82,"Near Klawock, Alaksa",Air Taxi - Tyee Airlines Inc.,de Havilland DHC-2,8,8,0,,,
12/9/82,"La Serena, Chile",Aeronor Chile,Fairchild F-27J,46,46,0,,,
12/9/82,"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,Mil Mi-8 (helicopter),84,88,0,,,
12/15/82,"Defiance, Ohio",Air Taxi - Custom Air Transport Inc.,Cessna T210,2,2,0,,,
12/22/82,"Mesvres, France",Rijnmond Air Services,Piper PA-31-350 Chieftain,10,10,0,,,
12/23/82,"Rostov-on-Don, Russia",Aeroflot,Antonov AN-26,16,16,0,,,
12/24/82,"Guangzhou, China",CAAC,Ilyushin IL-18B,25,69,0,,,
1/9/83,"Brainerd, Minnesota",Republic Airlines,Convair 580-11A,1,33,0,,,
1/11/83,"Detroit, Michigan",United Air Lines,McDonnell Douglas DC-8-54F37,3,3,0,,,
1/14/83,"Near Karimui, Papua New Guinea",Talair,Britten Norman BN-2A-20 Trislander,10,10,0,,,
1/16/83,"Ankara, Turkey",Turkish Airlines (THY),Boeing B-727-2F2,47,67,0,,,
2/13/83,"Fayetteville, North Carolina",Military - U.S. Air Force,Lockheed C-130H Hercules,6,6,0,,,
2/23/83,"Brooksville, Florida",Air Taxi - Capital Aviation Services,Piper PA-32-301,2,2,0,,,
3/9/83,"Off Macae, Brazil",Aeroleo Taxi Aereo,Bell 212,11,11,0,,,
3/10/83,"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,de Havilland Canada DHC-6 Twin Otter 300,19,19,0,,,
3/11/83,Barquisimeto Venezuela,Avensa,McDonnell Douglas DC-9-32,23,50,0,,,
3/24/83,"Jeffersonville, Georgia",Air Taxi,Mitsubishi MU-2B-60,4,4,0,,,
3/30/83,"Newark, New Jersey",Central Airlines,Learjet 25,2,2,0,,,
4/3/83,"Guangzhou, China",Total,Beech Super King Air 200,8,8,0,,,
4/7/83,"Selawik, Alaska",Munz Northern Airlines,Britten-Norman BN-2A-8 Islander,2,3,0,,,
4/16/83,"Near Khartoum, Sudan",Air Liberia,Hawker Siddeley HS-748-329 Srs. 2A,8,9,9,,,
4/19/83,"Near Toba, Japan",Japan Air Self-Defence Force,Kawasaki C-1 / Kawasaki C-1,14,14,0,,,
4/19/83,"Leninakan, Russia",Aeroflot,Yakovlev YAK-40,21,21,0,,,
4/26/83,"Iwakuni AB, Japan",Military - Japan Maritime Self Defense Force,PS-1,11,14,0,,,
4/29/83,"Guayaquil, Ecuador",SAN Ecuador,Sud Aviation SE-210 Caravelle VIR,8,100,0,,,
4/30/83,"Jacksonville, Florida",Military - United States Navy,Convair CV-340,15,15,0,,,
5/5/83,"En route Miami, FL - Nassau, Bahamas",Eastern Air Lines,Lockheed L-1011,0,172,0,,,
5/5/83,"Near Ban Ta Khli, Thailand",Military - Royal Thai Air Force,Fairchild C-123K,30,30,0,,,
6/2/83,"Cincinnati International Airport, Covington/Hebron, Kentucky",Air Canada,McDonnell Douglas DC-9-32,23,46,0,,,
6/2/83,"Tanjung Karang, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 3000RC,3,61,0,,,
6/5/83,"Cape Town, South Africa",Air Taxi - Linair Express,Cessna 402B,7,9,0,,,
6/6/83,"Off Quemoy, Taiwan",Military - Republic of China Air Force,Fairchild C-199G,47,47,0,,,
6/8/83,"Near Cold Bay, Alaska",Reeve Aleutian Airways,Lockheed L-188C Electra,0,15,0,,,
6/16/83,"Kauai, Hawaii",Military - U.S. Navy,Lockheed P-3B Orion,14,14,0,,,
6/21/83,"Niela, Mali",Air Mali,de Havilland Canada DHC-6 Twin Otter 300,7,7,0,,,
6/25/83,"Cortez, Colorado",Air Taxi - Four Corners Aviation Inc.,Cessna U206,2,5,0,,,
6/28/83,"Las Vegas, Nevada",Military - U.S. Air Force,Lockheed C-130H Hercules,6,6,0,,,
7/1/83,"Labe, Guinea",CAAK,Ilyushin IL-62M,23,23,0,,,
7/11/83,"Near Cuenca, Azuay, Ecuador",TAME,Boeing B-737-2V2,119,119,0,,,
7/16/83,"Off Scilly Islands, UK",British Airways Helicopters,Sikorsky S-61N-II,20,26,0,,,
7/23/83,"Gimli, Manitoba, Canada",Air Canada,Boeing B-767-233ER,0,69,0,,,
7/26/83,"Near Ambone, Indonesia",Bali International Air Service,Cessna 404 Titan,7,11,0,,,
8/5/83,"Off Bula, Indonesia",Bali International Air Service,Britten-Norman BN-2A-21 Islander,2,2,0,,,
8/11/83,"Evart, Michigan",Air Taxi - Northern Air Services Inc.,Beechcraft G18S,2,2,0,,,
8/17/83,"Grand Canyon, Arizona",Las Vegas Airlines,Piper PA-31-350 Chieftain,10,10,0,,,
8/27/83,"Near Dundo, Angola",Transamerica Airlines,Lockheed L-100-30 Hercules,7,7,0,,,
8/28/83,"Adavale, Queensland, Australia",Moore's Air Charter,Beech Super King Air 200,12,12,0,,,
8/30/83,"Near Alma-Ata, Kazakastan, USSR",Aeroflot,Tupolev TU-134A,90,90,0,,,
9/1/83,"Near Sakhalin Island, Russia",Korean Airlines,Boeing B-747-230B,269,269,0,,,
9/2/83,"Near Smithers, British Columbia, Canada",Central Mountain Air Services,Britten-Norman BN-2A-21 Islander,9,9,0,,,
9/14/83,"Guilin, China",CAAC,Hawker Siddeley Trident 2E /  II-28,11,106,0,,,
9/23/83,"Near Mina Jebel Ali, UAE",Gulf Air,Boeing B-737-2P6,112,112,0,,,
9/23/83,"Flagstaff, Arizona",Air Taxi - Fiesta Airline,Cessna TU206C,2,2,0,,,
9/28/83,"Off Lanyu Island, Taiwan",Taiwan Airlines,Britten-Norman BN-2A-26 Trislander,10,10,0,,,
10/5/83,"Springfield, Missouri",Air Taxi - Ozark Skyways Inc.,Cessna 182R,4,4,0,,,
10/7/83,"Aracatuba, Brazil",TAM Lineas A????reas Regional,Embraer 110C Bandeirante,7,15,0,,,
10/8/83,"Near Lonkin, Myanmar",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,9,14,0,,,
10/11/83,"Pinckneyville, Illinois",Air Illinois,Hawker Siddeley HS-748-FAA,10,10,0,,,
10/28/83,"Middletown, Pennsylvania",Pennsylvania Airlines,Shorts 330-200,1,30,0,,,
11/8/83,"Lubango, Huila, Angola",TAAG Angola Airlines,Boeing B-737-200,130,130,0,,,
11/23/83,"Landsdowne House, Canada",Austin Airways,de Havilland Canada DHC-6 Twin Otter 300,4,7,0,,,
11/26/83,"Midland, Texas",Air Taxi - Texas Western Aviation,Beechcraft B-100,8,8,0,,,
11/27/83,"Madrid-Barajas, Spain",AVIANCA,Boeing B-747-283B,181,192,0,,,
11/28/83,"Near Enugu, Nigeria",Nigeria Airways,Fokker F-28 Fellowship 2000,53,72,0,,,
12/7/83,"Near Madrid, Spain",Iberia Airlines / Aviaco,Boeing B-727-200 / DC9-32,93,135,0,,,
12/9/83,"Put-In-Bay, Ohio",Air Taxi - Island Airlines,Cessna 207,4,4,0,,,
12/14/83,"Near Medellin, Colombia",TAMPA Colombia,Boeing 707-373C,3,3,22,,,
12/17/83,"Paulatuk, Northwest Territory, Canada",Inuvik Coastal Airways,de Havilland Canada DHC-6 Twin Otter 200,2,12,0,,,
12/24/83,"Leshukonskoye, Russia",Aeroflot,Antonov AN-24,44,49,0,,,
1/2/84,"Amman, Jordan",Military - Royal Jordanian Air Force,CASA 212-A3 Aviocar 100,13,13,0,,,
1/3/84,"Novoagansk, Russia",Aeroflot,Mi-6,38,76,0,,,
1/9/84,"Saint Louis, Missouri",Skycraft Air Transport,Douglas DC-3,1,2,0,,,
1/10/84,"Sofia, Bulgaria",Balkan Bulgarian Airlines,Tupolev TU-134A,50,50,0,,,
1/13/84,"Cochabamba, Bolivia",North East Bolivian Airways,Douglas EC-54U,1,3,0,,,
1/24/84,"Near Manado, Indonesia",Pelita Air Service,CASA 212 Aviocar 200,6,9,0,,,
1/28/84,"Izhevsk, Russia",Aeroflot,Antonov An-24RV,4,51,0,,,
1/30/84,"Terre Haute, Indiana",Britt Airways,Swearingen SA.226TC Metro II,3,3,0,,,
2/16/84,"Near Debre Zelt, Ethiopia",Military - Ethiopian Air Force,Antonov AN-12,26,38,0,,,
2/19/84,"Near San Gerardo, El Salvador",Military - Salvadoran Air Force,Bell UH-1H / Bell UH-1H,28,28,0,,,
2/20/84,"Prosperine, Australia",Flight Safety Australia,Cessna 500 Citation I,2,2,0,,,
2/24/84,Colombia,Taxi A????reo del Guaviare,Cessna 404 Titan,7,7,0,,,
2/27/84,"Off Matsuyama, Japan",Military - Japan Maritime Self Defense Force,PS-1,12,12,0,,,
2/28/84,"JFK Airport, New York, New York",Scandinavian Airlines (SAS),McDonnell Douglas DC-10-30,0,177,0,,,
2/28/84,"Near Borja, Spain",Military - U.S. Air Force,Lockheed C-130E,18,18,0,,,
3/5/84,"Cumberland, Maryland",Air Taxi,Piper PA-31,3,3,0,,,
3/13/84,"Barranquilla, Colombia",Aerosucre Colombia,Curtiss C-46A,4,6,0,,,
3/16/84,"San Borja, Bolivia",Lloyd Aereo Boliviano,Fairchild F-27M,23,23,0,,,
3/24/84,"Near Rurrenabaque, Bolivia",Frigorifico Reyes,Douglas C-54,5,5,0,,,
3/24/84,"Near Hunghae, South Korea",Military - U.S. Marine Corps,Sikorsky CH-53D,29,29,0,,,
3/31/84,Off  Bimini,State Airlines,Cessna 402B,6,6,0,,,
4/4/84,"Florianopolis, Brazil",L????der T????xi A????reo,PT-LCN,4,4,0,,,
4/18/84,"Imperatriz, Brazil",VOTEC / VOTEC,Embraer 110EJ Band./Embraer 110P Band.,19,35,0,,,
5/8/84,"Elbet Beni Salama, Egypt",Military - Egyptian Air Force,McDonnel F-4E Phantom II,2,2,19,,,
5/15/84,"Ushuaia, Argentina",Tierra del Fuego Province,Gates Learjet 35A,12,12,0,,,
5/30/84,"Chalkhill, Pennsylvania",Zantop International Airlines,Lockheed L-188AF Electra,4,4,0,,,
6/4/84,"Windsor Locks, Connecticut",Air Continental,Learjet 23A,3,3,0,,,
6/19/84,"Island Beach, New Jersey",Air Taxi - Raco Helicopters Corp.,Aerospeciale AS-350D,3,3,0,,,
6/28/84,"Near Sao Pedro d' Aldeia, Brazil",TAM Lineas A????reas Regional,Embraer 110C Bandeirante,18,18,0,,,
7/1/84,"Port Hardy, British Columbia, Canada",Coval Air,Beechcraft 18,9,9,0,,,
7/11/84,"Off Buenavista, Philippines",Military - Philippine Air Force,Bell UH-1H,30,30,0,,,
7/12/84,"Sigonella AFB, Italy",Military - U.S. Air Force,Lockheed C-141B,9,9,0,,,
7/21/84,"Ouzinkie, Alaska",Air Taxi - Aero-Venture,Grumman G-21A,4,4,0,,,
7/21/84,"Tau Island, American Samoa",South Pacific Island Airways,de Havilland Canada DHC-6 Twin Otter 300,1,14,0,,,
7/25/84,"Anchorage, Alaska",Air Taxi,Cessna 401,5,5,0,,,
8/2/84,"Vieques, Puerto Rico",Vieques Air Link,Britten-Norman BN-2A Islander,9,9,0,,,
8/5/84,"Nawabshah, Pakistan",Aeroflot,Antonov AN-12BP,24,24,0,,,
8/5/84,"Dacca, Bangladesh",Bangladesh Biman,Fokker F-27 Friendship 600,49,49,0,,,
8/8/84,"Machakos, Kenya",Pioneer Airlines,Cessna 402A,9,9,0,,,
8/11/84,"Near Memphis, Tennessee",Aviation Enterprises,Douglas DC-3,3,3,0,,,
8/15/84,"Near Wamena, Indonesia",Airfast Indonesia,Douglas C-47A,2,3,0,,,
8/24/84,"San Luis Obispo, California",Wings West Airlines / Private,Beechcraft C99 / Rockwell 112TC,17,17,0,,,
8/30/84,"Douala, Cameroon",Cameroon Airlines,Boeing B-737-2H7C,2,116,0,,,
9/6/84,"Mt. Musaka, Papua, New Guinea",Talair,Britten-Norman BN-2A-20 Islander,9,11,0,,,
9/7/84,"Near Naples, Florida",Provincetown - Boston Airlines,Cessna 402C,1,6,0,,,
9/11/84,"Near the Kwango River, Zaire",MMM Aero Services,Handley Page Dart Herald 202,30,30,0,,,
9/16/84,"Opole, Poland",APRL,Antonov An-2T,11,26,0,,,
9/18/84,"Quito, Ecuador",AECA Cargo,McDonnell Douglas DC-8F-55,4,4,49,,,
9/21/84,"Near Sarakchar, Afghanistan",Military - Russian Air Force,Antonov AN-12,50,50,0,,,
9/26/84,"near Orillia, Ontario, Canada",Air Niagara,Cessna 500 Citation I,2,2,0,,,
10/2/84,"Ausin, Nevada",Air Taxi - Desert Flying Service,Cessna R182,3,3,0,,,
10/9/84,"Fort Franklin, Canada",Nahanni Air Services,de Havilland Canada DHC-6 Twin Otter 100,7,7,0,,,
10/11/84,"Near Omsk, Russia",Aeroflot,Tupolev TU-154B,174,179,4,,,
10/11/84,"Goose Bay, Newfoundland, Canada",Labradore Airways,de Havilland Canada DHC-6 Twin Otter 100,4,4,0,,,
10/27/84,"Near Kabul, Afghanistan",Mililtary - Soviet Air Force,Ilyushin IL-76M,20,20,0,,,
10/31/84,"Off Davao, Philippines",Village Airways,Douglas C-47B,4,4,0,,,
11/19/84,"Inverness, England",Euroair,Embraer 110P1 Bandeirante,1,1,0,,,
11/20/84,"Loja, Peru",TAME,de Havilland Canada DHC-6 Twin Otter 300,14,14,0,,,
12/4/84,"Near Kostroma, USSR",Aeroflot,LET 410 M,17,17,0,,,
12/6/84,"Jacksonville, Florida",Provincetown - Boston Airlines,Embraer 110P1 Bandeirante,13,13,0,,,
12/11/84,"Pontiac, Michigan",Air Taxi - Richards Aviation Inc.,Piper PA-31,2,2,0,,,
12/17/84,"Bainbridge, New York",Air Taxi - Delaware Aviation LLC,PA-23-250,4,4,0,,,
12/19/84,"Near Jaen, Peru",Fuerza A????rea del Peru,de Havilland Canada DHC-6 Twin Otter 300,21,21,0,,,
12/22/84,"Near Bhojpur, Nepal",Royal Nepal Airlines,de Havilland Canada DHC-6 Twin Otter 300,15,23,0,,,
12/23/84,"Near Kranoyarsk, Russia",Aeroflot,Tupolev TU-154B-2,110,111,0,,,
1/1/85,"Near La Paz, Bolivia",Eastern Air Lines,Boeing B-727-225 Adv,29,29,0,,,
1/9/85,"Kansas City, Kansas",TPI International Airways,Lockheed L-188AF Electra,3,3,0,,,
1/18/85,"Jinan, China",CAAC,Antonov AN-24B,38,41,0,,,
1/19/85,"Havana, Cuba",Cubana de Aviacion,Ilyushin IL-18D,38,38,0,,,
1/20/85,"Carson, New Mexico",Air Taxi - EMS,Bell 206 L-1,3,3,0,,,
1/21/85,"Reno, Nevada",Galaxy Airlines,Lockheed L-188A Electra,70,71,0,,,
1/22/85,"Off Puerto Castilla, Honduras",Military - U.S. Air Force,Lockheed C-130A,21,21,0,,,
1/23/85,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,de Havilland Canada DHC-6 Twin Otter 300,23,23,0,,,
1/23/85,"Near Buga, Colombia",AIRES Colombia,Embraer 110P1 Bandeirante,17,17,0,,,
2/1/85,"Whitefield, New Hampshire",Air Taxi - Air Trends Inc.,Piper PA-31-350,4,5,0,,,
2/1/85,"Minsk, Belarus, USSR",Aeroflot,Tupolev TU-134A,58,80,0,,,
2/4/85,"Soldotna, Alaska",North Pacific Airlines,Beech Queen Air 65-A80,9,9,0,,,
2/6/85,"Altus, Oklahoma",Air Taxi - Oklahoma Airways Inc.,Cessna 402B,2,2,0,,,
2/9/85,"Central Point, Oregon",Air Taxi - Mercy Flights Inc.,Gulfstream AC-680F,4,4,0,,,
2/16/85,"Banjarmasin, Indonesia",Dirgantara Air Services,Britten-Norman BN-2A Islander,9,10,0,,,
2/19/85,"Near Durango, Vizcaya, Spain",Iberia Airlines,Boeing B-727-256,148,148,0,,,
2/19/85,"300 nm NW of San Francisco, California",China Airlines (Taiwan),Boeing B-747-SP-09,0,274,0,,,
2/22/85,"Timbuktu, Mali",Air Mali,Antonov AN-24V,50,51,0,,,
2/25/85,"Near Valdez, Alaska",Military - U.S. Air Force,Boeing RC-135T,3,3,0,,,
3/12/85,"Fort Hood, Texas",Military - U.S. Air Force,Lockheed C-130E Hercules,6,6,0,,,
3/28/85,"Near Florencia, Colombia",SATENA,Fokker F-28 Fellowship 3000,46,46,0,,,
4/11/85,"Salta, Argentina",YPF,HS-125-700B,7,7,0,,,
4/13/85,"Athens, Louisiana",Air Taxi - Eidoarie Inc.,Cessna 320B,4,4,0,,,
4/15/85,"Near Phuket, Thailand",Thai Airways,Boeing B-737-200,11,11,0,,,
4/16/85,"Las Cruces, New Mexico",American Airlines,Boeing B-727-227,0,89,0,,,
4/19/85,"Tuba City, Arizona",Air Taxi - Monument Valley Air Service,Cessna U206G,6,6,0,,,
4/20/85,"Santa Rosa, Bolivia",Carga Aereo Transportada,Convair CV-440,4,4,0,,,
4/20/85,"Kulusuk, Greenland",Aeronica,Fokker F-27 Friendship 100,2,5,0,,,
5/3/85,"Near L'vov, Ukraine, USSR",Aeroflot / Soviet Air Force,Tupolev TU-134A / Antonov An-26,76,76,0,,,
5/6/85,"Off Tanegashima, Japan",Military - U.S. Marine Corps,CH-53D,17,17,0,,,
5/15/85,"Vilanculos, Mozambique",Empresa Nacional de Transp.  Trabalho Aereo,Britten-Norman BN-2 Islander,5,5,0,,,
5/16/85,"Golovin, Alaska",Air Taxi,Cessna C-207A,2,5,0,,,
5/21/85,"Harrison, Arkansas",Acme Air,Cessna 501 Citation I,2,2,0,,,
5/28/85,"Cabimas, Venezuela",Avensa,Convair CV-580,2,13,0,,,
5/31/85,"Nashville, Tennessee",General Aviation Inc.,Grumman G-159 Gulfstream I,2,2,0,,,
6/14/85,"Athens, Greece",Trans World Airlines,Boeing B-727-231,1,153,0,,,
6/23/85,"Atlantic Ocean, 110 miles West of Ireland",Air India,Boeing B-747-237B,329,329,0,,,
6/23/85,"Juara, Brazil",TABA,Embraer 110P Bandeirante,17,17,0,,,
6/28/85,"Charlotte, North Carolina",Air Taxi - Atlantic Air Service,Piper PA-42,2,2,0,,,
7/10/85,"Near Uchuduk, Uzbekistan, USSR",Aeroflot,Tupolev TU-154B-2,200,200,0,,,
7/19/85,"Near Erie, Pennsylvania",Air Ohio - Air Taxi,Aerostar 601,2,2,0,,,
7/24/85,"Leticia, Colombia",Fuerza A????rea Colombiana,Douglas DC-6B,80,80,0,,,
8/2/85,"Ft. Worth-Dallas, Texas",Delta Air Lines,Lockheed L-1011-1 TriStar,134,163,1,,,
8/12/85,"Mulia, Indonesia",Merpati Nusantara Airlines,de Havilland Canada DHC-6 Twin Otter 300,8,19,0,,,
8/12/85,"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,Boeing B-747-SR46,520,524,0,,,
8/15/85,"Aden, Yemen",Alyemda Airlines,Boeing 707-336C,3,73,0,,,
8/20/85,"Gulkana, Alaska",Air Taxi - Jet Alaska,Learjet 24D,3,3,0,,,
8/22/85,"Manchester, England",British Airtours,Boeing B-737-236,55,137,0,,,
8/25/85,"Auburn, Maine",Bar Harbor Airlines,Beechcraft 99,8,8,0,,,
8/27/85,"Beale AFB, California",Military - U.S. Air Force,Boeing KC-135A,7,7,0,,,
8/30/85,"Kokoda, Papua New Guinea",Douglas Airways,Britten-Norman BN-2A Islander,3,5,0,,,
9/4/85,"Near Kandahar, Afghanistan",Ariana Afghan Airlines,Antonov AN-26,52,52,0,,,
9/6/85,"Milwaukee, Wisconsin",Midwest Express,McDonnell Douglas DC-9-14,31,31,0,,,
9/22/85,Afghanistan,Military - Soviet Air Force,Antonov AN-12,26,26,0,,,
9/23/85,"Grottoes Grove, Virginia",Air Taxi - Henson Airlines,Beechcraft B99,14,14,0,,,
9/25/85,"Near Kharkov, Ukraine",MAP,Antonov An-12,9,9,0,,,
9/29/85,"Jenkinsburg, Georgia",Air Carriers Express Services Inc,Cessna 208 Caravan I,17,17,0,,,
10/4/85,"Tory Canal, New Zealand",Air Albatross,Cessna 402B,8,9,0,,,
10/9/85,"Vit????ria da Conquista, Brazil",Nordeste Linhas A????reas,Embraer 110C Bandeirante,2,2,0,,,
10/10/85,"Off South Head, Australia",Pel Air,IAI 1124 Westwind,2,2,0,,,
10/11/85,"Near Kutayissi, USSR",Aeroflot,Yakovlev YAK-40,14,14,0,,,
10/11/85,"Homer City, Pennsylvania",Mountain Air Cargo,de Havilland Canada DHC-6 Twin Otter 200,1,1,0,,,
10/11/85,"Near Beni, Bolivia",Sabeni,Curtiss C-46D,2,2,0,,,
10/12/85,"Putao, Myanmar",Burma Airways,Fokker F-27 Friendship 600,4,4,0,,,
10/22/85,"Near Juneau, Alaska",Air Taxi - Jet Alaska,Learjet 24XR,4,4,0,,,
11/1/85,"Bethel, Alaska",Air Taxi- Hermans Air Inc.,Cessna 208,2,4,0,,,
11/15/85,"Dothan, Alabama",Military - U.S. Air Force,Convair CV-340,4,4,0,,,
11/16/85,"Quinhagaki, Alaska",Air Taxi,Piper PA-32-300,4,7,0,,,
11/21/85,"Near Sibyak, Indonesia",Military - Indonesian Air Force,Lockheed C-130H Hercules,11,11,0,,,
11/24/85,"Luqa, Malta",EgyptAir,Boeing B-737-266,60,103,0,,,
11/25/85,"Near Luassingua, Angola",Military - Angolan Air Force,Antonov AN-26,22,22,0,,,
12/12/85,"Gander, Newfoundland, Canada",Arrow Airways,McDonnell Douglas DC-8 Super 63PF,256,256,0,,,
12/30/85,Nepal,Military - Royal Nepalese Air Force,Short SC7- Skyvan,25,25,0,,,
12/31/85,"De Kalb, Texas",Private,Douglas DC-3,7,9,0,,,
1/18/86,"Near Peten, Guatemala",Aerovias de Guatemala SA,Sud-Aviation  Caravelle VI-N,87,87,0,,,
1/21/86,"Ellendale, Minnesota",Air Taxi,Bell 296B,3,3,0,,,
1/28/86,"Sao Paulo, Brazil",VASP,Boeing B-737-2A1,1,72,0,,,
1/29/86,"Las Lomitas, Mexico",Aerocalifornia,Douglas DC-3A-178,21,21,0,,,
2/5/86,"Kasongo, Zaire",GLM Aviation,Lockheed L-188AF Electra,2,14,0,,,
2/16/86,"Off Makung, Taiwan",China Airlines (Taiwan),Boeing B-737-281,13,13,0,,,
3/2/86,"Near Bugulma, Russia",Aeroflot,Antonov AN-24B,38,38,0,,,
3/3/86,"Bern, Switzerland",Taxair,Cessna 425 Conquest,8,8,0,,,
3/13/86,"Alpena, Michigan",Simmons Airlines,Embraer 110P1 Bandeirante,3,9,0,,,
3/20/86,"Near Naha, Indonesia",Merpati Nusantara Airlines,CASA 212 Aviocar 100,2,16,0,,,
3/22/86,"Jammuin, India",Military - Indian Air Force,Antonov An-32,17,17,0,,,
3/24/86,"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,de Havilland Canada DHC-3 Otter,4,5,0,,,
3/25/86,"Omsk, Soviet Union",Ministerstvo Obshchestvo Mashinostroyeniya,Antonov An-12AP,9,9,0,,,
3/27/86,"Bangui, Central African Republic",Military - French Air Force,Sepecat Jaguar A,0,0,35,,,
3/30/86,"Near Pemba, Mozambique",Military - Mozambique Air Force,Antonov AN-26,49,54,0,,,
3/31/86,"Maravatio, Mexico",Mexicana,Boeing B-727-264,167,167,0,,,
4/2/86,"Near Magdalena, New Mexico",Military - U.S. Air Force,Lockheed HC-130P Hercules,11,11,0,,,
4/2/86,"Near Athens, Greece",Trans World Airlines,Boeing B-727,4,121,0,,,
4/27/86,"Near Saravena, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,13,13,0,,,
5/1/86,"San Salvador, El Salvador",Military - El Salvador Air Force,Douglas DC-6,37,37,0,,,
5/3/86,"Colombo, Sri Lanka",Air Lanka,Lockheed L-1011-100,22,150,0,,,
5/3/86,"Near Taipei, Taiwan",Military - Republic of China Air Force,Bell UH-1H / Bell UH-1H (helicopters),22,22,0,,,
5/17/86,"Hanty-Mansijsk, Soviet Union",Aeroflot,Yakovlev Yak-40,5,5,0,,,
5/17/86,"Atlantic City, New Jersey",Air Taxi - Islip Airco Inc.,Cessna 414A,2,5,0,,,
5/18/86,"Djibouti, Djibouti",Military - French Naval Aviation,Dassault Breguet Atlantique,19,19,0,,,
5/24/86,"Antananarivo, Madagascar",Military - Arm????e de l'Air Malgache,Douglas C-47,13,13,0,,,
6/10/86,"Near Cairo, Egypt",EgyptAir,Fokker F-27 Friendship 500,23,26,0,,,
6/12/86,"Port Ellen, Islay Island",Loganair,de Havilland Canada DHC-6 Twin Otter 300,1,16,0,,,
6/17/86,"Howard AFB, Panama",Military - U.S. Air Force,Boeing KC-135A,4,4,0,,,
6/18/86,"Grand Canyon, Arizona",Grand Canyon Airlines / Helitech,de Havilland Can. DHC-6 -300/ Bell 206B,25,25,0,,,
6/22/86,"Penza,  Russia",Aeroflot,Tupolev TU-134A,1,59,0,,,
7/2/86,"Near Syktyvar, Russia",Aeroflot,Tupolev TU-134A,54,94,0,,,
7/10/86,"Maputo, Mozambique",Military - Zimbabwe Air Force,Douglas C-47A,17,17,0,,,
7/26/86,"Yosemite Nation, California",Air Taxi,Piper PA-32-260,3,6,0,,,
8/4/86,"Off St. Vincent, Leeward Islands",Leeward Islands Air Transport,de Havilland Canada DHC-6 Twin Otter 300,13,13,0,,,
8/14/86,"Near Wampusirpi, Honduras",Military - Honduran Air Force,Lockheed C130D,59,59,0,,,
8/16/86,"Malakal, Sudan",Sudan Airways,Fokker F-27 Friendship 400M,60,60,0,,,
8/21/86,"Frenchglen, Oregon",Air Taxi,Cessna T207A,6,6,0,,,
8/28/86,"Lander, Wyoming",Denver Air Center,Cessna 441 Conquest,7,7,0,,,
8/28/86,"Texarkana, Arkansas",Southwest Airlift,Howard 250,2,2,0,,,
8/31/86,"Cerritos, California",Aeromexico / Private,MD Douglas DC-9-32 / Piper PA-28-181,67,67,15,,,
9/3/86,"Tullamarine, VIC, Australia",Peninsula Air Services,Cessna 402,6,6,0,,,
9/5/86,"Karachi, Pakistan",Pan American World Airways,Boeing B-747-121,16,384,1,,,
9/9/86,"Hopkinsville, Kentucky",Military - U.S. Air Force,Lockheed C-130A Hercules,3,4,0,,,
9/14/86,"Amsterdam, Netherlands",Kondair,Britten-Norman BN-2A Trislander,1,1,0,,,
9/19/86,"Near Mantiqueira, Brazil",Atlantic Southeast Airlines,Embraer 120RT Brasilia,5,5,0,,,
10/3/86,"Near Manado, Indonesia",East Indonesia Air Taxi,Shorts SC-7 Skyvan 3-200,13,13,0,,,
10/4/86,"San Antonio, Texas",Southern Air Transport,Lockheed L-100-30 Hercules,3,3,0,,,
