Date,location,operator,planeType,Dead,Aboard,Ground,,,
1/15/79,"Minsk, Russia",Aeroflot,Antonov AN-24N,13,13,0,,,
1/18/79,"Near Belgorod, Russia",Aeroflot,Let 410M,3,3,0,,,
1/19/79,"Grand Rapids, Michigan",L.J. Simmons - Air Taxi,Aerostar 601,4,6,0,,,
1/24/79,"Bechar, Algeria",Air Algerie,Nord 262A-44,14,23,0,,,
1/27/79,"Rodez, France",Air Rouergue,Fokker F-27 Friendship 500,5,6,0,,,
1/30/79,"125 miles ENE of Tokyo, Japan",Varig,Boeing B-707-326C,6,6,0,,,
2/5/79,"Trebinje, Bosnia Herzegovina",Aeropol,Antonov 2PF,3,3,0,,,
2/8/79,"Near Agudos, Brazil",TAM Lineas A????reas Regional,Embraer 110C Bandeirante,18,18,0,,,
2/12/79,"Clarksburg, West Virginia",Allegheny Airlines,Nord 262,2,25,0,,,
2/12/79,"Near Kariba, Rhodesia",Air Rhodesia,Vickers Viscount 748D,59,59,0,,,
2/17/79,"Manakau Harbor, New Zealand",Air New Zealand,Fokker F-27 Friendship 500,2,4,0,,,
2/19/79,"Barentu, Ethiopia",Ethiopian Airlines,Douglas DC-3,5,5,0,,,
2/26/79,"Greensville, Mississippi",Air Service - Air Taxi,Beech 58,3,3,0,,,
2/26/79,"Near Moanda, Gabon",Air Gabon,Douglas DC-6B,3,3,0,,,
3/1/79,"Gulfport, Mississippi",Universal Airways,Beech BE-70,8,8,0,,,
3/2/79,"Galesburg, Illinois",Agee Flying Service - Air Taxi,Cessna 310B,4,4,0,,,
3/6/79,"Near Probolinggo, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,4,4,0,,,
3/10/79,"Off Marina del Rey, California",Swift Aire Lines Inc.,Aerospatiale Nord 262A-33,3,7,0,,,
3/14/79,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Boeing B-727-2D3,45,64,0,,,
3/14/79,"Bejing, China",CAAC,Hawker Siddeley Trident 2E,12,12,32,,,
3/17/79,"Near Moscow, Russia",Aeroflot,Tupolev TU-104B,58,119,0,,,
3/20/79,"Chardzhow, Russia",Aeroflot,Yakovlev YAK-40,29,29,0,,,
3/22/79,"Nightmute, Alaska",Village Aviation - Air Taxi,Cessna U206,2,7,0,,,
3/22/79,"Liepaya, Latvia",Aeroflot,Tupolev 134A,4,5,0,,,
3/26/79,"Luanda, Angola",Interflug,Ilyushin IL-18D,10,10,0,,,
3/29/79,"Ste. Foy, PQ, Canada",Quebecair,Fairchild F-27,17,24,0,,,
4/12/79,"Carrizozo, New Mexico",SW Air Rangers - Air Taxi,Piper PA-32RT-300,3,3,0,,,
4/14/79,"Off Avalon, California",Catalina Airlines,Grumman G-21 Goose,1,11,0,,,
4/18/79,"Newark, New Jersey",New York Airways,Sikorsky S61-L,3,18,0,,,
4/23/79,"Near Cuenca, Ecuador",SAETA,Vickers Viscount 785D,57,57,0,,,
4/25/79,"Baykity, Russia",Aeroflot,Antonov AN-26,4,4,0,,,
5/25/79,"Chicago O'Hare, Illinois",American Airlines,McDonnell Douglas DC-10-10,271,271,2,,,
5/25/79,"Bullen Point, Alaska",Sea Airmotive,de Havilland Canada DHC-4A Caribou,3,3,0,,,
5/27/79,"Off Dakar, Senegal",Military - Mauritanian Air Force,de Havilland Canada DHC-5D Buffalo,12,12,0,,,
5/30/79,"Rockland, Maine",Downeast Airlines,de Havilland DHC-6-200,17,18,0,,,
6/7/79,"Near Leh, India",Military - Indian Air Force,Hindustan Aeronautics 748-2M,27,27,0,,,
6/9/79,"Chicago, Illinois",Skystream Airlines,Beechcraft 99,2,2,0,,,
6/17/79,"Hyannis, Massachusetts",Air New England,de Havilland Canada DHC-6 Twin Otter 300,1,10,0,,,
7/11/79,"Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,61,61,0,,,
7/12/79,"Anchorage, Alaska",Soldotna Air Services,Cessna 402B,7,7,0,,,
7/12/79,"Bua, Fiji",Fiji Air Services,Britten Norman BN-2A Trislander,9,9,0,,,
7/20/79,"Off Honolulu, Hawaii",Trans National Airlines,Douglas C-47B,3,3,0,,,
7/23/79,"Beirut, Lebanon",Trans Mediterranean Airways,Boeing 707-327C,6,6,0,,,
7/24/79,"St. Croix, Virgin Islands",Prinair,de Havilland DH-114 Heron,8,21,0,,,
7/31/79,"Off Sumburgh, Shetlands, England",Dan Air Services,Hawker Siddeley HS-748-1,17,47,0,,,
8/2/79,"Canton, Ohio",Private,Cessna  501 Citation,1,3,0,,,
8/3/79,"Leningrad, USSR",Aeroflot,LET 410M turbojet,14,14,0,,,
8/4/79,"Pistol Creek, Idaho",Boise Air Service,Cessna T210M,6,6,0,,,
8/4/79,"Near Panvel, India",Indian Airlines,Hindustan Aeronautics 748 2-224,45,45,0,,,
8/9/79,"Flushing, New York",Southern Jersey Air - Air Taxi,Beechcraft D55,3,3,0,,,
8/11/79,"Near Katab, Egypt",Bahri Aviation,Learjet 35,5,5,0,,,
8/11/79,"Near Volgograd, Russia",Aeroflot / Aeroflot,Tupolev TU-134A / Tupolev Tu-134A,178,178,0,,,
8/22/79,"Bogota, Colombia",SATENA,Hawker Siddeley HS-748,1,1,3,,,
8/23/79,"Near Enisseysk, USSR",Aeroflot,Antonov AN-12,11,16,0,,,
8/29/79,"Frobisher Bay, Canada",Bradley Air Services,de Havilland Canada DHC-6 Twin Otter 300,9,9,0,,,
8/29/79,"Near Kirsanov, Russia",Aeroflot,Tupolev TU-124,63,63,0,,,
9/3/79,"Andema, Russia",Aeroflot,Antonov AN-24,40,44,0,,,
9/3/79,"Nice, France",Sterling Airways,Aerospatiale Corvette,10,10,0,,,
9/11/79,"Off Taipei, Taiwan",China Airlines (Taiwan),Boeing 707-324C,6,6,0,,,
9/14/79,"Near Sarroch,  Italy",Aero Transporti Italiani,McDonnell Douglas DC-9-32,31,31,0,,,
9/14/79,"Near Klamath Falls, Oregon",Butler Aviation Inc.,Douglas DC-7,12,12,0,,,
9/18/79,"Blink Horn Point, Canada",Pacific Coastal Airlines,Britten Norman BN-7A lslander,4,9,0,,,
9/19/79,"Merced, California",Military - U.S. Air Force,Boeing KC-135A,5,5,0,,,
9/30/79,"Porpoise Bay, British Columbia Canada",West Coast Air,de Havilland Canada DHC-6 Twin Otter 200,2,16,0,,,
10/3/79,"Juneau, Alaska",Southeast Skyways - Air Taxi,Cessna 207,3,3,0,,,
10/8/79,"Athens, Greece",Swissair,McDonnell Douglas DC-8-62,14,156,0,,,
10/8/79,"Covington, Kentucky",Comair,Piper PA-31,8,8,0,,,
10/8/79,"Anchorage, Alaska",Spernak Airway - Air Taxi,Cessna 207A,4,4,0,,,
10/22/79,"Bloomington, Indiana",Rhoadgs Aviation - Air Taxi,Cessna 310,2,2,0,,,
10/27/79,"Lensk, Russia",Aeroflot,Antonov An-2TP,3,12,0,,,
10/27/79,"Near San Ysidro, California",?,Beech 200,10,10,0,,,
10/28/79,"Tijuana, Mexico",Procurator Generale de la Republica,de Havilland Canada DHC-6 Twin Otter 300,10,10,0,,,
10/31/79,"Mexico City, Mexico",Western Airlines,McDonnell Douglas DC-10-10,72,88,1,,,
11/1/79,"Big Trout Lake, Canada",Austin Airways,De Havilland Dash-6,3,3,0,,,
11/2/79,"Greenville, South Carolina",Bankair Inc. - Air Taxi,Piper PA-31,5,7,0,,,
11/12/79,"Salem, Oregon",McKenzie Flying Service - Air Taxi,Cessna T310R,3,3,0,,,
11/15/79,"Near Chicago, Illinois",American Airlines,Boeing B-727,0,78,0,,,
11/16/79,"Vologda, Russia",Aeroflot,Yakovlev YAK-40,3,5,0,,,
11/18/79,"Granger, Utah",Transamerica Airlines,Lockheed L-188CF Electra,3,3,0,,,
11/26/79,"Takla Narrows, British Columbia, Canada",Smithers Air Service,de Havilland Canada DHC-3 Otter,3,4,0,,,
11/26/79,"Near At Ta'if, Jeddah, Saudi Arabia",Pakistan International Airlines,Boeing B-707-340C,156,156,0,,,
11/28/79,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",Air New Zealand,McDonnell Douglas DC-10-30,257,257,0,,,
11/30/79,"San Andres Island, Colombia",Aerolineas La Gaviola,Grumman G-21 Goose,9,9,0,,,
12/3/79,"Nome, Alaska",Evergreen Helicopter - Air Taxi,de Havilland DHC-6,4,4,0,,,
12/9/79,"Cherskiy, Russia",Aeroflot,Antonov AN-26,7,7,0,,,
12/12/79,"Apolo, Bolivia",CAMBA,Martin 404,10,11,0,,,
12/19/79,"Cerro Toledo Mountain, Colombia",SATENA,Douglas DC-4 (C-54),19,19,0,,,
12/22/79,"Near Puerto Esperanza, Peru",Fuerza A????rea del Peru,de Havilland Canada DHC-5 Buffalo,29,29,0,,,
12/23/79,"Menari, Papua New Guinea",Douglas Airways,GAF Nomad 22B,15,15,0,,,
12/23/79,"Ankara, Turkey",Turkish Airlines (THY),Fokker F-28 Fellowship 1000,41,45,0,,,
1/2/80,Haiti,Ha????ti Air Inter,Britten Norman BN Islander,9,9,0,,,
1/11/80,Over the Atlantic Ocean,Private charter,Cessna 441 Conquest,2,2,0,,,
1/14/80,"Shungnak, Alaska",Ambler Air Service,Cessna 185A,7,9,0,,,
1/21/80,"Elburz Mtns., near Tehran, Iran",Iran Air,Boeing B-727-86,128,128,0,,,
1/23/80,"Mt. Cemonyet,  Indonesia",Pelita Air Service,CASA 212 Aviocar 100,13,13,0,,,
1/24/80,"Near Mandalay, Burma",Military - Union of Burma Air Force,Fairchild FH-227H,43,44,0,,,
2/3/80,"Baracoa, Cuba",Cubana de Aviacon,Yakovlev YAK-40,1,37,0,,,
2/21/80,"Leeville, Louisiana",Rotor Airs Inc - Air Taxi,Sikorsky S-62A,6,7,0,,,
2/21/80,"Sydney, NSW, Australia",Advance Airlines,Beechcraft Super King Air 200,13,13,0,,,
2/22/80,"Near Agra, India",Military - Indian Air Force,Fairchild C-119G,46,47,1,,,
2/27/80,"Manila, Philippines",China Airlines (Taiwan),Boeing B-707-309C,2,135,0,,,
3/14/80,"Near Yenice, Turkey",Military - U.S. Air Force,Lockheed C-130H,18,18,0,,,
3/14/80,"Near Warsaw, Poland",LOT Polish Airlines,Ilyushin IL-62,87,87,0,,,
3/21/80,"Houston, Texas",Eagle Commuter,Piper PA-28-180,7,10,0,,,
3/21/80,"Off Macae, Brazil",VOTEC,Sikorsky S-76,14,14,0,,,
3/24/80,"Deer Lake, Canada",Tomahawk Airways,Cessna 402,6,9,0,,,
3/30/80,"Cuiaba, Brazil",Votec Taxi A????reo,Britten Norman BN Islander,9,9,0,,,
4/12/80,"Florianopolis, Brazil",Transbrasil,Boeing B-727-27C,55,58,0,,,
4/14/80,"Krasnoyarsk, Russia",Aeroflot,Antonov An-24B,2,53,0,,,
4/24/80,"Posht-i-Badam, Iran",Military - U.S. Air Force,Lockheed EC-130E Hercules,5,7,0,,,
4/25/80,"Tenerife, Canary Islands",Dan Air Services,Boeing B-727-64,146,146,0,,,
4/27/80,"Don Muang, Thailand",Thai Airways,Hawker Siddeley HS-748-2,44,53,0,,,
5/13/80,"Off Varadero, Cuba",Cubana de Aviacion,Ilyushin IL-14,3,3,0,,,
5/13/80,"Campinas, Brazil",Votec Taxi A????reo,Britten Norman BN Islander,7,7,0,,,
5/19/80,"Off Sarasota, Florida",Northeast Jet,Learjet 25D,2,2,0,,,
5/28/80,"Gran Canaria Island, Spain",Spanish Air Force,Lockheed C-130,11,11,0,,,
6/2/80,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,Fairchild F-27J,13,13,0,,,
6/8/80,"Near Matala, Angola",Lineas Aereas de Angola,Yakovlev YAK-40,29,29,0,,,
6/12/80,"Valley, Nebraska",Air Wisconsin,Swearingen 226TC Metro II,13,15,0,,,
6/12/80,"Near Dushanbe, Russia",Aeroflot,Yakovlev YAK-40,29,29,0,,,
6/15/80,"Lihue, Hawaii",Aero Pac Lease - Air Taxi,Piper PA-34-200T,2,2,0,,,
6/27/80,"Tyrrhenian Sea,  off Ustica, Italy",Itavia,McDonnell Douglas DC-9-15,81,81,0,,,
7/7/80,"Near Tepic, Mexico",IMSS,Embraer 110P1 Bandeirante,13,13,0,,,
7/8/80,"Near Alma-Ata, Kazakhstan, USSR",Aeroflot,Tupolev TU-154B,166,166,0,,,
7/12/80,"Golovin, Alaska",Ryan Air Services,Cessna 402B,8,8,0,,,
7/21/80,"Tusayan, Arizona",Scenic Airlines,Cessna 404 Titan II,8,8,0,,,
7/25/80,"Philadelphia, Pennsylvania",Air Pennsylvania - Air Taxi,Piper PA-31-350,3,3,0,,,
8/1/80,"Cerro Lilio, Mexico",Aeronaves del Peru,Douglas DC-8-43F,3,7,0,,,
8/3/80,"Togiak, Alaska",Yute Air Alaska - Air Taxi,de Havilland DHC-3,2,9,0,,,
8/6/80,"Houma, Louisiana",Air Logistics,Bell 205A-1 helicopter,13,13,0,,,
8/7/80,"Nouadhibou, Mauretania",Tarom,Tupolev TU-154B-1,1,168,0,,,
8/11/80,"Rio de Janeiro, Brazil",Prospec,Britten-Norman BN-2A-6 Islander,3,3,0,,,
8/13/80,"Sa Cabaneta, Spain",Spantax,Learjet 35A,4,4,0,,,
8/19/80,"Riyadh, Saudi Arabia",Saudi Arabian Airlines,Lockheed 1011-200 TriStar,301,301,0,,,
8/26/80,"Near Jakarta, Indonesia",Bouraq Indonesia Airlines,Vickers Viscount 812,37,37,0,,,
9/5/80,"Near Montelimar, France",Military - Kuwait Air Force,Lockheed L-100-20 Hercules,8,8,0,,,
9/10/80,"Puerto Olaya, Colombia",Aeronorte Colombia,Douglas C-47,3,3,0,,,
9/12/80,"Off Freeport, Bahamas",Florida Commuter Airlines,Douglas DC-3,34,34,0,,,
9/14/80,"Kindu, Zaire",Military - Force A????rienne Za????roise,Lockheed Hercules C-130,36,36,0,,,
9/15/80,"Near Medina, Saudi Arabia",Military - Royal Saudi Air Force,Lockheed C-130E,89,89,0,,,
9/17/80,"Near Kindu, Zaire",Military - Zairean Air Force,de Havilland DHC-5 Buffalo,36,36,0,,,
9/22/80,"Mount Smjorfjollum, Iceland",Flugfelag Austurlands,Britten-Norman BN-2A-27 Islander,3,3,0,,,
9/30/80,"Badakshan, Afghanistan",Military - Soviet Air Force,Antonov AN-12V,45,45,0,,,
10/24/80,"Gainsville, Florida",Tampa Air Center - Air Taxi,Beechcraft E18S,3,3,0,,,
11/4/80,"Caracas, Venezuela",Fuerza A????rea Venezolana,Lockheed C-130H Hercules,11,11,0,,,
11/12/80,"Near Cairo, Egypt",Military - U.S. Air Force,Lockheed C-141A,13,13,0,,,
11/17/80,"Annanberg, Papua New Guinea",Provincial Air Services,Britten-Norman BN-2A Trislander,4,4,0,,,
11/19/80,"Seoul, South Korea",Korean Airlines,Boeing B-747-2B5B,15,226,0,,,
11/24/80,"Near Medellin, Colombia",F.R. de la Direccion General de Ados,Douglas C-47A-35-DL,20,20,0,,,
11/28/80,"Pecos City, Texas",Central Air Services,Douglas DC-7B,2,2,0,,,
12/5/80,"Dar es Salaam, Tanzania",Tanzania Aviation,Piper PA-42 Cheyenne,10,10,0,,,
12/7/80,"Michigan City, IN",Queen Airmotive - Air Taxi,Beechcraft B90,4,4,0,,,
12/12/80,"Cold Bay, Alaska",Penninsula Airways - Air Taxi,Piper PA-32,4,4,0,,,
12/16/80,"Tumut,, Australia",Eagle Airways,Britten-Norman BN-2A Trislander,2,2,0,,,
12/21/80,"Near Rio Hacha, Colombia",Transportes Aereos del Caribe,Aerospatiale Caravelle 6R,70,70,0,,,
12/23/80,"Qatar, Qatar",Saudi Arabian Airlines,Lockheed L-1011-200,2,291,0,,,
1/14/81,"Ramstein AFB, West Germany",Military - U.S. Air Force,Lockheed C-130E Hercules,11,11,0,,,
1/20/81,"Spokane, Washington",Cascade Airways,Beechcraft 99A,7,9,0,,,
1/27/81,"Winnemucca, Nevada",Orcon Inc. - Air Taxi,Aero Commander 681,2,3,0,,,
2/7/81,"Near Leningrad, Russia",Military - Soviet Navy,Tupolev TU-104A,52,52,0,,,
2/10/81,"Houma, Louisiana",Walker - Watts Aviation - Air Taxi,Cessna 310R,4,4,0,,,
2/11/81,"White Plains, New York",Private - Corporate,Lockheed 1339,8,8,0,,,
2/22/81,"Avalon, California",Helicopter - Air Taxi,Sikorsky S-62A,2,8,0,,,
2/24/81,"Belem, Brazil",VOTEC,Embraer 110P Bandeirante,11,14,0,,,
2/25/81,"North Adams, Massachusetts",Berkshire Aviation - Air Taxi,Cessna 310R,2,3,0,,,
2/26/81,Off Tabones Island  Philippines,Military - U.S. Air Force,Lockheed MC-130E-Y,23,24,0,,,
3/2/81,"Fallon, Nevada",Air Chaparral - Air Taxi,Cessna T210N,2,2,0,,,
3/10/81,"Moroni, Comoro Islands",Military - French Naval Aviation,Dassault-Breguet Atlantique,18,18,0,,,
3/15/81,"Shemya AFB, Alaska",Military - U.S. Air Force,Boeing RC-135S,6,24,0,,,
3/26/81,"Redzikowo, Poland",LOT Polish Airlines,Antonov AN-24B,1,52,0,,,
3/27/81,"Galena, Alaska",Galena Air Service - Air Taxi,Piper PA-31,4,4,0,,,
4/1/81,"Mt. Hagen, Papua, New Guinea",Talair,Cessna 402,8,8,0,,,
4/6/81,"Laguna Soliz, Bolivia",Urcupina,Douglas C-47A,7,7,0,,,
4/7/81,"Cincinnati, Ohio",Freedom International,Learjet 23,1,2,0,,,
4/17/81,"Loveland, Colorado",Air US / Private,Hadley Page 137Jetstream I / Cessna 206,15,19,0,,,
4/28/81,"Pekanbaru, Indonesia",Airfast Indonesia,Douglas C-47A-5-DK,15,17,0,,,
4/28/81,"Batagay, Russia",Aeroflot,Antonov An-2TP,12,12,0,,,
5/6/81,"Near Fredrick, Maryland",Military - U.S. Air Force,Boeing EC-135N,21,21,0,,,
5/7/81,"Rio de la Plata, Argentina",Austral Lineas Aeras (Argentina),BAC One-Eleven 529FR,31,31,0,,,
5/16/81,"Near Menongue, Angola",TAAG Angola Airlines,Lockheed L-100-20 Hercules,4,4,0,,,
5/21/81,"Pinarete Mountain, Mexico",Lineas Aereas,Convair CV-440-11,20,20,0,,,
5/22/81,"Near Zumba, Ecuador",TAME,de Havilland Canada DHC-6 Twin Otter 300,18,18,0,,,
5/24/81,"Near Guachala, Ecuador",Military - Ecuadorean Air Force,Beech Super King Air 200/DHC6-Twin Otter,27,27,0,,,
5/28/81,"Avalon, California",Shanair Inc. - Air Taxi,Beechcraft 58,2,3,0,,,
5/29/81,"Cairo, Egypt",Military - Egyptian Air Force,Lockheed C-130H Hercules,17,17,0,,,
6/13/81,"Hualien, Taiwan",Taiwan Airlines,Britten-Norman BN-2A-8 Islander,2,2,0,,,
6/14/81,"Ust-Barguzin, Russia",Aeroflot,Ilyushin Il-14,48,48,0,,,
6/17/81,"Miraflores, Colombia",Taxi A????reo el Venado,Douglas DC-3,2,12,0,,,
6/26/81,"Nailstone, England",Dan Air Services,Hawker Siddeley HS-748,3,3,0,,,
6/30/81,"Muskegon, Michigan",G & W Aviation,Cessna 401,5,5,0,,,
7/18/81,"Near Yerevan, Armenia",TAR,Canadair CL-44D4-6,4,4,0,,,
7/20/81,"Mogadishu, Somalia",Somali Airlines,Fokker F-27 Friendship 600RF,50,50,0,,,
7/23/81,"Kansas City, Kansas",Air Taxi,Beechcraft 58TC,4,4,0,,,
7/24/81,Madagascar,Air Madagascar,de Havilland Canada DHC-6 Twin Otter 300,19,19,0,,,
7/25/81,"Caruru, Colombia",Transamazonica,Douglas C-53D-DO,4,9,0,,,
7/27/81,"Chihuahua, Mexico",Aeromexico,McDonnell Douglas DC-9-32,30,66,0,,,
8/11/81,"Skagway, Alaska",Air Taxi - Skagway Air Service,Piper PA-32,6,6,0,,,
8/22/81,"Near Sanyi, Miao-li, Taiwan",Far Eastern Air Transport,Boeing B-737-222,110,110,0,,,
8/24/81,"Near Zavitinsk, Russia",Aeroflot / Military - Russian Air Force,Antonov AN-24RV / Soviet Air Force TU-16,31,32,0,,,
8/27/81,"Mt. Elena, Colombia",Aeropesca Colombia,Vickers Viscount 745D,50,50,0,,,
8/29/81,"Zeya, Russia",Aeroflot,Yakovlev YAK-40,3,34,0,,,
9/2/81,"Paipa, Colombia",Taxi Aereo el Venado,Embraer 110P1 Bandeirante,21,22,0,,,
9/18/81,"Zeleznogorsk, Russian",Aeroflot /Military - Russian,Yakovlev YAK-40 / Mil Mi-8,40,40,0,,,
9/21/81,"Nellis AFB, Nevada",Military - U.S. Air Force,Lockheed C-130H Hercules,7,68,0,,,
9/22/81,"Near Babaeski, Turkey",Military - Turkish Air Force,Northrop F-5A,0,0,40,,,
9/29/81,"Tehran, Iran",Military - Iranian Air Force,Lockheed C-130H,60,60,20,,,
10/1/81,"Casper, Wyoming",Sky Train Air,Learjet 24,3,3,0,,,
10/6/81,"Moerdijk, Netherlands",NLM (Nederlandse Luchtvaart Maatschappij),Fokker F-28 Fellowship 4000,17,17,0,,,
10/15/81,"Kufstein, Austria",Oefag Flugdienst,Cessna 404 Titan,9,9,0,,,
10/26/81,"St. Thomas, U.S. Virgin Islands",Aerolineas Argo,Lockheed L-749A Constellation,5,5,0,,,
10/31/81,"Bafoussam, Cameroon",Cameroon Airlines,de Havilland Canada DHC-6 Twin Otter 300,1,24,0,,,
11/8/81,"Sierra de Guerro, Mexico",Aeromexico,McDonnell Douglas DC-9-32,18,18,0,,,
11/15/81,"Mount Pocono, Pennsylvania",Air Taxi - Moyer Aviation,Piper PA-32,4,4,0,,,
11/16/81,"Norilsk, Russia",Aeroflot,Tupolev TU-154B-2,99,167,0,,,
11/19/81,"Biratnagar, Nepal",Royal Nepal Airlines,Pilatus PC-6/B2-H2 Turbo-Porter,10,10,0,,,
11/30/81,"Castries, Saint Lucia Island",Guyana Airways,Douglas DC-6A,3,3,0,,,
12/1/81,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),McDonnell Douglas MD-81,180,180,0,,,
12/5/81,"Honolulu, Hawaii",Private - Parajump air show,Beech C-45H,11,12,0,,,
12/10/81,"Tyonek, Alaska",Air Taxi - Spernak Airways,Cessna 207A,4,4,0,,,
12/15/81,"Mt. McKinley, AK",Air Taxi - Hudson Air Service,Cessna 185,2,4,0,,,
12/16/81,"Kuala Belait, Brunei",Bristow Helicopters,Aerospatiale Puma,12,12,0,,,
12/18/81,"Near Covenas, Colombia",ACES Colombia,de Havilland Canada DHC-6 Twin Otter 300,13,13,0,,,
12/31/81,"Durango, Colorado",Air Taxi - Sun West Airline,Piper PA-31,4,6,0,,,
1/7/82,"Helena, Montana",Air Taxi,Cessna 210,2,2,0,,,
1/7/82,"Near Gelendzhik, USSR",Aeroflot,LET  410M Turbojet,18,18,0,,,
1/13/82,"Washington, D.C.",Air Florida,Boeing B-737-222,74,79,4,,,
1/14/82,"Near Addis Ababa, Ethiopia",Military - Ethiopian Air Force,Antonov AN-26,73,73,0,,,
1/23/82,"Logan Airport,  Boston, Massachusetts",World Airways,McDonnell Douglas DC-10-30CF,2,212,0,,,
1/25/82,"Constanta, Romania",Tarom,Antonov An-24RV,7,7,0,,,
2/3/82,"Djibouti, Djbouti",Military - French Air Force,Nord 2501 Noratlas,35,35,0,,,
2/6/82,"Island of Cheju, South Korea",Military - Republic of South Korea Air Force,Fairchild C-123,53,53,0,,,
2/7/82,"Near Srinagar, India",Military - Indian Air Force,Fairchild C-119G,23,23,0,,,
2/9/82,"Tokyo, Japan",Japan Air Lines,McDonnell Douglas DC-8-61,24,174,0,,,
2/9/82,"Mt. Ipao, Philippines",Trans Air Services,Douglas DC-3 (C-47A-70-DL),3,32,0,,,
2/19/82,"Cerro el Tablazo, Colombia",LAC Columbia,Douglas DC-6BF,4,4,0,,,
2/21/82,"Providence, Rhode Island",Pilgrim Airlines,de Havilland DHC -6-100,1,12,0,,,
3/11/82,"Mehamn, Norway",Wideroe's Flyveselksap,de Havilland Canada DHC-6 Twin Otter 300,15,15,0,,,
3/19/82,"Near Woodstock, Illinois",Military - U.S. Air Force,Boeing KC-135C,27,27,0,,,
3/19/82,"Leesburg, Florida",Private,Beechcraft Bonanza F35,3,3,0,,,
3/20/82,"Branti Airport, Indonesia",Garuda Indonesia Airlines,Fokker F-28 Fellowship 1000,27,27,0,,,
3/26/82,"Queate, Colombia",Aeropesca Colombia,Vickers Viscount 745D,21,21,0,,,
4/11/82,"Near Tanana, Alaska",Air Taxi - Tundra Copters,Hughes 369D,3,3,0,,,
4/13/82,"Near Erzurum, Turkey",Military - U.S. Air Force,Lockheed C-130H,27,27,0,,,
4/26/82,"Near Yangshuo, Guangxi, China",CAAC,Hawker Siddeley Trident 2E,112,112,0,,,
4/28/82,"Hakalau, Hawaii",Air Taxi,Beechcraft E18S,2,2,0,,,
4/30/82,Gulf of Thailand,Okanagan Helicopters,Sikorsky S-76,13,13,0,,,
5/9/82,"Off Aden, Yemen",Alyemda,de Havilland Canada DHC-7-103,47,49,0,,,
5/12/82,"Judsonia, Arkansas",Military - U.S. Air Force,Lockheed C-130E Hercules,7,7,0,,,
5/19/82,South Atlantic Ocean,Military - Royal British Navy,Westland Sea King HC-4 (helicopter),21,30,0,,,
5/25/82,"Brazilia, Brazil",VASP,Boeing B-737-200,2,118,0,,,
5/28/82,"Off Natuma Island, Indonesia",Pelita Air Service,Aerospatiale 330G Puma,10,10,0,,,
6/1/82,"Near Songnam-si, South Korea",Military - Republic of South Korea Air Force,Fairchild C-123,53,53,0,,,
6/8/82,"Near Pacatuba, Brazil",VASP,Boeing B-727-212A,137,137,0,,,
6/12/82,"Tabatinga, Brazil",TABA,Fairchild-Hiller FH-227B-LCD,44,44,0,,,
6/22/82,"Bombay, India",Air India,Boeing B-707-437,17,111,0,,,
6/24/82,"Mount Galunggung, Indonesia",British Airways,Boeing B-747,0,257,0,,,
6/28/82,"Southern Belarus, USSR",Aeroflot,Yakovlev YAK-42,132,132,0,,,
7/3/82,"Oganda, Gabon",Air Affaires Gabon,Cessna 404 Titan,12,12,0,,,
7/6/82,"Near Moscow, Russia",Aeroflot,Ilyushin IL-62M,90,90,0,,,
7/9/82,"Kenner, Louisiana",Pan American World Airways,Boeing B-727-235,145,145,8,,,
7/11/82,"Jolo, Philippines",Philippine Air Lines,Hawker Siddeley HS-748-209 Srs. 2,4,30,0,,,
7/14/82,"Oxbow, Oregon",Air Taxi - Hell's Canyon Navigation Company,Cessna 172F,4,4,0,,,
7/23/82,"Castaic, California",Western Helicopter,Bell UH-1B Huey Helicopter,0,1,3,,,
7/24/82,"Near Sitka, Alaska",Air Taxi - Bellair,Cessna A185F,4,4,0,,,
8/4/82,"Concord, New Hampshire",Air Taxi - Coastal Air Services,Piper PA-28-161,2,2,0,,,
8/11/82,Pacific Ocean,Pan American World Airways,Boeing B-747-121,1,NA,0,,,
8/12/82,"Mindat, Myanmar",Burma Airways,de Havilland Canada DHC-6 Twin Otter 300,8,8,0,,,
8/14/82,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,Arava 201,20,20,0,,,
8/14/82,"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,Let 410UVP Turbojet / Tupolev TU-134V,11,11,0,,,
8/20/82,"Off Castries, Saint Lucia",Inter Island Air Services,Britten-Norman BN-2A Islander,10,10,0,,,
8/31/82,"Knotsville, Tennessee",Military - U.S. Air Force,Lockheed C-141B,9,9,0,,,
9/1/82,"Near Valladolid, Ecuador",Aerolineas Condor,de Havilland Canada DHC-4A Caribou,44,44,0,,,
9/4/82,"Rio Branco, Brazil",Cia Brasiliera de Tratores,Gates Learjet 25B,10,10,0,,,
9/11/82,"Near Mannheim, West Germany",Military - U.S. Army,Boeing Vertol CH-47C (helicopter),46,46,0,,,
9/13/82,"Near Malaga, Spain",Spantax,McDonnell Douglas DC-10-30CF,50,394,0,,,
