FY,EMPL,Tax ID,PS,PC,PZ,WS,OCC,Ind,Wage
2020,MIKE MATTINGLY,2354,KY,Springfield,40069,KY,45,11,$12.00 - $13.99
2020,MIKE PHILLIPS,1962,NE,Lisco,69148,NE,45,11,$14.00 - $15.99
2020,MIKE RUTHERFORD RANCH,4005,TX,Farmersville,75442,TX,45,11,$12.00 - $13.99
2020,MIKE S AG CO,4772,MN,Winnebago,56098,MN,45,11,$12.00 - $13.99
2020,MIKE S TURF FARM INC,345,VA,Lovingston,22949,MO,45,11,$12.00 - $13.99
2020,MIKE SWINDOLL FARMS PARTNERSHIP,3516,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,MIKE TALLEY FARMS LLC,7293,LA,Jennings,70546,LA,45,11,$10.00 - $11.99
2020,MIKE WALSH & SONS GREENHOUSE INC,8359,NY,East Patchogue,11772,NY,45,31-33,$14.00 - $15.99
2020,MILBERGER FARMS LLC,2493,CO,Pueblo,81006,CO,45,11,$14.00 - $15.99
2020,MILBERGER TURFGRASS LLC,8063,TX,Bay City,77404,TX,45,11,$12.00 - $13.99
2020,MILBYS FARMS,728,KY,Lexington,40504,KY,45,11,$12.00 - $13.99
2020,MILCO DAIRY FARMS LLC,8969,IN,Lewisville,47352,IN,45,11,$14.00 - $15.99
2020,MILE HIGH SOD FARM INC,1812,CO,Denver,80219,CO,45,11,$12.00 - $13.99
2020,MILES BROS FARMS AND SMILES FARMS,9290,AR,Mc Gehee,71654,AR,45,11,$10.00 - $11.99
2020,MILES CITY LIVESTOCK COMMISSION LL,2787,MT,Lewistown,59457,MT,45,42,$12.00 - $13.99
2020,MILES CUMBERLAND FARMS,3814,TX,Kingsville,78363,TX,45,11,$12.00 - $13.99
2020,MILES HARVESTING LLC,8689,SD,Conde,57434,SD,45,11,$14.00 - $15.99
2020,MILES HARVESTING LLC,8689,SD,Conde,57434,SD,45,11,$14.00 - $15.99
2020,MILK PAIL LLC,6733,NY,Water Mill,11976,NY,45,11,$14.00 - $15.99
2020,MILK PAIL LLC,6733,NY,Water Mill,11976,NY,45,11,$14.00 - $15.99
2020,MILL BROTHERS LANDSCAPE & NURSERY,9019,CO,Timnath,80547,CO,45,11,$14.00 - $15.99
2020,MILL FARMS,4131,MN,Fergus Falls,56537,ND,45,11,$14.00 - $15.99
2020,MILL FARMS,4131,TX,Farmersville,75442,ND,45,11,$14.00 - $15.99
2020,MILLBROOK CRICKET FARM INC,7342,KY,Lexington,40504,MS,45,11,$10.00 - $11.99
2020,MILLBROOK VINEYARD AND WINERY INC,7977,NY,Millbrook,12545,NY,45,31-33,$14.00 - $15.99
2020,MILLER & ADAMS LLC,1143,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MILLER BUFFALO RANCH,5444,ND,Lansford,58750,ND,45,11,$14.00 - $15.99
2020,MILLER BUFFALO RANCH,5444,ND,Lansford,58750,ND,45,11,$14.00 - $15.99
2020,MILLER BUFFALO RANCH,5444,ND,Lansford,58750,ND,49,11,$14.00 - $15.99
2020,MILLER CATTLE CO,3459,MT,Alder,59710,MT,45,11,$12.00 - $13.99
2020,MILLER EQUINE LLC,3898,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MILLER FARMS,6935,CT,Suffield,6078,CT,45,11,$14.00 - $15.99
2020,MILLER FARMS,6935,NH,Goffstown,3045,CT,45,11,$14.00 - $15.99
2020,MILLER FARMS LLC,354,FL,Lake Placid,33852,FL,45,11,$10.00 - $11.99
2020,MILLER GRAIN CLEANING CO,3603,ND,Kenmare,58746,ND,45,11,$14.00 - $15.99
2020,MILLER GRAIN CLEANING CO,3603,ND,Kenmare,58746,ND,45,11,$14.00 - $15.99
2020,MILLER PLANT FARM INC,8153,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,MILLER S HONEY FARMS INC,3571,ND,Gackle,58442,CA,45,11,$12.00 - $13.99
2020,MILLER SHORE MGMT LLC,6263,FL,Pahokee,33476,FL,45,11,$10.00 - $11.99
2020,MILLER SHORE MGMT LLC,6263,FL,Pahokee,33476,IL,45,11,$14.00 - $15.99
2020,MILLERS & SONS TOBACCO LLC,2383,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MILLERS & SONS TOBACCO LLC,2383,KY,Mayfield,42066,KY,45,11,$12.00 - $13.99
2020,MILLS TRUCKING AND CUSTOM HARVESTI,7759,MS,Winona,38967,MS,45,11,$10.00 - $11.99
2020,MILLS TRUCKING AND CUSTOM HARVESTI,7759,MS,Winona,38967,MS,45,11,$10.00 - $11.99
2020,MILSTEAD FARM GROUP INC,1007,AL,Shorter,36075,AL,45,11,$10.00 - $11.99
2020,MIMI FARMS INC,9950,OH,Huron,44839,OH,45,11,$14.00 - $15.99
2020,MINERICH LAND & CATTLE COMPANY LLC,2291,KY,Richmond,40475,KY,45,11,$12.00 - $13.99
2020,MINICK RANCH,3450,TX,Argyle,76226,TX,45,11,$12.00 - $13.99
2020,MISKE FARMS INC,2408,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,MISKE RANCH INC,5518,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,MISKE RANCH INC,5518,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,MISSOURI RIVER FEEDERS LLP,8309,ND,Center,58530,ND,45,11,$14.00 - $15.99
2020,MISSOURI RIVER FEEDERS LLP,8309,ND,Center,58530,ND,45,11,$14.00 - $15.99
2020,MISTLETOE MEADOWS CHRISTMAS TREES,4714,NC,Laurel Springs,28644,NC,45,11,$12.00 - $13.99
2020,MISTRETTA FARMS,5561,LA,Baton Rouge,70817,LA,45,11,$10.00 - $11.99
2020,MITCH BENSON FARMS,2147,LA,Mamou,70554,LA,45,11,$10.00 - $11.99
2020,MITCH NEIBAUR FARMS LLC,9297,ID,Heyburn,83336,ID,45,11,$12.00 - $13.99
2020,MITCHELL FARMS,,KY,Clay,42404,KY,45,11,$10.00 - $11.99
2020,MITCHELL GRAIN LLC,9563,TX,Holliday,76366,TX,45,11,$12.00 - $13.99
2020,MITCHELL TOBACCO FARMS LLC,843,KY,Cadiz,42211,KY,45,11,$12.00 - $13.99
2020,MITZEL FARMS,9167,ND,Edgeley,58433,ND,45,11,$14.00 - $15.99
2020,MIX MILLER FARMS LLP,3487,ID,Jerome,83338,ID,45,11,$12.00 - $13.99
2020,MIXER CENTER DBA TATANKA WAGYU RAN,8537,TX,Stephenville,76401,TX,45,11,$12.00 - $13.99
2020,MIXTEPEC FARMING,4940,CA,Santa Maria,93458,CA,45,11,$14.00 - $15.99
2020,MJB ENTERPRISES,3098,NM,Estancia,87016,NM,45,11,$12.00 - $13.99
2020,MJB HARVESTING LLC,7229,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,MJB HARVESTING LLC,7229,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,MJM INC DBA SKY RANCH,1414,SD,Timber Lake,57656,SD,45,11,$14.00 - $15.99
2020,MKC,5087,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,MKM FARMS INC,1931,TN,Sevierville,37862,IA,45,11,$14.00 - $15.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,IL,45,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,IN,45,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,MO,45,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,MO,47,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,MO,47,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,NE,47,11,$14.00 - $15.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,OH,47,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,PA,45,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,PA,45,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,PA,47,11,$12.00 - $13.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,SD,45,11,$14.00 - $15.99
2020,ML FARM SYSTEMS INC,2085,IL,Rockford,61109,SD,45,11,$14.00 - $15.99
2020,MLH FARMS LLC,1023,LA,Forest Hill,71430,LA,45,11,$10.00 - $11.99
2020,MMP ORCHARDS LLC,68,WA,Lacey,98516,WA,45,11,$14.00 - $15.99
2020,MMP ORCHARDS LLC,68,WA,Lacey,98516,WA,45,11,$14.00 - $15.99
2020,MMP ORCHARDS LLC,68,WA,Olympia,98516,WA,45,11,$14.00 - $15.99
2020,MMP ORCHARDS LLC,2178,WA,Olympia,98516,WA,45,11,$14.00 - $15.99
2020,MOCK FARMS,1375,ND,Braddock,58524,ND,45,11,$14.00 - $15.99
2020,MOCK FARMS,1375,ND,Braddock,58524,ND,45,11,$14.00 - $15.99
2020,MOGEN FARMS,2248,ND,Chaseley,58423,ND,45,11,$14.00 - $15.99
2020,MOGUS LAND & LIVESTOCK LLC,9898,ID,Heyburn,83336,MT,45,11,$12.00 - $13.99
2020,MOGUS LAND & LIVESTOCK LLC,9898,MT,Dillon,59725,MT,45,11,$12.00 - $13.99
2020,MOIESE VALLEY RANCH LLC,1678,ID,Burley,83318,MT,45,11,$12.00 - $13.99
2020,MOIESE VALLEY RANCH LLC,1678,ID,Burley,83318,MT,45,11,$12.00 - $13.99
2020,MOIESE VALLEY RANCH LLC,1678,ID,Heyburn,83336,MT,45,11,$12.00 - $13.99
2020,MOLITOR BROS FARM,9110,MN,Cannon Falls,55009,MN,45,11,$16.00 - $17.99
2020,MOLITOR BROS FARM,9110,MN,Cannon Falls,55009,MN,45,11,$16.00 - $17.99
2020,MOLITOR BROS FARM,9110,MN,Cannon Falls,55009,MN,45,11,$18.00 - $19.99
2020,MOLITOR FARMS,1906,TN,Sevierville,37862,IL,45,11,$14.00 - $15.99
2020,MOLTER FAMILY ORCHARDS,3735,MI,Benton Harbor,49022,MI,45,11,$14.00 - $15.99
2020,MONDA HONEY FARM INC,750,MN,East Grand Forks,56721,MN,45,11,$14.00 - $15.99
2020,MONDO GARDENS DBA THOMAS TURFGRASS,9413,TX,New Ulm,78950,TX,45,11,$12.00 - $13.99
2020,MONDRAGON HARVESTING LLC,7412,FL,Winter Haven,33880,AR,45,11,$10.00 - $11.99
2020,MONDRAGON HARVESTING LLC,7412,FL,Winter Haven,33880,AR,45,11,$10.00 - $11.99
2020,MONDRAGON HARVESTING LLC,7412,FL,Winter Haven,33880,GA,45,11,$10.00 - $11.99
2020,MONDRAGON HARVESTING LLC,7412,FL,Winter Haven,33880,MI,45,11,$14.00 - $15.99
2020,MONDRAGON HARVESTING LLC,7412,FL,Winter Haven,33880,MI,45,11,$14.00 - $15.99
2020,MONETTE FARMS USA INC,2442,MT,Box Elder,59521,MT,45,11,$12.00 - $13.99
2020,MONICA BANGEN,912,ND,Plaza,58771,ND,45,11,$14.00 - $15.99
2020,MONROE ORGANIC FARMS LLC,8216,VA,Lovingston,22949,CO,45,11,$14.00 - $15.99
2020,MONSIVAIS FARMS,4868,TX,San Antonio,78239,TX,45,11,$12.00 - $13.99
2020,MONTANA POLLINATIONS INC,6254,MT,Chinook,59523,CA,45,11,$12.00 - $13.99
2020,MONTANA POLLINATIONS INC,6254,MT,Chinook,59523,MT,45,11,$12.00 - $13.99
2020,MONTANA POLLINATIONS INC,6254,MT,Chinook,59523,MT,45,11,$12.00 - $13.99
2020,MONTANA TREES INC,2195,MT,Trout Creek,59874,MT,45,11,$12.00 - $13.99
2020,MONTCALM COUNTY GROWERS ASSN LLC,9799,NC,Carthage,28327,MI,45,11,$14.00 - $15.99
2020,MONTE BELLO FARM,5164,NY,Germantown,12526,NY,45,11,$14.00 - $15.99
2020,MONTE BERTSCH DBA JR S HARVESTING,1743,ND,Chaseley,58423,SD,45,11,$14.00 - $15.99
2020,MONTE BERTSCH DBA JR S HARVESTING,1743,TN,Sevierville,37862,SD,45,11,$14.00 - $15.99
2020,MONTE ROSINSKI FARMS LLC,3185,LA,Scott,70583,LA,45,11,$10.00 - $11.99
2020,MONTE VALLOT FARM LLC AND DONNY VA,4067,LA,Abbeville,70510,LA,45,11,$10.00 - $11.99
2020,MONTGOMERY FARMS,1458,AR,Lambrook,72353,AR,45,11,$10.00 - $11.99
2020,MONTY & CAROLENE FUNK DBA COUNTY L,4175,ID,American Falls,83211,ID,45,11,$12.00 - $13.99
2020,MOODY EQUIPMENT INC,9951,AR,Jonesboro,72404,AR,45,11,$10.00 - $11.99
2020,MOON LAND AND LIVESTOCK PARTNERSHI,6909,UT,Duchesne,84021,UT,45,11,$9.99 and under
2020,MOON LAND AND LIVESTOCK PARTNERSHI,6909,WY,Casper,82601,UT,45,11,$9.99 and under
2020,MOON RANCH LLC,1854,UT,Duchesne,84021,UT,45,11,$9.99 and under
2020,MOON S TREE FARM INC,4878,VA,Lovingston,22949,GA,45,11,$10.00 - $11.99
2020,MOORE & MOORE FARMS,2557,MO,Hornersville,63855,MO,45,11,$14.00 - $15.99
2020,MOORE COMPANY,5366,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,MOORE FARMS WARE COUNTY LLC,7974,GA,Manor,31550,GA,45,11,$10.00 - $11.99
2020,MOORE S HONEY FARM,1029,TX,Kountze,77625,TX,45,11,$12.00 - $13.99
2020,MOORES RANCH,8461,WY,Casper,82601,TX,45,11,$9.99 and under
2020,MOORS END FARM LLC,9978,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,MOOSE FARMS INC,5595,MT,Frazer,59225,MT,45,11,$12.00 - $13.99
2020,MORAGRA FAMILY FARMS,2022,IL,Poplar Grove,61065,IL,45,11,$12.00 - $13.99
2020,MORAGRA FAMILY FARMS,2022,IL,Poplar Grove,61065,IL,45,11,$12.00 - $13.99
2020,MORAVEC ST ELMO FARMS,4980,AL,Saint Elmo,36568,AL,45,11,$10.00 - $11.99
2020,MOREIN FARMS PARTNERSHIP,6704,LA,Ville Platte,70586,LA,45,11,$10.00 - $11.99
2020,MORENO FAMILY PRODUCE INC,4842,NC,Carthage,28327,NC,45,11,$12.00 - $13.99
2020,MORENO FARMS LLC,8480,MS,Leakesville,39451,MS,45,11,$10.00 - $11.99
2020,MORGAN CRAFT,1608,ND,Stanley,58784,ND,45,11,$14.00 - $15.99
2020,MORGAN FARMS,1851,AR,Harrisburg,72432,AR,45,11,$10.00 - $11.99
2020,MORGAN FARMS INC,8363,NC,Henderson,27536,NC,45,11,$12.00 - $13.99
2020,MORGAN FARMS INC,8363,NC,Randleman,27317,NC,45,11,$12.00 - $13.99
2020,MORGAN FARMS INC,3581,LA,Erath,70533,LA,45,11,$10.00 - $11.99
2020,MORGAN FORAGE HARVESTING,4654,TN,Sevierville,37862,KS,45,11,$14.00 - $15.99
2020,MORGIEWICZ PRODUCE INC,758,NY,Milton,12547,NY,45,11,$14.00 - $15.99
2020,MORIAH RANCH,201,CO,Walden,80480,CO,45,11,$9.99 and under
2020,MORIAH VINEYARDS LLC,3146,TX,Shamrock,79079,TX,45,11,$12.00 - $13.99
2020,MORLOCK FARMS,6370,ND,Lansford,58750,ND,45,11,$14.00 - $15.99
2020,MORLOCK HONEY FARMS LLC,7867,VA,Lovingston,22949,TX,45,11,$12.00 - $13.99
2020,MORRIS & MORRIS FARMS,3105,AL,Shorter,36075,AL,45,11,$10.00 - $11.99
2020,MORRIS FARMS AND SONS,4115,TN,South Fulton,38257,TN,45,11,$12.00 - $13.99
2020,MORRIS FARMS PARTNERSHIP LLC,3683,LA,Port Allen,70767,LA,45,11,$10.00 - $11.99
2020,MORRISON FAMILY FARM LLC,6923,SD,Philip,57567,SD,45,11,$14.00 - $15.99
2020,MORRISON FARMS LLC,6829,MI,Williamsburg,49690,MI,45,11,$14.00 - $15.99
2020,MORRISON PARTNERS,7648,AR,Earle,72331,AR,45,11,$10.00 - $11.99
2020,MORROW FARMS / FLETCHER FARMS,2019,LA,Ponchatoula,70454,LA,45,11,$10.00 - $11.99
2020,MORSE LAND COMPANY LLC,3068,MT,Sheridan,59749,MT,45,11,$12.00 - $13.99
2020,MORTENSON BROS FARMS INC,7705,TN,Sevierville,37862,WI,45,11,$14.00 - $15.99
2020,MORTENSON BROS FARMS INC,7705,TN,Sevierville,37862,WI,45,11,$14.00 - $15.99
2020,MORTENSON FARM PARTNERS,2298,ND,Williston,58801,ND,45,11,$14.00 - $15.99
2020,MORTON AG PARTNERSHIP,8744,GA,Valdosta,31606,AR,45,11,$10.00 - $11.99
2020,MORTON FARMS LLC,3847,KY,Murray,42071,KY,45,11,$12.00 - $13.99
2020,MORTON FARMS PTR,9062,AR,De Witt,72042,,,,
2020,MOS LLC,8435,KY,Chaplin,40012,KY,45,11,$12.00 - $13.99
2020,MOSBARGER TRUCKING LLC,9799,KS,Goodland,67735,KS,45,11,$14.00 - $15.99
2020,MOSBARGER TRUCKING LLC,9799,KS,Goodland,67735,KS,45,11,$14.00 - $15.99
2020,MOSCO FARMS PARTNERSHIP,8678,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,MOSELEY BROS FARM,5169,NC,Carthage,28327,TN,45,11,$12.00 - $13.99
2020,MOSELEY S INTL INC,4857,AL,Abbeville,36310,AL,45,42,$10.00 - $11.99
2020,MOSER FARMS,8574,MN,Mc Grath,56350,MN,45,11,$12.00 - $13.99
2020,MOSER FARMS,8574,MN,Mc Grath,56350,MN,45,11,$12.00 - $13.99
2020,MOSESIAN FARMS OF ALASKA INC,1726,AK,Anchorage,99515,,,,
2020,MOULTON FARMS,7424,NC,Carthage,28327,TN,45,11,$12.00 - $13.99
2020,MOUNGER FARMS,6200,LA,Lettsworth,70753,LA,45,11,$10.00 - $11.99
2020,MOUNTAIN AIR CATTLE CO LLC,4516,MT,Lewistown,59457,UT,45,11,$9.99 and under
2020,MOUNTAIN AIR CATTLE CO LLC,4516,MT,Lewistown,59457,UT,45,11,$9.99 and under
2020,MOUNTAIN AVENUE BEES INC,1126,CA,Hesperia,92344,MT,45,11,$12.00 - $13.99
2020,MOUNTAIN AVENUE BEES INC,1126,CA,Oak Hills,92344,CA,45,11,$12.00 - $13.99
2020,MOUNTAIN AVENUE BEES INC,1126,CA,Oak Hills,92344,SD,45,11,$14.00 - $15.99
2020,MOUNTAIN AVENUE BEES INC,1126,ND,Garrison,58540,ND,45,11,$14.00 - $15.99
2020,MOUNTAIN CREEK NURSERY LP,7333,KY,Lexington,40508,TN,45,11,$10.00 - $11.99
2020,MOUNTAIN FRESH LLC,986,VA,Lovingston,22949,CO,45,11,$14.00 - $15.99
2020,MOUNTAIN FRESH LLC,986,VA,Lovingston,22949,CO,45,11,$14.00 - $15.99
2020,MOUNTAIN HARVEST FARM LLC,3681,WV,Morgantown,26508,WV,45,11,$12.00 - $13.99
2020,MOUNTAIN MEADOW RANCH,5716,WY,Casper,82601,ID,45,11,$20.00 and more
2020,MOUNTAIN VALLEY LIVESTOCK INC,671,WY,Casper,82601,WY,45,11,$9.99 and under
2020,MOUNTAIN VALLEY LIVESTOCK INC,671,WY,Douglas,82633,WY,45,11,$9.99 and under
2020,MOUNTAIN VALLEY LIVESTOCK INC,671,WY,Douglas,82633,WY,45,11,$9.99 and under
2020,MOUNTAIN VALLEY ORCHARD LLC,8775,MD,Cavetown,21720,MD,45,11,$12.00 - $13.99
2020,MOUNTAIN VIEW FARMS,73,NC,Carthage,28327,TN,45,11,$12.00 - $13.99
2020,MOUNTAIN VIEW FARMS OF VIRGINIA LC,8736,VA,Chatham,24531,VA,45,11,$12.00 - $13.99
2020,MOUNTAIN VIEW ORCHARDS LLC,1069,AL,Jemison,35085,AL,45,11,$10.00 - $11.99
2020,MOUNTRAIL FARMS PARTNERSHIP,27,ND,Ross,58776,ND,45,11,$14.00 - $15.99
2020,MOUTON S CRAWFISH CONNECTION LLC,318,LA,Maurice,70555,LA,45,11,$10.00 - $11.99
2020,MOWRY RANCH INC,856,WY,Saratoga,82331,WY,45,11,$12.00 - $13.99
2020,MP AQUINO HARVESTING LLC,711,GA,Douglas,31535,GA,45,11,$10.00 - $11.99
2020,MR WILKE ENTERPRISES LLC,1063,NE,Norfolk,68701,NE,45,11,$14.00 - $15.99
2020,MT CLIFTON FRUIT CO LLC,6419,VA,Lovingston,22949,VA,45,11,$12.00 - $13.99
2020,MT CLIFTON FRUIT CO LLC,6419,VA,Timberville,22853,VA,45,11,$12.00 - $13.99
2020,MT RIDGE FARMS INC,5536,VA,Lovingston,22949,PA,45,11,$12.00 - $13.99
2020,MT VERNON FARMS LLC,393,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MUDD FARM INC,4576,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MUDD FARMS LLC,1540,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MUDDY RIVER NURSERY LLC,9018,ND,Williston,58801,ND,45,11,$14.00 - $15.99
2020,MULBERRY FARM,8696,NH,Goffstown,3045,ME,45,11,$14.00 - $15.99
2020,MULBERRY PLANTING CO,7630,AR,Palestine,72372,AR,45,11,$10.00 - $11.99
2020,MULBERRY PLANTING CO,7630,AR,Palestine,72372,AR,45,11,$10.00 - $11.99
2020,MULBERRY SOD FARM,1680,AL,Clanton,35045,AL,45,11,$10.00 - $11.99
2020,MULDOON RANCH CO LLC,2903,ID,Jerome,83338,ID,45,11,$12.00 - $13.99
2020,MUNDT FARM PTN,1529,SD,Agar,57520,SD,45,11,$14.00 - $15.99
2020,MURDOCK FARMS INC,4051,KY,Lexington,40508,KY,45,11,$10.00 - $11.99
2020,MURDOCK FARMS INC,4051,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,MURPHY FAMILY VENTURES LLC,2650,NC,Wallace,28466,MO,45,,$12.00 - $13.99
2020,MURPHY FAMILY VENTURES LLC,2650,NC,Wallace,28466,NC,45,11,$12.00 - $13.99
2020,MURPHY FARMS,9567,MS,Greenwood,38930,SD,45,11,$14.00 - $15.99
2020,MURPHY GRAIN LLC,7383,MO,Malden,63863,MO,45,11,$12.00 - $13.99
2020,MURPHY GRAIN LLC,7383,MO,Malden,63863,MO,45,11,$12.00 - $13.99
2020,MURRAY MCMURRAY HATCHERY INC,1928,IA,Webster City,50595,IA,45,11,$20.00 and more
2020,MURRAY S NURSERY,1944,NC,Carthage,28327,MS,45,11,$10.00 - $11.99
2020,MURRELL FARMS,6942,MS,Greenwood,38930,MS,45,11,$10.00 - $11.99
2020,MUSSO FARMS INC,7902,CO,Pueblo,81006,CO,45,11,$14.00 - $15.99
2020,MW CORNHEADS INC,8051,ND,Chaseley,58423,ND,45,11,$14.00 - $15.99
2020,MW MAXWELL HONEY LLC,7398,ND,Turtle Lake,58575,ND,45,11,$14.00 - $15.99
2020,MWSS,258,KS,Sublette,67877,KS,45,11,$14.00 - $15.99
2020,MY T ACRES INC,2721,NH,Goffstown,3045,NY,45,11,$12.00 - $13.99
2020,MY T ACRES INC,2721,NH,Goffstown,3045,NY,45,11,$14.00 - $15.99
2020,MY T ACRES INC,2721,NH,Goffstown,3045,NY,45,11,$14.00 - $15.99
2020,MYC TRUCKING,3586,NM,Dexter,88230,NM,45,11,$12.00 - $13.99
2020,MYER TILE & BACKHOE LLC,3964,IA,Curlew,50527,IA,51,11,$14.00 - $15.99
2020,MYERS FARMS,181,GA,Valdosta,31606,AR,45,11,$10.00 - $11.99
2020,MYERS HAY AND CATTLE LLC,5927,WY,Casper,82601,CO,45,11,$9.99 and under
2020,MZ GROWERS PARTNERSHIP,8966,LA,Simmesport,71369,LA,45,11,$10.00 - $11.99
2020,N,4800,LA,Crowley,70526,LA,45,11,$10.00 - $11.99
2020,N & L JOHNSON FARMS LLC,2468,ID,Grace,83241,ID,45,11,$12.00 - $13.99
2020,N & O HORTICULTURAL PRODUCTS LTD,706,NY,Saint James,11780,NY,45,11,$12.00 - $13.99
2020,N AND G FARMING PARTNERSHIP,1759,LA,Abbeville,70510,LA,45,11,$10.00 - $11.99
2020,N E Z INC,2714,MO,Bell City,63735,MO,45,11,$12.00 - $13.99
2020,N G HEIMOS GREENHOUSE INC,2490,VA,Lovingston,22949,IL,45,11,$12.00 - $13.99
2020,N G HEIMOS GREENHOUSE INC,2490,VA,Lovingston,22949,IL,45,11,$12.00 - $13.99
2020,N G HEIMOS GREENHOUSE INC,2490,VA,Lovingston,22949,IL,45,11,$14.00 - $15.99
2020,N J FOX & SONS INC / NOAH FOX,3466,MI,Shelby,49455,MI,45,11,$12.00 - $13.99
2020,N J FOX & SONS INC / NOAH FOX,3466,MI,Shelby,49455,MI,45,11,$14.00 - $15.99
2020,N W KALTZ & SONS FARMS,5206,MI,Columbus,48063,MI,45,11,$12.00 - $13.99
2020,N&G FARMING PARTNERSHIP,1759,LA,Abbeville,70510,LA,45,11,$10.00 - $11.99
2020,N&G FARMING PARTNERSHIP,1759,LA,Abbeville,70510,LA,45,11,$10.00 - $11.99
2020,N&J HARVESTING INC,778,CA,Temecula,92590,CA,45,11,$14.00 - $15.99
2020,N&L FARMING LLC,9027,NC,Dunn,28334,NC,45,11,$12.00 - $13.99
2020,NAC TRUCKING LLC,6719,NM,Hagerman,88232,NM,45,11,$12.00 - $13.99
2020,NADEAU TRUCKING LLC,3914,ME,Saint Francis,4774,ME,53,11,$16.00 - $17.99
2020,NAGOG HILL FARMS LLC,808,NH,Goffstown,3045,MA,45,11,$14.00 - $15.99
2020,NANCY B HANKS,931,LA,Duson,70529,LA,45,11,$10.00 - $11.99
2020,NANTICOKE HEMP INC,2546,NY,Endicott,13760,NY,45,11,$14.00 - $15.99
2020,NAQUIN BROS INC,2867,LA,Thibodaux,70301,LA,45,11,$10.00 - $11.99
2020,NASH CATTLE CO LLC,5981,LA,Coushatta,71019,LA,45,11,$10.00 - $11.99
2020,NASH RANCHING CORP,8474,MT,Lewistown,59457,MT,45,11,$12.00 - $13.99
2020,NATALIE S GARDEN AND GREENHOUSE,2041,MS,Southaven,38671,WI,45,11,$14.00 - $15.99
2020,NATHAN BRENNA FARMS,6660,ND,Keene,58847,ND,45,11,$14.00 - $15.99
2020,NATHAN BROWN,7442,KY,Lexington,40508,TN,45,11,$12.00 - $13.99
2020,NATHAN C LOVELL,1157,KY,Lexington,40508,KY,45,11,$12.00 - $13.99
2020,NATHAN SCHROEDER DBA N & M FARMS,9057,ID,Pocatello,83204,ID,45,11,$12.00 - $13.99
2020,NATIVE FOREST NURSERY LLC,3323,GA,Chatsworth,30705,GA,45,11,$10.00 - $11.99
2020,NATIVE FOREST NURSERY LLC,3323,GA,Chatsworth,30705,GA,45,11,$10.00 - $11.99
2020,NATIVE HARVEST SEED,2718,UT,Orem,84058,UT,45,11,$14.00 - $15.99
2020,NATIVE TX GROWERS LTD DBA NATIVE T,8638,TX,Austin,78725,TX,45,11,$12.00 - $13.99
2020,NATURAL DAIRY GROWER LLC,5857,TX,Gustine,76455,TX,45,11,$12.00 - $13.99
2020,NATURAL FERTILIZER,1579,TX,Wildorado,79098,TX,45,11,$12.00 - $13.99
2020,NATURAL LANDWORKS INC,9623,NY,Holland,14080,NY,45,11,$14.00 - $15.99
2020,NATURAL PRAIRIE DAIRY FARMS LLC,8698,TX,Hartley,79044,TX,45,11,$12.00 - $13.99
2020,NATURAL STATE HEMP TECHNOLOGIES LL,9945,AR,Mc Gehee,71654,AR,45,11,$10.00 - $11.99
2020,NATURE FRESH FARMS USA INC,2445,OH,Delta,43515,OH,45,11,$14.00 - $15.99
2020,NATURE FRESH FARMS USA INC,2445,OK,Tulsa,74132,OH,45,11,$12.00 - $13.99
