Year Type,Year,Organization Group Code,Organization Group,Department,Job Family,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2016,4,Community Health,DPH Public Health,Nursing,Nurse Manager,159033.63,0,4645.8,163679.43,35911.25,12501.45,10618.25,59030.95,222710.38
Fiscal,2015,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.02,16916.32,15789.61,163666.95,31544.77,15231.67,2826.44,49602.88,213269.83
Fiscal,2013,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Pharmacist,160227.9,0,3437.92,163665.82,28851.3,13765.55,10558.48,53175.33,216841.15
Fiscal,1997,4,Community Health,DPH Public Health,Nursing,Registered Nurse,140687.4,944.23,22031.94,163663.57,27849.19,13125.68,10029.45,51004.32,214667.89
Fiscal,2004,1,Public Protection,POL Police,Police Services,Lieutenant 3,144013.77,3369.23,16275.21,163658.21,31683.33,11315.98,2737.01,45736.32,209394.53
Fiscal,2001,2,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,Supervisory-Labor & Trade,Utility Plumber Supervisor 2,117000.02,23300.29,23356.45,163656.76,21956.32,12828.15,9869.46,44653.93,208310.69
Fiscal,1994,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,142307.46,0,21346.11,163653.57,29670.36,8001.38,11868.36,49540.1,213193.67
Fiscal,2009,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,155766.28,281.58,7604.92,163652.78,28773.49,12828.16,10339.77,51941.42,215594.2
Fiscal,2006,1,Public Protection,POL Police,Police Services,Sergeant 3,142598.22,12300.05,8754.15,163652.42,24753.72,13686.44,2753.39,41193.55,204845.97
Fiscal,1998,1,Public Protection,POL Police,Police Services,Sergeant 3,135139,9123.56,19389.65,163652.21,24469.49,12679.35,2766.97,39915.81,203568.02
Fiscal,2006,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,162247.43,0,1400,163647.43,33022.64,12459.35,10327.19,55809.18,219456.61
Fiscal,1994,1,Public Protection,POL Police,Police Services,Police Officer 3,121248.92,33452.66,8945.24,163646.82,21725.93,13201.13,2777.97,37705.03,201351.85
Fiscal,1998,1,Public Protection,POL Police,Police Services,Sergeant 3,142922.79,13488.12,7234.87,163645.78,24810.71,13778.73,2784.36,41373.8,205019.58
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,105741.78,40079.26,17824.43,163645.47,26734.03,15087.98,2720.73,44542.74,208188.21
Fiscal,2014,1,Public Protection,POL Police,Police Services,Police Officer 2,124794.61,31872.46,6976.27,163643.34,26032.15,12468.77,347.29,38848.21,202491.55
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",132267.07,6064.29,25310.65,163642.01,27689.47,15992.21,2804.61,46486.29,210128.3
Fiscal,2007,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,Transit Power Line Worker,100584,52696.24,10350.35,163630.59,23818.81,12549.35,10416.27,46784.43,210415.02
Fiscal,2016,1,Public Protection,DEM Emergency Management,Protection & Apprehension,Public Safetycomm Disp,99190.01,58953.05,5475.35,163618.41,18348.03,13712.8,10669.55,42730.38,206348.79
Fiscal,2007,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,Electr Maint Tech Asst Sprv,124481.63,33557.55,5578,163617.18,22095.44,13737.92,10354.41,46187.77,209804.95
Fiscal,1996,1,Public Protection,POL Police,Police Services,Police Officer 3,99698.36,38519.64,25397.97,163615.97,21541.63,10358.01,2689.41,34589.05,198205.02
Fiscal,2009,1,Public Protection,POL Police,Police Services,Sergeant 3,145589.66,1187.37,16837.19,163614.22,25270.31,13712.81,2731.07,41714.19,205328.41
Fiscal,1997,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Construction Project Mgmt,Project Manager 2,163612.92,0,0,163612.92,29041.25,13765.53,10961.89,53768.67,217381.59
Fiscal,2011,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,161863.29,0,1749.24,163612.53,29617.61,11110.32,10803.99,51531.92,215144.45
Fiscal,2009,2,"Public Works, Transportation & Commerce",WTR Water Enterprise,Management,Manager V,163603.12,0,0,163603.12,29777.11,13175.97,18433.83,61386.91,224990.03
Fiscal,1997,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Manager V,163603.1,0,0,163603.1,29661.29,13175.97,18338.64,61175.9,224779
Fiscal,2008,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,89327.05,56040.81,18232.77,163600.63,24667.77,11598.88,2732.26,38998.91,202599.54
Fiscal,1996,2,"Public Works, Transportation & Commerce",WTR Water Enterprise,Supervisory-Labor & Trade,Utility Plumber Supervisor 2,123681.13,30095.89,9820.98,163598,28557.16,12501.46,10405.23,51463.85,215061.85
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,110209.84,29544.34,23832.84,163587.02,23513,14489.82,357.95,38360.77,201947.79
Fiscal,2013,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,29204.14,20550.76,163581.94,22858.48,15992.21,2743.36,41594.05,205175.99
Fiscal,2012,4,Community Health,DPH Public Health,Nursing,Registered Nurse,152516.1,0,11064.49,163580.59,29363.84,13150.82,10692.63,53207.29,216787.88
Fiscal,1999,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Assoc Engineer,163580.42,0,0,163580.42,28970.12,12689.36,10299.5,51958.98,215539.4
Fiscal,1992,1,Public Protection,POL Police,Police Services,Sergeant 3,139872.47,11013.73,12681.58,163567.78,30193.43,12513.43,2378.98,45085.84,208653.62
Fiscal,1992,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112436.51,32290.2,18840.23,163566.94,23013.74,16627.1,2747.84,42388.68,205955.62
Fiscal,2010,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Construction Inspection,Disability Access Coordinator,163566.06,0,0,163566.06,29032.9,13712.98,10595.03,53340.91,216906.97
Fiscal,2003,2,"Public Works, Transportation & Commerce",PRT Port,Management,"Asstdepdir, Port",163565.5,0,0,163565.5,29032.8,13765.55,31470.82,74269.17,237834.67
Fiscal,1998,6,General Administration & Finance,TTX Treasurer/Tax Collector,Information Systems,IS Project Director,163561.44,0,0,163561.44,29038.24,13765.55,10933.43,53737.22,217298.66
Fiscal,2008,1,Public Protection,POL Police,Police Services,Police Officer 3,116052.51,40896.21,6609.47,163558.19,20623.1,12635.36,2745.99,36004.45,199562.64
Fiscal,2003,1,Public Protection,PDR Public Defender,Legal & Court,Attorney (Civil/Criminal),162055.29,0,1500,163555.29,29652.63,13056.54,10933.88,53643.05,217198.34
Fiscal,1992,1,Public Protection,POL Police,Police Services,Police Officer 3,119641.27,29701.18,14204.71,163547.16,21334.7,12908.34,2651.78,36894.82,200441.98
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,28905.77,20800.24,163533.05,23003.57,15992.21,430.58,39426.36,202959.41
Fiscal,2006,1,Public Protection,FIR Fire Department,Fire Services,"Lieut,Fire Prev",145827.84,8522.8,9178.88,163529.52,27451.7,11101.29,2732.59,41285.58,204815.1
Fiscal,2011,6,General Administration & Finance,DT GSA - Technology,Management,Manager V,163529.27,0,0,163529.27,35878.32,12459.55,21512.3,69850.17,233379.44
Fiscal,1997,1,Public Protection,POL Police,Police Services,Lieutenant 2,153956.29,2533.41,7038.04,163527.74,33214.18,12393.69,1062.88,46670.75,210198.49
Fiscal,2014,1,Public Protection,POL Police,Police Services,Sergeant 2,140545.46,7478.84,15499.22,163523.52,24399.6,13712.79,2746.24,40858.63,204382.15
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,163270.2,0,250,163520.2,29600.88,10544.55,10649.18,50794.61,214314.81
Fiscal,2006,4,Community Health,DPH Public Health,Nursing,Registered Nurse,134616.4,118.69,28781.59,163516.68,28926.08,12145.06,5240.59,46311.73,209828.41
Fiscal,1992,6,General Administration & Finance,MYR Mayor,Management,Mayoral Staff XVII,163515.01,0,0,163515.01,34043.83,12516.72,18891.62,65452.17,228967.18
Fiscal,2017,4,Community Health,DPH Public Health,Nursing,Registered Nurse,132330.81,783.95,30395.61,163510.37,27363.68,11411.36,10147.87,48922.91,212433.28
Fiscal,2001,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112713.8,34337.2,16458.65,163509.65,22197.2,15835.8,2741.84,40774.84,204284.49
Fiscal,2013,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Eng/Arch/Landscape Arch Sr,163507.29,0,0,163507.29,29022.48,13501.86,10662.11,53186.45,216693.74
Fiscal,2004,1,Public Protection,POL Police,Police Services,Police Officer 2,117144.49,18214.51,28141.68,163500.68,20892.15,12889.84,2674.53,36456.52,199957.2
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131788.78,11713.67,19991.48,163493.93,26662.99,15934.38,2742.29,45339.66,208833.59
Fiscal,2015,1,Public Protection,POL Police,Police Services,Sergeant 3,142142.12,14002.79,7348.41,163493.32,24675.3,13712.79,2771.36,41159.45,204652.77
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.73,38164.96,12620.54,163489.23,25901.17,15231.67,2700.71,43833.55,207322.78
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,104185.86,42312.1,16981.65,163479.61,23924.27,14097.68,2682.45,40704.4,204184.01
Fiscal,1992,1,Public Protection,POL Police,Police Services,Police Officer 2,116023.5,36614.68,10837.65,163475.83,25073.66,12393.68,2774.16,40241.5,203717.33
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113766.97,32899.78,16808.4,163475.15,25810.53,15394.13,2722.69,43927.35,207402.5
Fiscal,1997,1,Public Protection,POL Police,Police Services,Police Officer 3,78769.95,4848.08,79851.08,163469.11,18034.91,8250.49,234.93,26520.33,189989.44
Fiscal,2017,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,91039.74,54002.46,18424.75,163466.95,21433.2,12806.33,2714.03,36953.56,200420.51
Fiscal,2007,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,107149.74,45989.89,10321.86,163461.49,19684.83,15157.72,2687,37529.55,200991.04
Fiscal,1992,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Pharmacist,159614.01,0,3845.07,163459.08,28814.99,13712.8,10582.75,53110.54,216569.62
Fiscal,2011,1,Public Protection,POL Police,Police Services,Sergeant 3,144478.84,8264.57,10715.62,163459.03,25079.29,13778.73,2740.81,41598.83,205057.86
Fiscal,1996,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112889.83,32090.93,18477.58,163458.34,22381.7,15715.72,2666.57,40763.99,204222.33
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Registered Nurse,131290.25,814.81,31351.67,163456.73,26693.13,12023.69,8331.69,47048.51,210505.24
Fiscal,2008,1,Public Protection,POL Police,Police Services,Sergeant 3,142285.52,2793.07,18378.11,163456.7,25259.56,13201.12,2794.22,41254.9,204711.6
Fiscal,1996,1,Public Protection,POL Police,Police Services,Sergeant 3,137982.27,3625.79,21848.12,163456.18,24581.77,12828.16,2668.48,40078.41,203534.59
Fiscal,2002,4,Community Health,DPH Public Health,Nursing,Nurse Manager,148970.6,0,14482.13,163452.73,29566.53,10208.86,7619.34,47394.73,210847.46
Fiscal,1993,4,Community Health,DPH Public Health,Nursing,Registered Nurse,125497.28,3966.33,33987.68,163451.29,26724.05,11496.29,9743.41,47963.75,211415.04
Fiscal,1999,4,Community Health,DPH Public Health,Nursing,Registered Nurse,133774.04,4066.71,25607.84,163448.59,27375.1,12512.39,8131.44,48018.93,211467.52
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Nurse Manager,150453.45,0,12986.78,163440.23,26705.55,13765.53,10829.73,51300.81,214741.04
Fiscal,2012,1,Public Protection,POL Police,Police Services,Sergeant 3,142145.89,15420.48,5870.73,163437.1,25234.36,13150.82,2503.12,40888.3,204325.4
Fiscal,2001,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,114900.88,27944.85,20590.97,163436.7,21962.13,16143.08,2704.84,40810.05,204246.75
Fiscal,2012,1,Public Protection,POL Police,Police Services,Police Officer 3,122957.13,35414.36,5063.83,163435.32,21364.42,13765.55,2777.67,37907.64,201342.96
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Registered Nurse,149647.57,388.65,13397.98,163434.2,28889.56,13706.21,9335.53,51931.3,215365.5
Fiscal,2003,1,Public Protection,POL Police,Police Services,Sergeant 3,143506.27,15171.89,4749.12,163427.28,24911.44,13778.73,2792.25,41482.42,204909.7
Fiscal,2003,1,Public Protection,POL Police,Police Services,Police Officer 3,122486.07,31369.85,9568.53,163424.45,21282.56,13712.79,2736.61,37731.96,201156.41
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,122544,31838.8,9040.95,163423.75,22781.97,12130.56,2757.44,37669.97,201093.72
Fiscal,2003,4,Community Health,DPH Public Health,Nursing,Registered Nurse,146618.9,0,16796.42,163415.32,28727.67,13025.1,8976.76,50729.53,214144.85
Fiscal,2005,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VI, MTA",163414,0,0,163414,29718.23,13175.97,18395.01,61289.21,224703.21
Fiscal,2001,2,"Public Works, Transportation & Commerce",WTR Water Enterprise,Professional Engineering,Eng/Arch/Landscape Arch Sr,159445.18,0,3966.42,163411.6,28907.36,13075.33,11568.78,53551.47,216963.07
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,100106.11,47519.29,15783.56,163408.96,25311.52,15231.67,2717.44,43260.63,206669.59
Fiscal,1995,4,Community Health,DPH Public Health,Nursing,Registered Nurse,135758.88,323.23,27326,163408.11,35051.91,11662.47,11263.99,57978.37,221386.48
Fiscal,2007,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VI, MTA",163402.03,0,0,163402.03,29624.83,13175.97,30026.88,72827.68,236229.71
Fiscal,2013,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VI, MTA",163402.02,0,0,163402.02,29624.83,13175.97,18364.42,61165.22,224567.24
Fiscal,2010,1,Public Protection,POL Police,Police Services,Lieutenant 3,157612.1,4915.91,866.48,163394.49,28058.16,12828.16,2756.41,43642.73,207037.22
Fiscal,2016,1,Public Protection,POL Police,Police Services,Police Officer 3,118898.24,39163.56,5332.34,163394.14,25691.58,12453.55,2772.1,40917.23,204311.37
Fiscal,2001,1,Public Protection,POL Police,Police Services,Inspector 3,138114.74,13591.07,11684.51,163390.32,24993.53,12840.49,2880,40714.02,204104.34
Fiscal,2005,4,Community Health,DPH Public Health,Nursing,Nurse Manager,163388,0,0,163388,35847.35,12501.45,10746.55,59095.35,222483.35
Fiscal,2001,6,General Administration & Finance,DT GSA - Technology,Journeyman Trade,Senior Comm Systems Technican,138721.52,24664.98,0,163386.5,24623,13765.55,11539.66,49928.21,213314.71
Fiscal,2003,1,Public Protection,POL Police,Police Services,Police Officer 3,120671.63,25211.49,17502.74,163385.86,21443.93,13138.26,2800.49,37382.68,200768.54
Fiscal,2012,1,Public Protection,POL Police,Police Services,Sergeant 3,137410.4,16086.86,9887.96,163385.22,29662.53,12333.81,2758.8,44755.14,208140.36
Fiscal,1995,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,Trans Safety Specialist,120042.13,32267.95,11072.67,163382.75,22390.85,13712.8,11776.18,47879.83,211262.58
Fiscal,2002,1,Public Protection,POL Police,Police Services,Sergeant 3,140286.04,10808.85,12283.57,163378.46,24990.19,12852.83,2760.24,40603.26,203981.72
Fiscal,2009,1,Public Protection,POL Police,Police Services,Sergeant 3,140004.71,1859.52,21511.87,163376.1,24940.66,12889.84,2761.29,40591.79,203967.89
Fiscal,1995,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,163375.73,0,0,163375.73,28933.81,10487.64,10694.38,50115.83,213491.56
Fiscal,2004,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Manager VI,139849.29,0,23525.18,163374.47,29116.62,10757.54,13250.65,53124.81,216499.28
Fiscal,1999,2,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,Administrative-Labor & Trades,Bldgs & Grounds Maint Supt,109512.03,7257.87,46603.18,163373.08,20165.72,12828.15,10818.41,43812.28,207185.36
Fiscal,2007,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,110646.55,46809.03,5915.48,163371.06,22509.11,12240.49,2619.89,37369.49,200740.55
Fiscal,2001,1,Public Protection,POL Police,Police Services,Sergeant 3,146005.65,14664.82,2694.74,163365.21,25342.81,13778.73,2779.54,41901.08,205266.29
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 2,121446.21,38169.09,3746.71,163362.01,21653.3,12828.16,2672.16,37153.62,200515.63
Fiscal,2012,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,115960,30699.8,16701.82,163361.62,34786.71,13712.8,2787.4,51286.91,214648.53
Fiscal,1997,1,Public Protection,POL Police,Police Services,Lieutenant 3,157612.12,1141.37,4607.86,163361.35,28058.16,12828.16,2626.12,43512.44,206873.79
Fiscal,2003,1,Public Protection,FIR Fire Department,Fire Services,"Insp, Fire Dept",138528,16519.47,8311.68,163359.15,25344.54,13712.8,2779.45,41836.79,205195.94
Fiscal,2015,1,Public Protection,POL Police,Police Services,Police Officer 3,119469.8,32391.53,11491.55,163352.88,24443.6,12528.71,2723.75,39696.06,203048.94
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",131473.82,23627.56,8246.43,163347.81,24744.49,15715.72,2748.59,43208.8,206556.61
Fiscal,1997,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Information Systems,IS Project Director,159908.34,0,3438.68,163347.02,28383.75,13765.55,10508.52,52657.82,216004.84
Fiscal,1998,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,Electrical Transit System Mech,89960,61899.97,11486.7,163346.67,17929.08,13712.8,11545.18,43187.06,206533.73
Fiscal,2005,1,Public Protection,POL Police,Police Services,Sergeant 3,142864.42,10541.07,9939.04,163344.53,24800.64,13778.72,2717.42,41296.78,204641.31
Fiscal,2005,4,Community Health,DPH Public Health,Nursing,Registered Nurse,155014.07,0,8327.09,163341.16,27760.92,13765.55,9722.15,51248.62,214589.78
