Year Type,Year,Organization Group Code,Organization Group,Department,Job Family,Job,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,1992,1,Public Protection,POL Police,Police Services,Sergeant 3,138281.45,21450.27,14660.03,174391.75,26196.84,12766.49,406.3,39369.63,213761.38
Fiscal,2014,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588,0,1800.2,174388.2,30884.15,12828.16,10627.42,54339.73,228727.93
Fiscal,2000,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Eng/Arch/Landscape Arch Sr,174385.37,0,0,174385.37,38260.21,12501.46,10913.81,61675.48,236060.85
Fiscal,2009,5,Culture & Recreation,REC Recreation & Park Commsn,Construction Project Mgmt,Project Manager 3,174385.36,0,0,174385.36,38260.21,12501.46,10869.72,61631.39,236016.75
Fiscal,2010,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Construction Project Mgmt,Project Manager 3,174385.35,0,0,174385.35,38260.21,12501.47,10946.63,61708.31,236093.66
Fiscal,1992,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Eng/Arch/Landscape Arch Sr,174385.35,0,0,174385.35,38260.21,12501.46,10738.83,61500.5,235885.85
Fiscal,2009,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Engineer,174385.35,0,0,174385.35,38260.21,12501.46,10926.2,61687.87,236073.22
Fiscal,2005,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Assoc Engineer,174385.34,0,0,174385.34,38260.21,12501.47,10996.25,61757.93,236143.27
Fiscal,2005,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Engineer,174385.32,0,0,174385.32,38260.21,12501.46,10856.06,61617.73,236003.05
Fiscal,2009,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Eng/Arch/Landscape Arch Sr,174385.32,0,0,174385.32,38260.21,12501.48,10926.2,61687.89,236073.21
Fiscal,2008,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Assoc Engineer,174385.32,0,0,174385.32,38260.21,12501.46,11307.23,62068.9,236454.22
Fiscal,2008,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Engineer,174385.32,0,0,174385.32,38260.21,12501.46,11328.7,62090.37,236475.69
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Engineer,174385.31,0,0,174385.31,38260.21,12501.47,10928.96,61690.64,236075.95
Fiscal,2009,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Construction Project Mgmt,Project Manager 3,174385.31,0,0,174385.31,38260.21,12501.46,10850.88,61612.55,235997.86
Fiscal,1999,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Assoc Engineer,174385.31,0,0,174385.31,38260.21,12501.44,10841.42,61603.07,235988.38
Fiscal,2000,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Construction Project Mgmt,Project Manager 3,174385.3,0,0,174385.3,38260.21,12501.45,10552.68,61314.34,235699.64
Fiscal,2002,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Professional Engineering,Engineer,174385.3,0,0,174385.3,38260.06,12501.47,11966.32,62727.85,237113.15
Fiscal,1999,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Engineer,174385.3,0,0,174385.3,38260.21,12501.53,10900.73,61662.47,236047.77
Fiscal,2013,1,Public Protection,POL Police,Police Services,Police Officer 3,123075.1,32664.14,18642.83,174382.07,21384.92,13778.71,2980.2,38143.83,212525.9
Fiscal,2006,1,Public Protection,POL Police,Police Services,Sergeant 3,137982.1,25506.76,10891.24,174380.1,28204.62,12468.76,2651.48,43324.86,217704.96
Fiscal,1995,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Manager VI,173973.31,0,395.71,174369.02,36221.26,12516.72,17733.46,66471.44,240840.46
Fiscal,2007,4,Community Health,DPH Public Health,Medical & Dental,Supervising Physician Spec,169252.41,0,5110,174362.41,37287.53,9914.95,10588.22,57790.7,232153.11
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,153200.58,11370.63,9788.32,174359.53,28131.8,13699.61,2932.17,44763.58,219123.11
Fiscal,1997,1,Public Protection,POL Police,Police Services,Police Officer 3,128650.49,39565.28,6140.24,174356.01,22347.15,13772.14,2970.95,39090.24,213446.25
Fiscal,2005,6,General Administration & Finance,CON Controller,Management,Manager V,174349.78,0,0,174349.78,30954.62,13765.55,18892.84,63613.01,237962.79
Fiscal,1998,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,161658.4,11309.85,1379.37,174347.62,29558.76,12509.94,10867.91,52936.61,227284.23
Fiscal,2004,4,Community Health,DPH Public Health,Nursing,Registered Nurse,155003.05,0,19338.7,174341.75,29678.7,13765.55,10104.59,53548.84,227890.59
Fiscal,2017,1,Public Protection,POL Police,Police Services,Sergeant 3,140566,32943.26,829.23,174338.49,24955.97,13188.54,2928.78,41073.29,215411.78
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.71,42755.7,18872.45,174331.86,27265.58,15231.67,2910.29,45407.54,219739.4
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Registered Nurse,147761.1,0,26570.25,174331.35,29667.14,13125.68,9794.94,52587.76,226919.11
Fiscal,1996,1,Public Protection,POL Police,Police Services,Police Officer 3,122934.23,43794.86,7599.12,174328.21,21365,13765.54,2906.99,38037.53,212365.74
Fiscal,2004,4,Community Health,DPH Public Health,Nursing,Nurse Manager,169656.75,0,4663.6,174320.35,31604.26,13175.97,11133.57,55913.8,230234.15
Fiscal,2015,1,Public Protection,POL Police,Police Services,Lieutenant 3,157612,2486.4,14221.43,174319.83,29758.19,12828.16,385.16,42971.51,217291.34
Fiscal,2010,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Eng/Arch/Landscape Arch Sr,174316.73,0,0,174316.73,30941.15,13765.64,11326.18,56032.97,230349.7
Fiscal,1997,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Management,Dep Dir III,174304.05,0,0,174304.05,31601.3,13175.97,18673.08,63450.35,237754.4
Fiscal,2003,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,Transit Supervisor,87977.33,76737.03,9589.69,174304.05,17050.32,12815.82,9134.27,39000.41,213304.46
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 3,121133.35,23914.56,29255.31,174303.22,21526.01,13188.54,2969.72,37684.27,211987.49
Fiscal,2000,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Legal & Court,Attorney (Civil/Criminal),172588.06,0,1707.74,174295.8,30867.77,12828.16,10748.72,54444.65,228740.45
Fiscal,2011,4,Community Health,DPH Public Health,Nursing,Special Nurse,140529.23,6082.42,27682.2,174293.85,0,11246.1,10978.82,22224.92,196518.77
Fiscal,1998,4,Community Health,DPH Public Health,Nursing,Registered Nurse,140847.42,2575.39,30870.48,174293.29,28809.16,11978.83,2955.82,43743.81,218037.1
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,"Captain, Emergency Med Svcs",149667.72,654.2,23967.25,174289.17,33155.44,13164.14,2897.51,49217.09,223506.26
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",149511.94,10201.87,14575.35,174289.16,29059.82,12828.16,402.06,42290.04,216579.2
Fiscal,1992,4,Community Health,DPH Public Health,Nursing,Registered Nurse,134234.18,3123.48,36931.13,174288.79,29182.92,12294.05,11156.32,52633.29,226922.08
Fiscal,2010,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,42074.23,18384.17,174285.44,22503.27,15992.21,2962.63,41458.11,215743.55
Fiscal,1993,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,93665,61985.17,18633.52,174283.69,28905.93,11075.72,2980.9,42962.55,217246.24
Fiscal,2009,1,Public Protection,POL Police,Police Services,Sergeant 3,141733.44,17197.04,15352.88,174283.36,25162.95,13201.12,2971.67,41335.74,215619.1
Fiscal,2012,5,Culture & Recreation,LIB Public Library,Management,Dep Dir III,174278.95,0,0,174278.95,30864.84,12828.16,12223.95,55916.95,230195.9
Fiscal,2008,1,Public Protection,POL Police,Police Services,Police Officer 3,123016.15,37765.25,13492.5,174273.9,21374.65,13772.13,2895.88,38042.66,212316.56
Fiscal,2006,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Manager VI,174273.09,0,0,174273.09,30863.74,12828.16,19031.87,62723.77,236996.86
Fiscal,2004,6,General Administration & Finance,CON Controller,Management,Manager III,165037.53,9232.93,0,174270.46,29294.06,13712.8,19462.29,62469.15,236739.61
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 3,122486.18,44082.82,7700.65,174269.65,21282.57,13712.81,2930.63,37926.01,212195.66
Fiscal,2016,1,Public Protection,POL Police,Police Services,Sergeant 3,142825.57,21750.59,9692.93,174269.09,24793.93,13778.72,2978.26,41550.91,215820
Fiscal,2007,1,Public Protection,POL Police,Police Services,Lieutenant 3,155755.5,343.36,18167.43,174266.29,31814.42,12348.87,2865.96,47029.25,221295.54
Fiscal,2012,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.05,0,1667.39,174255.44,30860.63,12828.16,10479.26,54168.05,228423.49
Fiscal,2013,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.04,0,1667.4,174255.44,30860.63,12828.16,10568.89,54257.68,228513.12
Fiscal,2015,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.04,0,1667.39,174255.43,30860.63,12828.16,10472.38,54161.17,228416.6
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Nurse Manager,158414.01,0,15841.4,174255.41,36279.95,12516.72,10254.91,59051.58,233306.99
Fiscal,1996,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.01,0,1667.39,174255.4,30860.64,12828.16,10678.8,54367.6,228623
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,100537.8,55690.32,18023.9,174252.02,25420.45,15231.67,2884.3,43536.42,217788.44
Fiscal,2004,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Captain,147556.44,8180.59,18513.29,174250.32,29779.98,12516.84,2786.86,45083.68,219334
Fiscal,2001,1,Public Protection,POL Police,Police Services,Police Officer 3,123970.13,39867.76,10411.36,174249.25,21537.02,13545.68,2670.43,37753.13,212002.38
Fiscal,2002,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172809.34,0,1437.5,174246.84,38229.73,12501.45,11006.82,61738,235984.84
Fiscal,2000,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,166008,0,8235.64,174243.64,37561.03,10919.38,10606.22,59086.63,233330.27
Fiscal,1995,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113766.99,42493.64,17981.11,174241.74,25698.22,15394.13,2719.21,43811.56,218053.3
Fiscal,1999,1,Public Protection,POL Police,Police Services,Sergeant 2,112904.95,34876.6,26459.64,174241.19,24375.95,10375.96,2930.95,37682.86,211924.05
Fiscal,2010,1,Public Protection,POL Police,Police Services,Sergeant 3,143289.7,14543.1,16407.64,174240.44,24873.38,13712.79,2904.35,41490.52,215730.96
Fiscal,2011,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,111826.56,44243.59,18169.22,174239.37,22280.02,15567.7,2948.48,40796.2,215035.57
Fiscal,1994,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",130961.04,26137.65,17136.03,174234.72,29887.5,15250.26,2804.14,47941.9,222176.62
Fiscal,2010,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,116099.52,40552.83,17581.04,174233.39,22346.98,16771.81,2964.98,42083.77,216317.16
Fiscal,1999,2,"Public Works, Transportation & Commerce",WTR Water Enterprise,Professional Engineering,Eng/Arch/Landscape Arch Sr,174223.22,0,0,174223.22,30959.69,13765.55,11234.51,55959.75,230182.97
Fiscal,2005,1,Public Protection,POL Police,Police Services,Police Officer 3,123938.52,40521.96,9762.04,174222.52,22094.91,12846.67,2844.82,37786.4,212008.92
Fiscal,1993,1,Public Protection,POL Police,Police Services,Sergeant 3,142415.4,14806.32,17000.53,174222.25,25870.71,12766.49,420.11,39057.31,213279.56
Fiscal,2004,1,Public Protection,POL Police,Police Services,Sergeant 3,138579.12,24007.98,11632.76,174219.86,28326.66,12522.72,2845.26,43694.64,217914.5
Fiscal,2005,1,Public Protection,POL Police,Police Services,Police Officer 3,30867.91,90.88,143238.62,174197.41,5846.98,3330.39,85.43,9262.8,183460.21
Fiscal,2016,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Professional Engineering,Eng/Arch/Landscape Arch Sr,160839.66,0,13347.24,174186.9,29166.69,13175.96,11382.32,53724.97,227911.87
Fiscal,1993,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Legal & Court,Attorney (Civil/Criminal),172746.93,0,1437.5,174184.43,38216.04,12501.45,11045.13,61762.62,235947.05
Fiscal,2017,1,Public Protection,POL Police,Police Services,Sergeant 3,144408.64,5254.79,24520.23,174183.66,30429.39,12600.64,2803.72,45833.75,220017.41
Fiscal,2005,1,Public Protection,POL Police,Police Services,Sergeant 3,137982.04,27991.26,8202.8,174176.1,24581.7,12828.16,2914.67,40324.53,214500.63
Fiscal,2000,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,114900.88,45017.02,14253.43,174171.33,22012.31,16143.08,2979.15,41134.54,215305.87
Fiscal,2016,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Management,Manager V,174164.91,0,0,174164.91,36261.16,12516.72,17877.48,66655.36,240820.27
Fiscal,1992,1,Public Protection,POL Police,Police Services,Police Officer 3,119069.64,39900.51,15194.14,174164.29,21232.79,12846.67,2891.63,36971.09,211135.38
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,"Lieut,Fire Prev",122092,28080.74,23990.36,174163.1,26793.8,10310.71,321.52,37426.03,211589.13
Fiscal,1999,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Lieutenant,134472.6,10833.01,28857.33,174162.94,38415.2,12501.45,434.53,51351.18,225514.12
Fiscal,2014,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Public Safety Inspection,Plumbing Inspector,118816.96,11812.73,43529.66,174159.35,23526.51,13765.55,10776.58,48068.64,222227.99
Fiscal,2002,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Management,Manager V,174159.26,0,0,174159.26,30913.32,13765.55,18747.25,63426.12,237585.38
Fiscal,2006,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,162850.71,4456.54,6849.6,174156.85,30579.78,13226.26,10989.32,54795.36,228952.21
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Manager IV,174147.89,0,0,174147.89,30911.18,13765.55,19962.67,64639.4,238787.29
Fiscal,2002,1,Public Protection,POL Police,Police Services,Lieutenant 3,162053.41,4491.12,7600.95,174145.48,35335.74,12501.46,2907.12,50744.32,224889.8
Fiscal,2012,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,Transit Supervisor,88062,79210.74,6872.25,174144.99,16627.19,12828.16,9517.71,38973.06,213118.05
Fiscal,2015,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113155.88,49779.43,11201.58,174136.89,22313.67,15897.91,2859.78,41071.36,215208.25
Fiscal,2009,1,Public Protection,POL Police,Police Services,Sergeant 3,138645.58,31027.75,4461.69,174135.02,24699.92,12889.83,2839.41,40429.16,214564.18
Fiscal,2007,4,Community Health,DPH Public Health,Nursing,Registered Nurse,138208.6,0,35924.68,174133.28,51888.59,12468.77,391.08,64748.44,238881.72
Fiscal,2012,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",138434.51,12123.07,23573.53,174131.11,34621.22,14465.29,3010.83,52097.34,226228.45
Fiscal,2011,4,Community Health,DPH Public Health,Nursing,Registered Nurse,137441.05,435.19,36248.85,174125.09,33815.06,12396.84,524.72,46736.62,220861.71
Fiscal,2006,3,Human Welfare & Neighborhood Development,HSA Human Services Agency,Legal & Court,Attorney (Civil/Criminal),172588.01,0,1535.1,174123.11,30837.19,12828.16,10753.12,54418.47,228541.58
Fiscal,2013,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),172588.05,0,1534.59,174122.64,30837.11,12828.16,10667.91,54333.18,228455.82
Fiscal,1997,2,"Public Works, Transportation & Commerce",WWE Wastewater Enterprise,Management,Engineer/Architect Principal,174121.82,0,0,174121.82,36351.48,12516.72,10186.48,59054.68,233176.5
Fiscal,2001,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Management,Engineer/Architect Principal,174121.81,0,0,174121.81,36252.17,12516.74,10144.57,58913.48,233035.29
Fiscal,2007,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Management,Engineer/Architect Principal,174121.81,0,0,174121.81,36252.17,12516.73,10180.44,58949.34,233071.15
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Engineer/Architect Principal,174121.8,0,0,174121.8,36252.16,12516.73,10115.78,58884.67,233006.47
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Engineer/Architect Principal,174121.8,0,0,174121.8,36323.31,12516.72,10161.51,59001.54,233123.34
Fiscal,1992,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Management,Engineer/Architect Principal,174121.8,0,0,174121.8,36252.16,12516.73,10123.74,58892.63,233014.43
Fiscal,2011,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Management,Engineer/Architect Principal,174121.8,0,0,174121.8,36393.32,12516.75,10188.77,59098.84,233220.64
Fiscal,1998,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Management,Special Assistant 19,174121.8,0,0,174121.8,36252.16,12516.72,14804.66,63573.54,237695.34
Fiscal,1997,2,"Public Works, Transportation & Commerce",PUB Public Utilities Bureaus,Management,Engineer/Architect Principal,174121.8,0,0,174121.8,36252.16,12516.71,10109.21,58878.08,232999.88
Fiscal,2011,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Public Safety Inspection,Heating/Ventilating Inspector,84858.3,81674.77,7583.02,174116.09,16176.71,9705.98,7560.76,33443.45,207559.54
Fiscal,2004,1,Public Protection,POL Police,Police Services,Police Officer 3,126573.56,37741.95,9797.4,174112.91,22486.27,13188.54,2554.84,38229.65,212342.56
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,Maintenance Machinist,89940.63,65116.48,19047.99,174105.1,18935.77,13765.55,11501.99,44203.31,218308.41
Fiscal,1996,4,Community Health,DPH Public Health,Nursing,Registered Nurse,138736.1,0,35368.83,174104.93,35742.53,12516.72,1988.99,50248.24,224353.17
Fiscal,2002,1,Public Protection,POL Police,Police Services,Sergeant 3,141256.88,21919.47,10928.43,174104.78,25077.34,13138.25,2857.48,41073.07,215177.85
Fiscal,1998,4,Community Health,DPH Public Health,Nursing,Nurse Manager,174104.5,0,0,174104.5,31565.22,13175.97,11119.56,55860.75,229965.25
Fiscal,1997,1,Public Protection,FIR Fire Department,Fire Services,"Lieutenant, Fire Suppression",133632.43,17732.83,22738.38,174103.64,26870.73,16613.59,2923.3,46407.62,220511.26
Fiscal,2005,6,General Administration & Finance,CAT City Attorney,Legal & Court,Attorney (Civil/Criminal),169766.89,0,4333.12,174100.01,30833.16,12618.47,10499.98,53951.61,228051.62
Fiscal,2010,1,Public Protection,FIR Fire Department,Fire Services,EMT/Paramedic/Firefighter,130113.22,28324.2,15659.78,174097.2,25816.4,15675.75,2895.86,44388.01,218485.21
Fiscal,2007,1,Public Protection,POL Police,Police Services,Police Officer 2,121470.67,39591.87,13031.6,174094.14,21107.48,13712.8,2843.12,37663.4,211757.54
Fiscal,2016,2,"Public Works, Transportation & Commerce",HHP Hetch Hetchy Water & Power,Management,Engineer/Architect Principal,174090.3,0,0,174090.3,36245.6,12516.73,10404.6,59166.93,233257.23
Fiscal,2007,2,"Public Works, Transportation & Commerce",AIR Airport Commission,Airport Operation,Airport Electrician,108232.84,55736.09,10120,174088.93,23126.73,12516.73,11717.05,47360.51,221449.44
Fiscal,2005,1,Public Protection,POL Police,Police Services,"Inspector, (Police Department)",146470.8,14055.42,13562.29,174088.51,27787.32,12828.16,406.08,41021.56,215110.07
Fiscal,1999,1,Public Protection,SHF Sheriff,Correction & Detention,Senior Deputy Sheriff,116405.9,37580.75,20101.18,174087.83,35088.48,13765.56,2528.69,51382.73,225470.56
Fiscal,2006,1,Public Protection,DAT District Attorney,Legal & Court,Attorney (Civil/Criminal),172585.13,0,1500,174085.13,30900.11,13765.55,11037.78,55703.44,229788.57
Fiscal,2010,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Journeyman Trade,"Electrl Trnst Mech, Asst Sprv",93344.2,50939.81,29797.33,174081.34,20018.25,12468.77,10776.24,43263.26,217344.6
Fiscal,2017,1,Public Protection,POL Police,Police Services,Sergeant 2,137271.72,1490.32,35318.51,174080.55,29632.79,12333.82,2422.61,44389.22,218469.77
Fiscal,1999,6,General Administration & Finance,ADM Gen Svcs Agency-City Admin,Management,Dep Dir III,174063.72,0,0,174063.72,38189.61,12501.45,24030.45,74721.51,248785.23
Fiscal,1999,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,40834.16,19392.38,174053.58,22636.67,15992.21,2991.59,41620.47,215674.05
Fiscal,1999,4,Community Health,DPH Public Health,Management,Manager IV,174053.31,0,0,174053.31,30894.43,13765.55,18673.78,63333.76,237387.07
Fiscal,2003,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Supervising Pharmacist,172699.1,0,1350,174049.1,37890.15,12501.45,10601.64,60993.24,235042.34
Fiscal,2008,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,111640.49,43701.49,18702.67,174044.65,25542.9,15106.39,2791.66,43440.95,217485.6
Fiscal,1999,1,Public Protection,POL Police,Police Services,Police Officer 3,118326.58,41880.31,13835.95,174042.84,24209.69,12408.82,2880.82,39499.33,213542.17
Fiscal,2001,4,Community Health,DPH Public Health,Nursing,Nurse Manager,153152.13,0,20890.5,174042.63,29838.13,11618.05,10104.91,51561.09,225603.72
Fiscal,1993,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,105098.86,55588.43,13349.73,174037.02,30576.44,13775.43,2926.63,47278.5,221315.52
Fiscal,2011,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,104620.99,56805.57,12608.75,174035.31,31074.61,13712.8,2909.87,47697.28,221732.59
Fiscal,1997,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Supervising Pharmacist,172680.65,0,1350,174030.65,37886.1,12501.45,10594.38,60981.93,235012.58
Fiscal,1996,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Information Systems,IS Engineer-Principal,159133.17,0,14893.45,174026.62,28246.09,13699.61,11273.05,53218.75,227245.37
Fiscal,1997,2,"Public Works, Transportation & Commerce",DPW GSA - Public Works,Professional Engineering,Architectural Associate 2,174025.53,0,0,174025.53,31550.8,12697.15,11013.19,55261.14,229286.67
Fiscal,2004,2,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,Street Transit,"Manager VI, MTA",174019.1,0,0,174019.1,31549.71,13164.28,18632.1,63346.09,237365.19
Fiscal,2008,1,Public Protection,POL Police,Police Services,Lieutenant 3,158771.93,5906.18,9335.32,174013.43,28262.87,12766.49,2851.69,43881.05,217894.48
Fiscal,1993,6,General Administration & Finance,MYR Mayor,Management,Mayoral Staff XVII,174012.79,0,0,174012.79,38178.42,12453.56,18166.52,68798.5,242811.29
Fiscal,2004,1,Public Protection,POL Police,Police Services,Sergeant 3,137550.85,31338.23,5122.98,174012.06,28116.45,12429.8,358.81,40905.06,214917.12
Fiscal,1993,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113220.44,36044.93,24746.66,174012.03,27408.29,15250.26,2800.62,45459.17,219471.2
Fiscal,2002,1,Public Protection,POL Police,Police Services,Lieutenant 3,161405.97,1953.57,10646.38,174005.92,34814.49,12513.43,2939.36,50267.28,224273.2
Fiscal,1995,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,171038.82,0,2965.62,174004.44,39300.37,12405.66,11052.14,62758.17,236762.61
Fiscal,1992,1,Public Protection,SHF Sheriff,Correction & Detention,Sheriff's Captain,151402.01,0,22600.99,174003,41412.1,12441.68,2004.15,55857.93,229860.93
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,116099.53,38297.54,19605.5,174002.57,22543.58,16771.81,2962.05,42277.44,216280.01
Fiscal,2002,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,113827.04,37488.62,22686.31,174001.97,23374.35,15992.21,2979.05,42345.61,216347.58
Fiscal,2003,3,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,Management,Dept Head II,173995.01,0,0,173995.01,30814.62,12581.47,15848.42,59244.51,233239.52
Fiscal,2006,4,Community Health,DPH Public Health,Medical & Dental,Senior Physician Specialist,171369.01,0,2625,173994.01,31069.17,10560.9,8972.74,50602.81,224596.82
Fiscal,1994,1,Public Protection,POL Police,Police Services,Sergeant 3,140121.33,20642.07,13228.13,173991.53,28658.1,12606.64,2912.71,44177.45,218168.98
Fiscal,2002,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Supervising Pharmacist,172636.2,0,1350,173986.2,37876.42,12501.45,11023.53,61401.4,235387.6
Fiscal,2013,1,Public Protection,POL Police,Police Services,Police Officer 3,122957.12,44792.51,6226.71,173976.34,21788.82,13765.55,2900.91,38455.28,212431.62
Fiscal,1992,1,Public Protection,POL Police,Police Services,Police Officer 2,124147.11,29931.69,19892.26,173971.06,22057.37,13125.68,2913.6,38096.65,212067.71
Fiscal,1995,4,Community Health,DPH Public Health,Management,Manager VIII,173967.58,0,0,173967.58,38168.4,9435.98,20412.82,68017.2,241984.78
Fiscal,2015,1,Public Protection,POL Police,Police Services,Police Officer 2,117301.17,47742.09,8923.08,173966.34,20847.94,13025.1,2812.7,36685.74,210652.08
Fiscal,2013,1,Public Protection,FIR Fire Department,Fire Services,Firefighter,112703.73,39259.18,21986.61,173949.52,26823.22,15250.26,2844.85,44918.33,218867.85
Fiscal,1995,1,Public Protection,POL Police,Police Services,Police Officer 2,116584.01,50121.04,7237.4,173942.45,23856.39,12468.77,355.62,36680.78,210623.23
Fiscal,2009,4,Community Health,DPH Public Health,"Lab, Pharmacy & Med Techs",Clinical Pharmacist,170346.3,2078.7,1516.84,173941.84,31158.81,13175.97,11000.35,55335.13,229276.97
Fiscal,2000,4,Community Health,DPH Public Health,Management,Manager V,173941.65,0,0,173941.65,36214.59,12372.85,15747.04,64334.48,238276.13
Fiscal,2004,1,Public Protection,SHF Sheriff,Correction & Detention,Deputy Sheriff,105023.31,54013.76,14903.6,173940.67,31801.42,13765.55,2924.98,48491.95,222432.62
Fiscal,1993,4,Community Health,DPH Public Health,Nursing,Nurse Practitioner,173685.63,0,250,173935.63,40503.57,12478.6,10389.67,63371.84,237307.47
