ISIN,Security Description,Indicate Value Of Aggregate Holding Of FPIS (INR Cr),source_file,date
IN0020180454,07.26 GS 2029,6675.179,CCIL 06-14-2024.xls,2024-06-14
IN0020220011,07.10 GS 2029,7840.832,CCIL 06-14-2024.xls,2024-06-14
IN0020240076,07.02 GS 2031,500.0,CCIL 06-14-2024.xls,2024-06-14
IN0020210244,06.54 GS 2032,7092.965,CCIL 06-14-2024.xls,2024-06-14
IN0020220151,07.26 GS 2033,6480.892,CCIL 06-14-2024.xls,2024-06-14
IN0020230135,07.32 GS 2030,2762.87,CCIL 06-14-2024.xls,2024-06-14
IN0020210095,06.10 GS 2031,5641.549,CCIL 06-14-2024.xls,2024-06-14
IN0020230051,07.30 GS 2053,6587.021,CCIL 06-14-2024.xls,2024-06-14
IN0020230036,07.17 GS 2030,3592.0,CCIL 06-14-2024.xls,2024-06-14
IN0020190362,06.45 GS 2029,3898.517,CCIL 06-14-2024.xls,2024-06-14
IN0020220144,07.29 GOI SGRB 2033,266.634,CCIL 06-14-2024.xls,2024-06-14
IN0020190396,06.18 GS 2024,2458.939,CCIL 06-14-2024.xls,2024-06-14
IN0020240019,07.10 GS 2034,2401.602,CCIL 06-14-2024.xls,2024-06-14
IN0020200153,05.77 GS 2030,3411.058,CCIL 06-14-2024.xls,2024-06-14
IN0020220029,07.54 GS 2036,3770.005,CCIL 06-14-2024.xls,2024-06-14
IN0020200070,05.79 GS 2030,2534.48,CCIL 06-14-2024.xls,2024-06-14
IN0020200278,05.15 GS 2025,2401.386,CCIL 06-14-2024.xls,2024-06-14
IN0020200252,06.67 GS 2050,2734.279,CCIL 06-14-2024.xls,2024-06-14
IN0020220086,07.36 GS 2052,2484.119,CCIL 06-14-2024.xls,2024-06-14
IN0020220102,07.41 GS 2036,2046.683,CCIL 06-14-2024.xls,2024-06-14
IN0020200294,05.85 GS 2030,1481.79,CCIL 06-14-2024.xls,2024-06-14
IN0020230150,07.24 GOI SGRB 2033,44.0,CCIL 06-14-2024.xls,2024-06-14
IN0020210194,06.99 GS 2051,1020.633,CCIL 06-14-2024.xls,2024-06-14
IN0020190032,07.72 GS 2049,580.788,CCIL 06-14-2024.xls,2024-06-14
IN0020220136,07.10 GOI SGRB 2028,52.639,CCIL 06-14-2024.xls,2024-06-14
IN0020200054,07.16 GS 2050,670.195,CCIL 06-14-2024.xls,2024-06-14
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 06-14-2024.xls,2024-06-14
IN0020240050,07.04 GS 2029,0.0,CCIL 06-14-2024.xls,2024-06-14
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 06-14-2024.xls,2024-06-14
IN0020230085,07.18 GS 2033,24985.948,CCIL 06-28-2024.xls,2024-06-28
IN0020210186,05.74 GS 2026,6579.732,CCIL 06-28-2024.xls,2024-06-28
IN0020230010,07.06 GS 2028,11181.221,CCIL 06-28-2024.xls,2024-06-28
IN0020230101,07.37 GS 2028,7422.358,CCIL 06-28-2024.xls,2024-06-28
IN0020210012,05.63 GS 2026,12182.042,CCIL 06-28-2024.xls,2024-06-28
IN0020220037,07.38 GS 2027,9402.667,CCIL 06-28-2024.xls,2024-06-28
IN0020230077,07.18 GS 2037,11654.065,CCIL 06-28-2024.xls,2024-06-28
IN0020200112,05.22 GS 2025,7693.406,CCIL 06-28-2024.xls,2024-06-28
IN0020220011,07.10 GS 2029,8744.169,CCIL 06-28-2024.xls,2024-06-28
IN0020220060,07.26 GS 2032,7959.27,CCIL 06-28-2024.xls,2024-06-28
IN0020240076,07.02 GS 2031,565.909,CCIL 06-28-2024.xls,2024-06-28
IN0020230135,07.32 GS 2030,3551.369,CCIL 06-28-2024.xls,2024-06-28
IN0020220151,07.26 GS 2033,6440.711,CCIL 06-28-2024.xls,2024-06-28
IN0020240019,07.10 GS 2034,4153.851,CCIL 06-28-2024.xls,2024-06-28
IN0020180454,07.26 GS 2029,5165.732,CCIL 06-28-2024.xls,2024-06-28
IN0020230051,07.30 GS 2053,7163.297,CCIL 06-28-2024.xls,2024-06-28
IN0020220102,07.41 GS 2036,5907.498,CCIL 06-28-2024.xls,2024-06-28
IN0020210244,06.54 GS 2032,5895.567,CCIL 06-28-2024.xls,2024-06-28
IN0020230036,07.17 GS 2030,3718.45,CCIL 06-28-2024.xls,2024-06-28
IN0020220144,07.29 GOI SGRB 2033,287.902,CCIL 06-28-2024.xls,2024-06-28
IN0020210095,06.10 GS 2031,5386.023,CCIL 06-28-2024.xls,2024-06-28
IN0020190362,06.45 GS 2029,3949.727,CCIL 06-28-2024.xls,2024-06-28
IN0020190396,06.18 GS 2024,2500.939,CCIL 06-28-2024.xls,2024-06-28
IN0020200153,05.77 GS 2030,3609.218,CCIL 06-28-2024.xls,2024-06-28
IN0020220029,07.54 GS 2036,4012.195,CCIL 06-28-2024.xls,2024-06-28
IN0020200070,05.79 GS 2030,2622.829,CCIL 06-28-2024.xls,2024-06-28
IN0020200278,05.15 GS 2025,2428.686,CCIL 06-28-2024.xls,2024-06-28
IN0020200252,06.67 GS 2050,3092.973,CCIL 06-28-2024.xls,2024-06-28
IN0020240050,07.04 GS 2029,424.634,CCIL 06-28-2024.xls,2024-06-28
IN0020220086,07.36 GS 2052,2623.576,CCIL 06-28-2024.xls,2024-06-28
IN0020200294,05.85 GS 2030,1953.17,CCIL 06-28-2024.xls,2024-06-28
IN0020230150,07.24 GOI SGRB 2033,69.0,CCIL 06-28-2024.xls,2024-06-28
IN0020210194,06.99 GS 2051,1602.933,CCIL 06-28-2024.xls,2024-06-28
IN0020200054,07.16 GS 2050,861.915,CCIL 06-28-2024.xls,2024-06-28
IN0020190032,07.72 GS 2049,572.388,CCIL 06-28-2024.xls,2024-06-28
IN0020220136,07.10 GOI SGRB 2028,50.549,CCIL 06-28-2024.xls,2024-06-28
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 06-28-2024.xls,2024-06-28
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 06-28-2024.xls,2024-06-28
IN0020230085,07.18 GS 2033,24756.916,CCIL 07-05-2024.xls,2024-07-05
IN0020210186,05.74 GS 2026,6788.232,CCIL 07-05-2024.xls,2024-07-05
IN0020230101,07.37 GS 2028,7881.401,CCIL 07-05-2024.xls,2024-07-05
IN0020230010,07.06 GS 2028,11296.838,CCIL 07-05-2024.xls,2024-07-05
IN0020210012,05.63 GS 2026,12629.082,CCIL 07-05-2024.xls,2024-07-05
IN0020220037,07.38 GS 2027,10541.457,CCIL 07-05-2024.xls,2024-07-05
IN0020200112,05.22 GS 2025,8119.949,CCIL 07-05-2024.xls,2024-07-05
IN0020230077,07.18 GS 2037,9927.519,CCIL 07-05-2024.xls,2024-07-05
IN0020220011,07.10 GS 2029,9037.817,CCIL 07-05-2024.xls,2024-07-05
IN0020230135,07.32 GS 2030,3809.369,CCIL 07-05-2024.xls,2024-07-05
IN0020220060,07.26 GS 2032,7948.87,CCIL 07-05-2024.xls,2024-07-05
IN0020240076,07.02 GS 2031,568.109,CCIL 07-05-2024.xls,2024-07-05
IN0020240019,07.10 GS 2034,4646.891,CCIL 07-05-2024.xls,2024-07-05
IN0020220102,07.41 GS 2036,7144.308,CCIL 07-05-2024.xls,2024-07-05
IN0020220151,07.26 GS 2033,6806.762,CCIL 07-05-2024.xls,2024-07-05
IN0020180454,07.26 GS 2029,5135.137,CCIL 07-05-2024.xls,2024-07-05
IN0020230051,07.30 GS 2053,7133.458,CCIL 07-05-2024.xls,2024-07-05
IN0020220144,07.29 GOI SGRB 2033,287.902,CCIL 07-05-2024.xls,2024-07-05
IN0020210244,06.54 GS 2032,5594.997,CCIL 07-05-2024.xls,2024-07-05
IN0020210095,06.10 GS 2031,5404.673,CCIL 07-05-2024.xls,2024-07-05
IN0020230036,07.17 GS 2030,3543.455,CCIL 07-05-2024.xls,2024-07-05
IN0020190362,06.45 GS 2029,3948.627,CCIL 07-05-2024.xls,2024-07-05
IN0020190396,06.18 GS 2024,2501.089,CCIL 07-05-2024.xls,2024-07-05
IN0020240050,07.04 GS 2029,713.022,CCIL 07-05-2024.xls,2024-07-05
IN0020200153,05.77 GS 2030,3611.518,CCIL 07-05-2024.xls,2024-07-05
IN0020220029,07.54 GS 2036,4052.782,CCIL 07-05-2024.xls,2024-07-05
IN0020200070,05.79 GS 2030,2654.129,CCIL 07-05-2024.xls,2024-07-05
IN0020200252,06.67 GS 2050,3165.673,CCIL 07-05-2024.xls,2024-07-05
IN0020200278,05.15 GS 2025,2417.186,CCIL 07-05-2024.xls,2024-07-05
IN0020200294,05.85 GS 2030,2038.57,CCIL 07-05-2024.xls,2024-07-05
IN0020220086,07.36 GS 2052,2658.376,CCIL 07-05-2024.xls,2024-07-05
IN0020230150,07.24 GOI SGRB 2033,69.0,CCIL 07-05-2024.xls,2024-07-05
IN0020210194,06.99 GS 2051,1643.363,CCIL 07-05-2024.xls,2024-07-05
IN0020200054,07.16 GS 2050,869.315,CCIL 07-05-2024.xls,2024-07-05
IN0020190032,07.72 GS 2049,612.188,CCIL 07-05-2024.xls,2024-07-05
IN0020220136,07.10 GOI SGRB 2028,50.549,CCIL 07-05-2024.xls,2024-07-05
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 07-05-2024.xls,2024-07-05
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 07-05-2024.xls,2024-07-05
IN0020230085,07.18 GS 2033,24223.938,CCIL 07-12-2024.xls,2024-07-12
IN0020210186,05.74 GS 2026,6722.232,CCIL 07-12-2024.xls,2024-07-12
IN0020230101,07.37 GS 2028,7899.661,CCIL 07-12-2024.xls,2024-07-12
IN0020230010,07.06 GS 2028,11324.138,CCIL 07-12-2024.xls,2024-07-12
IN0020210012,05.63 GS 2026,12767.483,CCIL 07-12-2024.xls,2024-07-12
IN0020220037,07.38 GS 2027,10862.064,CCIL 07-12-2024.xls,2024-07-12
IN0020200112,05.22 GS 2025,8120.018,CCIL 07-12-2024.xls,2024-07-12
IN0020230135,07.32 GS 2030,4129.619,CCIL 07-12-2024.xls,2024-07-12
IN0020220011,07.10 GS 2029,9135.917,CCIL 07-12-2024.xls,2024-07-12
IN0020240019,07.10 GS 2034,5618.801,CCIL 07-12-2024.xls,2024-07-12
IN0020220102,07.41 GS 2036,8436.308,CCIL 07-12-2024.xls,2024-07-12
IN0020220060,07.26 GS 2032,7944.87,CCIL 07-12-2024.xls,2024-07-12
IN0020230077,07.18 GS 2037,8433.249,CCIL 07-12-2024.xls,2024-07-12
IN0020220151,07.26 GS 2033,6742.082,CCIL 07-12-2024.xls,2024-07-12
IN0020240076,07.02 GS 2031,863.309,CCIL 07-12-2024.xls,2024-07-12
IN0020180454,07.26 GS 2029,5103.837,CCIL 07-12-2024.xls,2024-07-12
IN0020230051,07.30 GS 2053,7276.243,CCIL 07-12-2024.xls,2024-07-12
IN0020220144,07.29 GOI SGRB 2033,287.902,CCIL 07-12-2024.xls,2024-07-12
IN0020230036,07.17 GS 2030,3652.455,CCIL 07-12-2024.xls,2024-07-12
IN0020210095,06.10 GS 2031,5404.673,CCIL 07-12-2024.xls,2024-07-12
IN0020210244,06.54 GS 2032,5539.997,CCIL 07-12-2024.xls,2024-07-12
IN0020190362,06.45 GS 2029,4008.627,CCIL 07-12-2024.xls,2024-07-12
IN0020190396,06.18 GS 2024,2501.089,CCIL 07-12-2024.xls,2024-07-12
IN0020240050,07.04 GS 2029,734.522,CCIL 07-12-2024.xls,2024-07-12
IN0020220029,07.54 GS 2036,4460.034,CCIL 07-12-2024.xls,2024-07-12
IN0020200153,05.77 GS 2030,3643.018,CCIL 07-12-2024.xls,2024-07-12
IN0020200070,05.79 GS 2030,2671.029,CCIL 07-12-2024.xls,2024-07-12
IN0020200252,06.67 GS 2050,3159.173,CCIL 07-12-2024.xls,2024-07-12
IN0020200278,05.15 GS 2025,2419.186,CCIL 07-12-2024.xls,2024-07-12
IN0020200294,05.85 GS 2030,2236.37,CCIL 07-12-2024.xls,2024-07-12
IN0020220086,07.36 GS 2052,2658.376,CCIL 07-12-2024.xls,2024-07-12
IN0020230150,07.24 GOI SGRB 2033,69.0,CCIL 07-12-2024.xls,2024-07-12
IN0020210194,06.99 GS 2051,1685.113,CCIL 07-12-2024.xls,2024-07-12
IN0020200054,07.16 GS 2050,861.315,CCIL 07-12-2024.xls,2024-07-12
IN0020190032,07.72 GS 2049,615.728,CCIL 07-12-2024.xls,2024-07-12
IN0020220136,07.10 GOI SGRB 2028,50.549,CCIL 07-12-2024.xls,2024-07-12
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 07-12-2024.xls,2024-07-12
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 07-12-2024.xls,2024-07-12
IN0020230085,07.18 GS 2033,25305.468,CCIL 07-19-2024.xls,2024-07-19
IN0020230101,07.37 GS 2028,8075.955,CCIL 07-19-2024.xls,2024-07-19
IN0020210186,05.74 GS 2026,6656.792,CCIL 07-19-2024.xls,2024-07-19
IN0020230010,07.06 GS 2028,11375.328,CCIL 07-19-2024.xls,2024-07-19
IN0020210012,05.63 GS 2026,12946.013,CCIL 07-19-2024.xls,2024-07-19
IN0020220037,07.38 GS 2027,11138.674,CCIL 07-19-2024.xls,2024-07-19
IN0020200112,05.22 GS 2025,8303.928,CCIL 07-19-2024.xls,2024-07-19
IN0020240076,07.02 GS 2031,1530.454,CCIL 07-19-2024.xls,2024-07-19
IN0020230135,07.32 GS 2030,4277.059,CCIL 07-19-2024.xls,2024-07-19
IN0020220011,07.10 GS 2029,9384.454,CCIL 07-19-2024.xls,2024-07-19
IN0020220060,07.26 GS 2032,8526.395,CCIL 07-19-2024.xls,2024-07-19
IN0020220102,07.41 GS 2036,8461.308,CCIL 07-19-2024.xls,2024-07-19
IN0020240019,07.10 GS 2034,6063.741,CCIL 07-19-2024.xls,2024-07-19
IN0020230077,07.18 GS 2037,7754.499,CCIL 07-19-2024.xls,2024-07-19
IN0020180454,07.26 GS 2029,5862.797,CCIL 07-19-2024.xls,2024-07-19
IN0020220151,07.26 GS 2033,6628.367,CCIL 07-19-2024.xls,2024-07-19
IN0020230051,07.30 GS 2053,7882.156,CCIL 07-19-2024.xls,2024-07-19
IN0020210095,06.10 GS 2031,5486.173,CCIL 07-19-2024.xls,2024-07-19
IN0020230036,07.17 GS 2030,3712.115,CCIL 07-19-2024.xls,2024-07-19
IN0020220144,07.29 GOI SGRB 2033,287.902,CCIL 07-19-2024.xls,2024-07-19
IN0020210244,06.54 GS 2032,5550.597,CCIL 07-19-2024.xls,2024-07-19
IN0020190362,06.45 GS 2029,4030.327,CCIL 07-19-2024.xls,2024-07-19
IN0020240050,07.04 GS 2029,810.322,CCIL 07-19-2024.xls,2024-07-19
IN0020190396,06.18 GS 2024,2501.089,CCIL 07-19-2024.xls,2024-07-19
IN0020200153,05.77 GS 2030,3691.418,CCIL 07-19-2024.xls,2024-07-19
IN0020220029,07.54 GS 2036,4447.534,CCIL 07-19-2024.xls,2024-07-19
IN0020200070,05.79 GS 2030,2736.029,CCIL 07-19-2024.xls,2024-07-19
IN0020200252,06.67 GS 2050,3259.573,CCIL 07-19-2024.xls,2024-07-19
IN0020200278,05.15 GS 2025,2426.946,CCIL 07-19-2024.xls,2024-07-19
IN0020200294,05.85 GS 2030,2302.32,CCIL 07-19-2024.xls,2024-07-19
IN0020220086,07.36 GS 2052,2658.376,CCIL 07-19-2024.xls,2024-07-19
IN0020230150,07.24 GOI SGRB 2033,69.0,CCIL 07-19-2024.xls,2024-07-19
IN0020210194,06.99 GS 2051,1724.913,CCIL 07-19-2024.xls,2024-07-19
IN0020200054,07.16 GS 2050,869.615,CCIL 07-19-2024.xls,2024-07-19
IN0020190032,07.72 GS 2049,617.208,CCIL 07-19-2024.xls,2024-07-19
IN0020220136,07.10 GOI SGRB 2028,50.549,CCIL 07-19-2024.xls,2024-07-19
IN0020230176,07.37 GOI SGRB 2054,0.0,CCIL 07-19-2024.xls,2024-07-19
IN0020230143,07.25 GOI SGRB 2028,0.0,CCIL 07-19-2024.xls,2024-07-19
IN0020230085,07.18 GS 2033,21697.689,CCIL 08-09-2024.xls,2024-08-09
IN0020230010,07.06 GS 2028,11762.293,CCIL 08-09-2024.xls,2024-08-09
IN0020210186,05.74 GS 2026,6603.982,CCIL 08-09-2024.xls,2024-08-09
IN0020220037,07.38 GS 2027,12862.984,CCIL 08-09-2024.xls,2024-08-09
IN0020210012,05.63 GS 2026,13036.413,CCIL 08-09-2024.xls,2024-08-09
IN0020230101,07.37 GS 2028,6521.417,CCIL 08-09-2024.xls,2024-08-09
IN0020240019,07.10 GS 2034,12104.645,CCIL 08-09-2024.xls,2024-08-09
IN0020230135,07.32 GS 2030,5810.864,CCIL 08-09-2024.xls,2024-08-09
IN0020200112,05.22 GS 2025,8643.843,CCIL 08-09-2024.xls,2024-08-09
IN0020230077,07.18 GS 2037,11662.562,CCIL 08-09-2024.xls,2024-08-09
IN0020240076,07.02 GS 2031,1433.028,CCIL 08-09-2024.xls,2024-08-09
IN0020220011,07.10 GS 2029,10123.844,CCIL 08-09-2024.xls,2024-08-09
IN0020220060,07.26 GS 2032,9156.476,CCIL 08-09-2024.xls,2024-08-09
IN0020220102,07.41 GS 2036,8051.527,CCIL 08-09-2024.xls,2024-08-09
IN0020240050,07.04 GS 2029,1664.643,CCIL 08-09-2024.xls,2024-08-09
IN0020180454,07.26 GS 2029,5930.76,CCIL 08-09-2024.xls,2024-08-09
IN0020230051,07.30 GS 2053,8689.452,CCIL 08-09-2024.xls,2024-08-09
IN0020210244,06.54 GS 2032,6448.629,CCIL 08-09-2024.xls,2024-08-09
IN0020220151,07.26 GS 2033,5908.055,CCIL 08-09-2024.xls,2024-08-09
IN0020210095,06.10 GS 2031,5763.355,CCIL 08-09-2024.xls,2024-08-09
IN0020230036,07.17 GS 2030,3790.912,CCIL 08-09-2024.xls,2024-08-09
IN0020220144,07.29 GOI SGRB 2033,287.53,CCIL 08-09-2024.xls,2024-08-09
IN0020190362,06.45 GS 2029,4076.576,CCIL 08-09-2024.xls,2024-08-09
IN0020200153,05.77 GS 2030,4262.836,CCIL 08-09-2024.xls,2024-08-09
IN0020190396,06.18 GS 2024,2431.089,CCIL 08-09-2024.xls,2024-08-09
IN0020220029,07.54 GS 2036,4776.35,CCIL 08-09-2024.xls,2024-08-09
IN0020200070,05.79 GS 2030,2807.289,CCIL 08-09-2024.xls,2024-08-09
IN0020200252,06.67 GS 2050,3529.203,CCIL 08-09-2024.xls,2024-08-09
IN0020200278,05.15 GS 2025,2437.578,CCIL 08-09-2024.xls,2024-08-09
IN0020200294,05.85 GS 2030,2381.917,CCIL 08-09-2024.xls,2024-08-09
IN0020220086,07.36 GS 2052,2761.716,CCIL 08-09-2024.xls,2024-08-09
IN0020220136,07.10 GOI SGRB 2028,132.333,CCIL 08-09-2024.xls,2024-08-09
IN0020210194,06.99 GS 2051,2047.978,CCIL 08-09-2024.xls,2024-08-09
IN0020230143,07.25 GOI SGRB 2028,68.48,CCIL 08-09-2024.xls,2024-08-09
IN0020200054,07.16 GS 2050,983.376,CCIL 08-09-2024.xls,2024-08-09
IN0020230150,07.24 GOI SGRB 2033,44.0,CCIL 08-09-2024.xls,2024-08-09
IN0020190032,07.72 GS 2049,677.824,CCIL 08-09-2024.xls,2024-08-09
IN0020230176,07.37 GOI SGRB 2054,3.9,CCIL 08-09-2024.xls,2024-08-09
IN0020230085,07.18 GS 2033,22584.773,CCIL 08-16-2024.xls,2024-08-16
IN0020230010,07.06 GS 2028,11743.393,CCIL 08-16-2024.xls,2024-08-16
IN0020210186,05.74 GS 2026,6615.482,CCIL 08-16-2024.xls,2024-08-16
IN0020220037,07.38 GS 2027,13075.488,CCIL 08-16-2024.xls,2024-08-16
IN0020230135,07.32 GS 2030,6125.864,CCIL 08-16-2024.xls,2024-08-16
IN0020210012,05.63 GS 2026,12886.913,CCIL 08-16-2024.xls,2024-08-16
IN0020230101,07.37 GS 2028,6521.417,CCIL 08-16-2024.xls,2024-08-16
IN0020240019,07.10 GS 2034,12164.585,CCIL 08-16-2024.xls,2024-08-16
IN0020200112,05.22 GS 2025,8645.343,CCIL 08-16-2024.xls,2024-08-16
IN0020230077,07.18 GS 2037,12196.541,CCIL 08-16-2024.xls,2024-08-16
IN0020240076,07.02 GS 2031,1431.524,CCIL 08-16-2024.xls,2024-08-16
IN0020220011,07.10 GS 2029,10125.844,CCIL 08-16-2024.xls,2024-08-16
IN0020220060,07.26 GS 2032,9256.476,CCIL 08-16-2024.xls,2024-08-16
IN0020220102,07.41 GS 2036,8125.827,CCIL 08-16-2024.xls,2024-08-16
IN0020240050,07.04 GS 2029,1671.693,CCIL 08-16-2024.xls,2024-08-16
IN0020180454,07.26 GS 2029,5982.86,CCIL 08-16-2024.xls,2024-08-16
IN0020230051,07.30 GS 2053,8686.963,CCIL 08-16-2024.xls,2024-08-16
IN0020210244,06.54 GS 2032,6550.158,CCIL 08-16-2024.xls,2024-08-16
IN0020220151,07.26 GS 2033,5866.166,CCIL 08-16-2024.xls,2024-08-16
IN0020210095,06.10 GS 2031,5763.355,CCIL 08-16-2024.xls,2024-08-16
IN0020230036,07.17 GS 2030,3821.412,CCIL 08-16-2024.xls,2024-08-16
IN0020190362,06.45 GS 2029,4075.73,CCIL 08-16-2024.xls,2024-08-16
IN0020220144,07.29 GOI SGRB 2033,283.727,CCIL 08-16-2024.xls,2024-08-16
IN0020200153,05.77 GS 2030,4260.884,CCIL 08-16-2024.xls,2024-08-16
IN0020220029,07.54 GS 2036,4847.75,CCIL 08-16-2024.xls,2024-08-16
IN0020190396,06.18 GS 2024,2431.089,CCIL 08-16-2024.xls,2024-08-16
IN0020200070,05.79 GS 2030,2807.289,CCIL 08-16-2024.xls,2024-08-16
IN0020200252,06.67 GS 2050,3527.177,CCIL 08-16-2024.xls,2024-08-16
IN0020200278,05.15 GS 2025,2437.978,CCIL 08-16-2024.xls,2024-08-16
IN0020200294,05.85 GS 2030,2381.917,CCIL 08-16-2024.xls,2024-08-16
IN0020220086,07.36 GS 2052,2761.716,CCIL 08-16-2024.xls,2024-08-16
IN0020220136,07.10 GOI SGRB 2028,130.183,CCIL 08-16-2024.xls,2024-08-16
IN0020210194,06.99 GS 2051,2048.086,CCIL 08-16-2024.xls,2024-08-16
IN0020230143,07.25 GOI SGRB 2028,68.48,CCIL 08-16-2024.xls,2024-08-16
IN0020200054,07.16 GS 2050,958.376,CCIL 08-16-2024.xls,2024-08-16
IN0020230150,07.24 GOI SGRB 2033,44.0,CCIL 08-16-2024.xls,2024-08-16
IN0020190032,07.72 GS 2049,681.824,CCIL 08-16-2024.xls,2024-08-16
IN0020230176,07.37 GOI SGRB 2054,3.9,CCIL 08-16-2024.xls,2024-08-16
IN0020230085,07.18 GS 2033,22722.812,CCIL 08-02-2024.xls,2024-08-02
IN0020230010,07.06 GS 2028,11552.418,CCIL 08-02-2024.xls,2024-08-02
IN0020210186,05.74 GS 2026,6620.782,CCIL 08-02-2024.xls,2024-08-02
IN0020220037,07.38 GS 2027,12641.184,CCIL 08-02-2024.xls,2024-08-02
IN0020240019,07.10 GS 2034,11832.615,CCIL 08-02-2024.xls,2024-08-02
IN0020210012,05.63 GS 2026,12877.813,CCIL 08-02-2024.xls,2024-08-02
IN0020230101,07.37 GS 2028,6527.542,CCIL 08-02-2024.xls,2024-08-02
IN0020200112,05.22 GS 2025,8618.843,CCIL 08-02-2024.xls,2024-08-02
IN0020230135,07.32 GS 2030,5263.296,CCIL 08-02-2024.xls,2024-08-02
IN0020230077,07.18 GS 2037,11528.159,CCIL 08-02-2024.xls,2024-08-02
IN0020240076,07.02 GS 2031,1446.202,CCIL 08-02-2024.xls,2024-08-02
IN0020220011,07.10 GS 2029,10103.974,CCIL 08-02-2024.xls,2024-08-02
IN0020220060,07.26 GS 2032,8868.276,CCIL 08-02-2024.xls,2024-08-02
IN0020220102,07.41 GS 2036,8041.527,CCIL 08-02-2024.xls,2024-08-02
IN0020240050,07.04 GS 2029,1674.493,CCIL 08-02-2024.xls,2024-08-02
IN0020180454,07.26 GS 2029,6020.469,CCIL 08-02-2024.xls,2024-08-02
IN0020230051,07.30 GS 2053,8590.879,CCIL 08-02-2024.xls,2024-08-02
IN0020210244,06.54 GS 2032,6020.277,CCIL 08-02-2024.xls,2024-08-02
IN0020210095,06.10 GS 2031,5778.095,CCIL 08-02-2024.xls,2024-08-02
IN0020230036,07.17 GS 2030,3739.912,CCIL 08-02-2024.xls,2024-08-02
IN0020220144,07.29 GOI SGRB 2033,287.902,CCIL 08-02-2024.xls,2024-08-02
IN0020220151,07.26 GS 2033,5363.055,CCIL 08-02-2024.xls,2024-08-02
IN0020190362,06.45 GS 2029,4075.836,CCIL 08-02-2024.xls,2024-08-02
IN0020200153,05.77 GS 2030,4221.836,CCIL 08-02-2024.xls,2024-08-02
IN0020190396,06.18 GS 2024,2431.089,CCIL 08-02-2024.xls,2024-08-02
IN0020220029,07.54 GS 2036,4740.52,CCIL 08-02-2024.xls,2024-08-02
IN0020200070,05.79 GS 2030,2793.249,CCIL 08-02-2024.xls,2024-08-02
IN0020200252,06.67 GS 2050,3529.203,CCIL 08-02-2024.xls,2024-08-02
IN0020200278,05.15 GS 2025,2446.178,CCIL 08-02-2024.xls,2024-08-02
IN0020200294,05.85 GS 2030,2373.967,CCIL 08-02-2024.xls,2024-08-02
IN0020220086,07.36 GS 2052,2744.266,CCIL 08-02-2024.xls,2024-08-02
IN0020230143,07.25 GOI SGRB 2028,68.48,CCIL 08-02-2024.xls,2024-08-02
IN0020210194,06.99 GS 2051,1911.478,CCIL 08-02-2024.xls,2024-08-02
IN0020200054,07.16 GS 2050,997.426,CCIL 08-02-2024.xls,2024-08-02
IN0020230150,07.24 GOI SGRB 2033,44.0,CCIL 08-02-2024.xls,2024-08-02
IN0020190032,07.72 GS 2049,687.724,CCIL 08-02-2024.xls,2024-08-02
IN0020220136,07.10 GOI SGRB 2028,62.333,CCIL 08-02-2024.xls,2024-08-02
IN0020230176,07.37 GOI SGRB 2054,3.9,CCIL 08-02-2024.xls,2024-08-02
IN0020240050,07.04 GS 2029,6687.035,CCIL 09-06-2024.xls,2024-09-06
IN0020230085,07.18 GS 2033,24632.08,CCIL 09-06-2024.xls,2024-09-06
IN0020220037,07.38 GS 2027,13794.268,CCIL 09-06-2024.xls,2024-09-06
IN0020230010,07.06 GS 2028,11573.924,CCIL 09-06-2024.xls,2024-09-06
IN0020210186,05.74 GS 2026,6558.818,CCIL 09-06-2024.xls,2024-09-06
IN0020230135,07.32 GS 2030,6879.196,CCIL 09-06-2024.xls,2024-09-06
IN0020210012,05.63 GS 2026,13205.2,CCIL 09-06-2024.xls,2024-09-06
IN0020230101,07.37 GS 2028,6567.592,CCIL 09-06-2024.xls,2024-09-06
IN0020200112,05.22 GS 2025,8949.076,CCIL 09-06-2024.xls,2024-09-06
IN0020230077,07.18 GS 2037,13408.211,CCIL 09-06-2024.xls,2024-09-06
IN0020240019,07.10 GS 2034,12153.071,CCIL 09-06-2024.xls,2024-09-06
IN0020220060,07.26 GS 2032,9753.985,CCIL 09-06-2024.xls,2024-09-06
IN0020220011,07.10 GS 2029,10305.407,CCIL 09-06-2024.xls,2024-09-06
IN0020240076,07.02 GS 2031,1982.756,CCIL 09-06-2024.xls,2024-09-06
IN0020220102,07.41 GS 2036,8641.309,CCIL 09-06-2024.xls,2024-09-06
IN0020230036,07.17 GS 2030,5369.728,CCIL 09-06-2024.xls,2024-09-06
IN0020180454,07.26 GS 2029,6522.392,CCIL 09-06-2024.xls,2024-09-06
IN0020230051,07.30 GS 2053,9716.733,CCIL 09-06-2024.xls,2024-09-06
IN0020210244,06.54 GS 2032,6882.48,CCIL 09-06-2024.xls,2024-09-06
