ISIN,Security Description,Indicate Value Of Aggregate Holding Of FPIS (INR Cr),source_file,date
IN0020240050,07.04 GS 2029,8322.488,CCIL 09-27-2024.xls,2024-09-27
IN0020230085,07.18 GS 2033,31552.279,CCIL 09-27-2024.xls,2024-09-27
IN0020220037,07.38 GS 2027,14451.548,CCIL 09-27-2024.xls,2024-09-27
IN0020210186,05.74 GS 2026,6555.735,CCIL 09-27-2024.xls,2024-09-27
IN0020230010,07.06 GS 2028,11323.464,CCIL 09-27-2024.xls,2024-09-27
IN0020210012,05.63 GS 2026,13694.25,CCIL 09-27-2024.xls,2024-09-27
IN0020230101,07.37 GS 2028,6988.166,CCIL 09-27-2024.xls,2024-09-27
IN0020200112,05.22 GS 2025,9689.026,CCIL 09-27-2024.xls,2024-09-27
IN0020240076,07.02 GS 2031,3775.826,CCIL 09-27-2024.xls,2024-09-27
IN0020230077,07.18 GS 2037,14651.351,CCIL 09-27-2024.xls,2024-09-27
IN0020230135,07.32 GS 2030,5907.589,CCIL 09-27-2024.xls,2024-09-27
IN0020220060,07.26 GS 2032,9727.218,CCIL 09-27-2024.xls,2024-09-27
IN0020220011,07.10 GS 2029,10372.702,CCIL 09-27-2024.xls,2024-09-27
IN0020240019,07.10 GS 2034,10858.66,CCIL 09-27-2024.xls,2024-09-27
IN0020220102,07.41 GS 2036,8827.806,CCIL 09-27-2024.xls,2024-09-27
IN0020230051,07.30 GS 2053,10779.534,CCIL 09-27-2024.xls,2024-09-27
IN0020230036,07.17 GS 2030,5302.708,CCIL 09-27-2024.xls,2024-09-27
IN0020180454,07.26 GS 2029,6612.392,CCIL 09-27-2024.xls,2024-09-27
IN0020210244,06.54 GS 2032,7739.989,CCIL 09-27-2024.xls,2024-09-27
IN0020220151,07.26 GS 2033,6476.332,CCIL 09-27-2024.xls,2024-09-27
IN0020200153,05.77 GS 2030,5173.085,CCIL 09-27-2024.xls,2024-09-27
IN0020210095,06.10 GS 2031,5800.931,CCIL 09-27-2024.xls,2024-09-27
IN0020190362,06.45 GS 2029,4174.221,CCIL 09-27-2024.xls,2024-09-27
IN0020220144,07.29 GOI SGRB 2033,274.26,CCIL 09-27-2024.xls,2024-09-27
IN0020220029,07.54 GS 2036,5054.773,CCIL 09-27-2024.xls,2024-09-27
IN0020200252,06.67 GS 2050,3889.329,CCIL 09-27-2024.xls,2024-09-27
IN0020190396,06.18 GS 2024,1998.589,CCIL 09-27-2024.xls,2024-09-27
IN0020200070,05.79 GS 2030,2832.465,CCIL 09-27-2024.xls,2024-09-27
IN0020200278,05.15 GS 2025,2448.348,CCIL 09-27-2024.xls,2024-09-27
IN0020200294,05.85 GS 2030,2551.92,CCIL 09-27-2024.xls,2024-09-27
IN0020210194,06.99 GS 2051,2667.806,CCIL 09-27-2024.xls,2024-09-27
IN0020220086,07.36 GS 2052,2787.202,CCIL 09-27-2024.xls,2024-09-27
IN0020230150,07.24 GOI SGRB 2033,84.0,CCIL 09-27-2024.xls,2024-09-27
IN0020220136,07.10 GOI SGRB 2028,120.555,CCIL 09-27-2024.xls,2024-09-27
IN0020230143,07.25 GOI SGRB 2028,66.33,CCIL 09-27-2024.xls,2024-09-27
IN0020190032,07.72 GS 2049,978.074,CCIL 09-27-2024.xls,2024-09-27
IN0020200054,07.16 GS 2050,1092.605,CCIL 09-27-2024.xls,2024-09-27
IN0020230176,07.37 GOI SGRB 2054,11.582,CCIL 09-27-2024.xls,2024-09-27
IN0020230085,07.18 GS 2033,32174.284,CCIL 10-04-2024.xls,2024-10-04
IN0020240050,07.04 GS 2029,9030.89,CCIL 10-04-2024.xls,2024-10-04
IN0020220037,07.38 GS 2027,15137.582,CCIL 10-04-2024.xls,2024-10-04
IN0020210186,05.74 GS 2026,6555.735,CCIL 10-04-2024.xls,2024-10-04
IN0020230010,07.06 GS 2028,10597.299,CCIL 10-04-2024.xls,2024-10-04
IN0020200112,05.22 GS 2025,10652.546,CCIL 10-04-2024.xls,2024-10-04
IN0020210012,05.63 GS 2026,13151.3,CCIL 10-04-2024.xls,2024-10-04
IN0020230101,07.37 GS 2028,7009.561,CCIL 10-04-2024.xls,2024-10-04
IN0020240076,07.02 GS 2031,3962.787,CCIL 10-04-2024.xls,2024-10-04
IN0020230077,07.18 GS 2037,14916.794,CCIL 10-04-2024.xls,2024-10-04
IN0020230135,07.32 GS 2030,5663.592,CCIL 10-04-2024.xls,2024-10-04
IN0020220060,07.26 GS 2032,10197.08,CCIL 10-04-2024.xls,2024-10-04
IN0020220011,07.10 GS 2029,10059.182,CCIL 10-04-2024.xls,2024-10-04
IN0020240019,07.10 GS 2034,11351.817,CCIL 10-04-2024.xls,2024-10-04
IN0020220102,07.41 GS 2036,8915.824,CCIL 10-04-2024.xls,2024-10-04
IN0020230051,07.30 GS 2053,10708.975,CCIL 10-04-2024.xls,2024-10-04
IN0020210244,06.54 GS 2032,8259.842,CCIL 10-04-2024.xls,2024-10-04
IN0020220144,07.29 GOI SGRB 2033,416.26,CCIL 10-04-2024.xls,2024-10-04
IN0020180454,07.26 GS 2029,6798.856,CCIL 10-04-2024.xls,2024-10-04
IN0020230036,07.17 GS 2030,5090.932,CCIL 10-04-2024.xls,2024-10-04
IN0020220151,07.26 GS 2033,7325.304,CCIL 10-04-2024.xls,2024-10-04
IN0020200153,05.77 GS 2030,5239.249,CCIL 10-04-2024.xls,2024-10-04
IN0020210095,06.10 GS 2031,5899.391,CCIL 10-04-2024.xls,2024-10-04
IN0020190362,06.45 GS 2029,4133.539,CCIL 10-04-2024.xls,2024-10-04
IN0020220029,07.54 GS 2036,5117.574,CCIL 10-04-2024.xls,2024-10-04
IN0020200252,06.67 GS 2050,4021.085,CCIL 10-04-2024.xls,2024-10-04
IN0020200070,05.79 GS 2030,2886.215,CCIL 10-04-2024.xls,2024-10-04
IN0020190396,06.18 GS 2024,1998.589,CCIL 10-04-2024.xls,2024-10-04
IN0020200294,05.85 GS 2030,2676.493,CCIL 10-04-2024.xls,2024-10-04
IN0020200278,05.15 GS 2025,2454.348,CCIL 10-04-2024.xls,2024-10-04
IN0020220086,07.36 GS 2052,3050.832,CCIL 10-04-2024.xls,2024-10-04
IN0020210194,06.99 GS 2051,2678.95,CCIL 10-04-2024.xls,2024-10-04
IN0020230150,07.24 GOI SGRB 2033,84.0,CCIL 10-04-2024.xls,2024-10-04
IN0020220136,07.10 GOI SGRB 2028,115.96,CCIL 10-04-2024.xls,2024-10-04
IN0020190032,07.72 GS 2049,1039.524,CCIL 10-04-2024.xls,2024-10-04
IN0020200054,07.16 GS 2050,1127.08,CCIL 10-04-2024.xls,2024-10-04
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 10-04-2024.xls,2024-10-04
IN0020230176,07.37 GOI SGRB 2054,31.582,CCIL 10-04-2024.xls,2024-10-04
IN0020240126,06.79 GS 2034,0.0,CCIL 10-04-2024.xls,2024-10-04
IN0020240050,07.04 GS 2029,10193.34,CCIL 10-11-2024.xls,2024-10-11
IN0020230085,07.18 GS 2033,29617.987,CCIL 10-11-2024.xls,2024-10-11
IN0020220037,07.38 GS 2027,15007.542,CCIL 10-11-2024.xls,2024-10-11
IN0020210186,05.74 GS 2026,6974.185,CCIL 10-11-2024.xls,2024-10-11
IN0020230010,07.06 GS 2028,11461.269,CCIL 10-11-2024.xls,2024-10-11
IN0020200112,05.22 GS 2025,10619.746,CCIL 10-11-2024.xls,2024-10-11
IN0020240076,07.02 GS 2031,4272.297,CCIL 10-11-2024.xls,2024-10-11
IN0020230101,07.37 GS 2028,6590.961,CCIL 10-11-2024.xls,2024-10-11
IN0020230077,07.18 GS 2037,14933.461,CCIL 10-11-2024.xls,2024-10-11
IN0020210012,05.63 GS 2026,11307.4,CCIL 10-11-2024.xls,2024-10-11
IN0020230135,07.32 GS 2030,5365.162,CCIL 10-11-2024.xls,2024-10-11
IN0020240019,07.10 GS 2034,12649.718,CCIL 10-11-2024.xls,2024-10-11
IN0020220060,07.26 GS 2032,10146.08,CCIL 10-11-2024.xls,2024-10-11
IN0020220011,07.10 GS 2029,9799.932,CCIL 10-11-2024.xls,2024-10-11
IN0020220102,07.41 GS 2036,8872.824,CCIL 10-11-2024.xls,2024-10-11
IN0020230051,07.30 GS 2053,10651.46,CCIL 10-11-2024.xls,2024-10-11
IN0020210244,06.54 GS 2032,8209.342,CCIL 10-11-2024.xls,2024-10-11
IN0020230036,07.17 GS 2030,5367.432,CCIL 10-11-2024.xls,2024-10-11
IN0020220144,07.29 GOI SGRB 2033,415.594,CCIL 10-11-2024.xls,2024-10-11
IN0020180454,07.26 GS 2029,6737.156,CCIL 10-11-2024.xls,2024-10-11
IN0020220151,07.26 GS 2033,7453.624,CCIL 10-11-2024.xls,2024-10-11
IN0020200153,05.77 GS 2030,5123.33,CCIL 10-11-2024.xls,2024-10-11
IN0020210095,06.10 GS 2031,6164.141,CCIL 10-11-2024.xls,2024-10-11
IN0020190362,06.45 GS 2029,4100.139,CCIL 10-11-2024.xls,2024-10-11
IN0020220029,07.54 GS 2036,5094.174,CCIL 10-11-2024.xls,2024-10-11
IN0020200252,06.67 GS 2050,3982.845,CCIL 10-11-2024.xls,2024-10-11
IN0020200070,05.79 GS 2030,2833.215,CCIL 10-11-2024.xls,2024-10-11
IN0020190396,06.18 GS 2024,1838.589,CCIL 10-11-2024.xls,2024-10-11
IN0020200278,05.15 GS 2025,2425.648,CCIL 10-11-2024.xls,2024-10-11
IN0020200294,05.85 GS 2030,2654.741,CCIL 10-11-2024.xls,2024-10-11
IN0020220086,07.36 GS 2052,2998.332,CCIL 10-11-2024.xls,2024-10-11
IN0020210194,06.99 GS 2051,2639.95,CCIL 10-11-2024.xls,2024-10-11
IN0020220136,07.10 GOI SGRB 2028,114.802,CCIL 10-11-2024.xls,2024-10-11
IN0020190032,07.72 GS 2049,1012.524,CCIL 10-11-2024.xls,2024-10-11
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 10-11-2024.xls,2024-10-11
IN0020200054,07.16 GS 2050,1105.08,CCIL 10-11-2024.xls,2024-10-11
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 10-11-2024.xls,2024-10-11
IN0020230176,07.37 GOI SGRB 2054,31.582,CCIL 10-11-2024.xls,2024-10-11
IN0020240126,06.79 GS 2034,31.0,CCIL 10-11-2024.xls,2024-10-11
IN0020220037,07.38 GS 2027,15085.482,CCIL 10-25-2024.xls,2024-10-25
IN0020240050,07.04 GS 2029,9907.84,CCIL 10-25-2024.xls,2024-10-25
IN0020230085,07.18 GS 2033,26739.803,CCIL 10-25-2024.xls,2024-10-25
IN0020200112,05.22 GS 2025,10386.646,CCIL 10-25-2024.xls,2024-10-25
IN0020230010,07.06 GS 2028,11636.189,CCIL 10-25-2024.xls,2024-10-25
IN0020210186,05.74 GS 2026,6171.385,CCIL 10-25-2024.xls,2024-10-25
IN0020210012,05.63 GS 2026,12538.4,CCIL 10-25-2024.xls,2024-10-25
IN0020230101,07.37 GS 2028,6772.761,CCIL 10-25-2024.xls,2024-10-25
IN0020230077,07.18 GS 2037,14310.777,CCIL 10-25-2024.xls,2024-10-25
IN0020240076,07.02 GS 2031,4206.165,CCIL 10-25-2024.xls,2024-10-25
IN0020230135,07.32 GS 2030,5450.675,CCIL 10-25-2024.xls,2024-10-25
IN0020240019,07.10 GS 2034,13720.645,CCIL 10-25-2024.xls,2024-10-25
IN0020220060,07.26 GS 2032,9962.806,CCIL 10-25-2024.xls,2024-10-25
IN0020220011,07.10 GS 2029,9846.402,CCIL 10-25-2024.xls,2024-10-25
IN0020220102,07.41 GS 2036,8789.117,CCIL 10-25-2024.xls,2024-10-25
IN0020230051,07.30 GS 2053,10893.35,CCIL 10-25-2024.xls,2024-10-25
IN0020210244,06.54 GS 2032,8254.945,CCIL 10-25-2024.xls,2024-10-25
IN0020180454,07.26 GS 2029,6632.523,CCIL 10-25-2024.xls,2024-10-25
IN0020220144,07.29 GOI SGRB 2033,395.491,CCIL 10-25-2024.xls,2024-10-25
IN0020220151,07.26 GS 2033,7343.99,CCIL 10-25-2024.xls,2024-10-25
IN0020200153,05.77 GS 2030,5209.63,CCIL 10-25-2024.xls,2024-10-25
IN0020210095,06.10 GS 2031,6202.441,CCIL 10-25-2024.xls,2024-10-25
IN0020230036,07.17 GS 2030,3992.432,CCIL 10-25-2024.xls,2024-10-25
IN0020190362,06.45 GS 2029,4318.689,CCIL 10-25-2024.xls,2024-10-25
IN0020220029,07.54 GS 2036,4934.48,CCIL 10-25-2024.xls,2024-10-25
IN0020200252,06.67 GS 2050,3976.665,CCIL 10-25-2024.xls,2024-10-25
IN0020200278,05.15 GS 2025,2713.648,CCIL 10-25-2024.xls,2024-10-25
IN0020200070,05.79 GS 2030,2614.419,CCIL 10-25-2024.xls,2024-10-25
IN0020200294,05.85 GS 2030,2606.887,CCIL 10-25-2024.xls,2024-10-25
IN0020220086,07.36 GS 2052,2955.252,CCIL 10-25-2024.xls,2024-10-25
IN0020210194,06.99 GS 2051,2633.619,CCIL 10-25-2024.xls,2024-10-25
IN0020190396,06.18 GS 2024,1176.589,CCIL 10-25-2024.xls,2024-10-25
IN0020220136,07.10 GOI SGRB 2028,114.802,CCIL 10-25-2024.xls,2024-10-25
IN0020190032,07.72 GS 2049,1017.044,CCIL 10-25-2024.xls,2024-10-25
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 10-25-2024.xls,2024-10-25
IN0020200054,07.16 GS 2050,1112.9,CCIL 10-25-2024.xls,2024-10-25
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 10-25-2024.xls,2024-10-25
IN0020240126,06.79 GS 2034,85.0,CCIL 10-25-2024.xls,2024-10-25
IN0020230176,07.37 GOI SGRB 2054,32.582,CCIL 10-25-2024.xls,2024-10-25
IN0020220037,07.38 GS 2027,15159.698,CCIL 10-31-2024.xls,2024-10-31
IN0020230085,07.18 GS 2033,26453.593,CCIL 10-31-2024.xls,2024-10-31
IN0020240050,07.04 GS 2029,9252.04,CCIL 10-31-2024.xls,2024-10-31
IN0020200112,05.22 GS 2025,10633.255,CCIL 10-31-2024.xls,2024-10-31
IN0020230010,07.06 GS 2028,11862.4,CCIL 10-31-2024.xls,2024-10-31
IN0020210012,05.63 GS 2026,13220.9,CCIL 10-31-2024.xls,2024-10-31
IN0020210186,05.74 GS 2026,5814.385,CCIL 10-31-2024.xls,2024-10-31
IN0020230101,07.37 GS 2028,6849.021,CCIL 10-31-2024.xls,2024-10-31
IN0020230135,07.32 GS 2030,5929.365,CCIL 10-31-2024.xls,2024-10-31
IN0020240019,07.10 GS 2034,15098.229,CCIL 10-31-2024.xls,2024-10-31
IN0020230077,07.18 GS 2037,14217.633,CCIL 10-31-2024.xls,2024-10-31
IN0020240076,07.02 GS 2031,4357.999,CCIL 10-31-2024.xls,2024-10-31
IN0020220060,07.26 GS 2032,10202.839,CCIL 10-31-2024.xls,2024-10-31
IN0020220011,07.10 GS 2029,10007.94,CCIL 10-31-2024.xls,2024-10-31
IN0020220102,07.41 GS 2036,8869.962,CCIL 10-31-2024.xls,2024-10-31
IN0020230051,07.30 GS 2053,11017.312,CCIL 10-31-2024.xls,2024-10-31
IN0020210244,06.54 GS 2032,8405.291,CCIL 10-31-2024.xls,2024-10-31
IN0020220144,07.29 GOI SGRB 2033,412.353,CCIL 10-31-2024.xls,2024-10-31
IN0020180454,07.26 GS 2029,6674.009,CCIL 10-31-2024.xls,2024-10-31
IN0020220151,07.26 GS 2033,7453.911,CCIL 10-31-2024.xls,2024-10-31
IN0020230036,07.17 GS 2030,4548.032,CCIL 10-31-2024.xls,2024-10-31
IN0020200153,05.77 GS 2030,5313.028,CCIL 10-31-2024.xls,2024-10-31
IN0020210095,06.10 GS 2031,6262.914,CCIL 10-31-2024.xls,2024-10-31
IN0020190362,06.45 GS 2029,4269.648,CCIL 10-31-2024.xls,2024-10-31
IN0020200278,05.15 GS 2025,3136.073,CCIL 10-31-2024.xls,2024-10-31
IN0020220029,07.54 GS 2036,4226.0,CCIL 10-31-2024.xls,2024-10-31
IN0020200252,06.67 GS 2050,4035.119,CCIL 10-31-2024.xls,2024-10-31
IN0020200070,05.79 GS 2030,2684.538,CCIL 10-31-2024.xls,2024-10-31
IN0020200294,05.85 GS 2030,2314.469,CCIL 10-31-2024.xls,2024-10-31
IN0020220086,07.36 GS 2052,3092.638,CCIL 10-31-2024.xls,2024-10-31
IN0020210194,06.99 GS 2051,2713.489,CCIL 10-31-2024.xls,2024-10-31
IN0020220136,07.10 GOI SGRB 2028,114.802,CCIL 10-31-2024.xls,2024-10-31
IN0020190032,07.72 GS 2049,1043.768,CCIL 10-31-2024.xls,2024-10-31
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 10-31-2024.xls,2024-10-31
IN0020200054,07.16 GS 2050,1183.853,CCIL 10-31-2024.xls,2024-10-31
IN0020190396,06.18 GS 2024,859.588,CCIL 10-31-2024.xls,2024-10-31
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 10-31-2024.xls,2024-10-31
IN0020240126,06.79 GS 2034,235.548,CCIL 10-31-2024.xls,2024-10-31
IN0020230176,07.37 GOI SGRB 2054,32.582,CCIL 10-31-2024.xls,2024-10-31
IN0020220037,07.38 GS 2027,15103.059,CCIL 11-22-2024.xls,2024-11-22
IN0020230085,07.18 GS 2033,23496.462,CCIL 11-22-2024.xls,2024-11-22
IN0020210012,05.63 GS 2026,15730.03,CCIL 11-22-2024.xls,2024-11-22
IN0020230010,07.06 GS 2028,12177.497,CCIL 11-22-2024.xls,2024-11-22
IN0020200112,05.22 GS 2025,10185.298,CCIL 11-22-2024.xls,2024-11-22
IN0020230101,07.37 GS 2028,7653.037,CCIL 11-22-2024.xls,2024-11-22
IN0020240019,07.10 GS 2034,16097.652,CCIL 11-22-2024.xls,2024-11-22
IN0020240050,07.04 GS 2029,7429.367,CCIL 11-22-2024.xls,2024-11-22
IN0020240076,07.02 GS 2031,4177.222,CCIL 11-22-2024.xls,2024-11-22
IN0020220060,07.26 GS 2032,10555.686,CCIL 11-22-2024.xls,2024-11-22
IN0020210186,05.74 GS 2026,4259.211,CCIL 11-22-2024.xls,2024-11-22
IN0020230135,07.32 GS 2030,4808.736,CCIL 11-22-2024.xls,2024-11-22
IN0020230077,07.18 GS 2037,11586.9,CCIL 11-22-2024.xls,2024-11-22
IN0020220011,07.10 GS 2029,10321.18,CCIL 11-22-2024.xls,2024-11-22
IN0020230051,07.30 GS 2053,10834.174,CCIL 11-22-2024.xls,2024-11-22
IN0020220144,07.29 GOI SGRB 2033,419.505,CCIL 11-22-2024.xls,2024-11-22
IN0020210244,06.54 GS 2032,8123.026,CCIL 11-22-2024.xls,2024-11-22
IN0020180454,07.26 GS 2029,6518.11,CCIL 11-22-2024.xls,2024-11-22
IN0020220151,07.26 GS 2033,7403.417,CCIL 11-22-2024.xls,2024-11-22
IN0020230036,07.17 GS 2030,4980.541,CCIL 11-22-2024.xls,2024-11-22
IN0020200153,05.77 GS 2030,5150.641,CCIL 11-22-2024.xls,2024-11-22
IN0020210095,06.10 GS 2031,6322.975,CCIL 11-22-2024.xls,2024-11-22
IN0020190362,06.45 GS 2029,4311.478,CCIL 11-22-2024.xls,2024-11-22
IN0020220102,07.41 GS 2036,5716.627,CCIL 11-22-2024.xls,2024-11-22
IN0020200278,05.15 GS 2025,3184.243,CCIL 11-22-2024.xls,2024-11-22
IN0020200252,06.67 GS 2050,4062.355,CCIL 11-22-2024.xls,2024-11-22
IN0020200070,05.79 GS 2030,2717.097,CCIL 11-22-2024.xls,2024-11-22
IN0020220029,07.54 GS 2036,3645.3,CCIL 11-22-2024.xls,2024-11-22
IN0020200294,05.85 GS 2030,2383.09,CCIL 11-22-2024.xls,2024-11-22
IN0020220086,07.36 GS 2052,3098.819,CCIL 11-22-2024.xls,2024-11-22
IN0020210194,06.99 GS 2051,2788.75,CCIL 11-22-2024.xls,2024-11-22
IN0020220136,07.10 GOI SGRB 2028,111.882,CCIL 11-22-2024.xls,2024-11-22
IN0020230176,07.37 GOI SGRB 2054,132.582,CCIL 11-22-2024.xls,2024-11-22
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 11-22-2024.xls,2024-11-22
IN0020200054,07.16 GS 2050,1178.336,CCIL 11-22-2024.xls,2024-11-22
IN0020190032,07.72 GS 2049,955.858,CCIL 11-22-2024.xls,2024-11-22
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 11-22-2024.xls,2024-11-22
IN0020240126,06.79 GS 2034,305.658,CCIL 11-22-2024.xls,2024-11-22
IN0020220037,07.38 GS 2027,13931.981,CCIL 12-06-2024.xls,2024-12-06
IN0020230010,07.06 GS 2028,13850.208,CCIL 12-06-2024.xls,2024-12-06
IN0020230135,07.32 GS 2030,8662.783,CCIL 12-06-2024.xls,2024-12-06
IN0020230085,07.18 GS 2033,24645.679,CCIL 12-06-2024.xls,2024-12-06
IN0020210012,05.63 GS 2026,16035.377,CCIL 12-06-2024.xls,2024-12-06
IN0020210186,05.74 GS 2026,6689.308,CCIL 12-06-2024.xls,2024-12-06
IN0020240019,07.10 GS 2034,18623.442,CCIL 12-06-2024.xls,2024-12-06
IN0020230101,07.37 GS 2028,7722.607,CCIL 12-06-2024.xls,2024-12-06
IN0020240050,07.04 GS 2029,8603.187,CCIL 12-06-2024.xls,2024-12-06
IN0020200112,05.22 GS 2025,7779.352,CCIL 12-06-2024.xls,2024-12-06
IN0020220011,07.10 GS 2029,11957.906,CCIL 12-06-2024.xls,2024-12-06
IN0020220060,07.26 GS 2032,10543.571,CCIL 12-06-2024.xls,2024-12-06
IN0020230077,07.18 GS 2037,11662.476,CCIL 12-06-2024.xls,2024-12-06
IN0020240076,07.02 GS 2031,3642.058,CCIL 12-06-2024.xls,2024-12-06
IN0020230051,07.30 GS 2053,10778.031,CCIL 12-06-2024.xls,2024-12-06
IN0020210244,06.54 GS 2032,8316.762,CCIL 12-06-2024.xls,2024-12-06
IN0020220144,07.29 GOI SGRB 2033,419.505,CCIL 12-06-2024.xls,2024-12-06
IN0020220151,07.26 GS 2033,7850.957,CCIL 12-06-2024.xls,2024-12-06
IN0020230036,07.17 GS 2030,5147.376,CCIL 12-06-2024.xls,2024-12-06
IN0020180454,07.26 GS 2029,6118.789,CCIL 12-06-2024.xls,2024-12-06
IN0020210095,06.10 GS 2031,6440.982,CCIL 12-06-2024.xls,2024-12-06
IN0020190362,06.45 GS 2029,4674.97,CCIL 12-06-2024.xls,2024-12-06
IN0020200153,05.77 GS 2030,4804.761,CCIL 12-06-2024.xls,2024-12-06
IN0020240126,06.79 GS 2034,2188.423,CCIL 12-06-2024.xls,2024-12-06
IN0020200278,05.15 GS 2025,3216.353,CCIL 12-06-2024.xls,2024-12-06
IN0020200252,06.67 GS 2050,4263.042,CCIL 12-06-2024.xls,2024-12-06
IN0020220086,07.36 GS 2052,4439.364,CCIL 12-06-2024.xls,2024-12-06
IN0020220029,07.54 GS 2036,4177.841,CCIL 12-06-2024.xls,2024-12-06
IN0020220102,07.41 GS 2036,4068.49,CCIL 12-06-2024.xls,2024-12-06
IN0020200070,05.79 GS 2030,2833.347,CCIL 12-06-2024.xls,2024-12-06
IN0020200294,05.85 GS 2030,2524.011,CCIL 12-06-2024.xls,2024-12-06
IN0020210194,06.99 GS 2051,2812.46,CCIL 12-06-2024.xls,2024-12-06
IN0020220136,07.10 GOI SGRB 2028,111.882,CCIL 12-06-2024.xls,2024-12-06
IN0020230176,07.37 GOI SGRB 2054,134.947,CCIL 12-06-2024.xls,2024-12-06
IN0020200054,07.16 GS 2050,1370.032,CCIL 12-06-2024.xls,2024-12-06
IN0020190032,07.72 GS 2049,1075.531,CCIL 12-06-2024.xls,2024-12-06
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 12-06-2024.xls,2024-12-06
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 12-06-2024.xls,2024-12-06
IN0020240159,06.79 GOI SGRB 2034,28.0,CCIL 12-06-2024.xls,2024-12-06
IN0020230085,07.18 GS 2033,24315.543,CCIL 12-13-2024.xls,2024-12-13
IN0020230010,07.06 GS 2028,12971.964,CCIL 12-13-2024.xls,2024-12-13
IN0020210012,05.63 GS 2026,15932.377,CCIL 12-13-2024.xls,2024-12-13
IN0020230135,07.32 GS 2030,8168.128,CCIL 12-13-2024.xls,2024-12-13
IN0020210186,05.74 GS 2026,6857.708,CCIL 12-13-2024.xls,2024-12-13
IN0020230101,07.37 GS 2028,7951.98,CCIL 12-13-2024.xls,2024-12-13
IN0020240050,07.04 GS 2029,9321.933,CCIL 12-13-2024.xls,2024-12-13
IN0020220037,07.38 GS 2027,11080.908,CCIL 12-13-2024.xls,2024-12-13
IN0020240019,07.10 GS 2034,17734.38,CCIL 12-13-2024.xls,2024-12-13
IN0020200112,05.22 GS 2025,7709.352,CCIL 12-13-2024.xls,2024-12-13
IN0020220011,07.10 GS 2029,11918.32,CCIL 12-13-2024.xls,2024-12-13
IN0020220060,07.26 GS 2032,10664.436,CCIL 12-13-2024.xls,2024-12-13
IN0020230077,07.18 GS 2037,11663.528,CCIL 12-13-2024.xls,2024-12-13
IN0020240076,07.02 GS 2031,3730.346,CCIL 12-13-2024.xls,2024-12-13
IN0020230051,07.30 GS 2053,10780.37,CCIL 12-13-2024.xls,2024-12-13
IN0020210244,06.54 GS 2032,8320.787,CCIL 12-13-2024.xls,2024-12-13
IN0020220144,07.29 GOI SGRB 2033,418.732,CCIL 12-13-2024.xls,2024-12-13
IN0020230036,07.17 GS 2030,5152.856,CCIL 12-13-2024.xls,2024-12-13
IN0020220151,07.26 GS 2033,7181.426,CCIL 12-13-2024.xls,2024-12-13
IN0020180454,07.26 GS 2029,6055.511,CCIL 12-13-2024.xls,2024-12-13
IN0020240126,06.79 GS 2034,2934.408,CCIL 12-13-2024.xls,2024-12-13
IN0020210095,06.10 GS 2031,6451.757,CCIL 12-13-2024.xls,2024-12-13
IN0020190362,06.45 GS 2029,4628.69,CCIL 12-13-2024.xls,2024-12-13
IN0020200153,05.77 GS 2030,4802.721,CCIL 12-13-2024.xls,2024-12-13
IN0020200278,05.15 GS 2025,3216.833,CCIL 12-13-2024.xls,2024-12-13
IN0020220086,07.36 GS 2052,5009.238,CCIL 12-13-2024.xls,2024-12-13
IN0020200252,06.67 GS 2050,4294.297,CCIL 12-13-2024.xls,2024-12-13
IN0020220029,07.54 GS 2036,4368.454,CCIL 12-13-2024.xls,2024-12-13
IN0020220102,07.41 GS 2036,4072.502,CCIL 12-13-2024.xls,2024-12-13
IN0020200070,05.79 GS 2030,2832.747,CCIL 12-13-2024.xls,2024-12-13
IN0020200294,05.85 GS 2030,2448.713,CCIL 12-13-2024.xls,2024-12-13
IN0020210194,06.99 GS 2051,2796.105,CCIL 12-13-2024.xls,2024-12-13
IN0020230176,07.37 GOI SGRB 2054,158.697,CCIL 12-13-2024.xls,2024-12-13
IN0020220136,07.10 GOI SGRB 2028,111.882,CCIL 12-13-2024.xls,2024-12-13
IN0020200054,07.16 GS 2050,1369.497,CCIL 12-13-2024.xls,2024-12-13
IN0020190032,07.72 GS 2049,1074.901,CCIL 12-13-2024.xls,2024-12-13
IN0020230150,07.24 GOI SGRB 2033,59.0,CCIL 12-13-2024.xls,2024-12-13
IN0020230143,07.25 GOI SGRB 2028,37.86,CCIL 12-13-2024.xls,2024-12-13
IN0020240159,06.79 GOI SGRB 2034,28.0,CCIL 12-13-2024.xls,2024-12-13
IN0020210012,05.63 GS 2026,16690.177,CCIL 12-20-2024.xls,2024-12-20
IN0020230085,07.18 GS 2033,24182.831,CCIL 12-20-2024.xls,2024-12-20
IN0020210186,05.74 GS 2026,7044.612,CCIL 12-20-2024.xls,2024-12-20
