school_ID,School,State,School Type,subsidized_count,subsidized_amt,unsubsidized_count,unsubsidized_amt,academic_yr,academic_q
4270000,URBAN BARBER COLLEGE,CA,Proprietary,2,3500,2,4000,2017_2018,1
4270100,DELTA DESIGNS COSMETOLOGY SCHOOL,AR,Proprietary,7,12120,6,12000,2017_2018,1
100200,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,AL,Public,725,1426351,762,1207095,2022-2023,2
100300,FAULKNER UNIVERSITY,AL,Private-Nonprofit,528,620973,605,784124,2022-2023,2
100400,UNIVERSITY OF MONTEVALLO,AL,Public,11,19312,23,38225,2022-2023,2
100500,ALABAMA STATE UNIVERSITY,AL,Public,520,1001813,634,972121,2022-2023,2
100700,CENTRAL ALABAMA COMMUNITY COLLEGE,AL,Public,23,40019,9,11595,2022-2023,2
100800,ATHENS STATE UNIVERSITY,AL,Public,41,95969,37,104528,2022-2023,2
100900,AUBURN UNIVERSITY,AL,Public,417,803141,585,1146154,2022-2023,2
101200,BIRMINGHAM-SOUTHERN COLLEGE,AL,Private-Nonprofit,23,54683,26,56418,2022-2023,2
101300,CALHOUN COMMUNITY COLLEGE,AL,Public,109,195766,111,264512,2022-2023,2
101500,ENTERPRISE STATE COMMUNITY COLLEGE,AL,Public,35,47306,28,68842,2022-2023,2
101600,UNIVERSITY OF NORTH ALABAMA,AL,Public,136,235009,146,277811,2022-2023,2
101900,HUNTINGDON COLLEGE,AL,Private-Nonprofit,9,20836,18,39300,2022-2023,2
102000,JACKSONVILLE STATE UNIVERSITY,AL,Public,42,78511,63,127866,2022-2023,2
102200,JEFFERSON STATE COMMUNITY COLLEGE,AL,Public,68,123142,23,31265,2022-2023,2
102400,UNIVERSITY OF WEST ALABAMA,AL,Public,218,418805,210,529537,2022-2023,2
102600,MARION MILITARY INSTITUTE,AL,Public,12,13722,17,19824,2022-2023,2
102900,UNIVERSITY OF MOBILE,AL,Private-Nonprofit,48,105972,62,124626,2022-2023,2
103100,NORTHEAST ALABAMA COMMUNITY COLLEGE,AL,Public,9,14404,8,11150,2022-2023,2
103300,OAKWOOD UNIVERSITY,AL,Private-Nonprofit,238,488280,272,489802,2022-2023,2
103600,SAMFORD UNIVERSITY,AL,Private-Nonprofit,19,41575,34,76295,2022-2023,2
103800,SNEAD STATE COMMUNITY COLLEGE,AL,Public,29,48241,33,64679,2022-2023,2
104000,SOUTHERN UNION STATE COMMUNITY COLLEGE,AL,Public,49,85206,45,89989,2022-2023,2
104100,SPRING HILL COLLEGE,AL,Private-Nonprofit,67,125245,98,172393,2022-2023,2
104400,STILLMAN COLLEGE,AL,Private-Nonprofit,57,101252,60,103699,2022-2023,2
104600,TALLADEGA COLLEGE,AL,Private-Nonprofit,126,242922,125,294557,2022-2023,2
104700,TROY UNIVERSITY,AL,Public,1861,2299355,1894,3127304,2022-2023,2
105000,TUSKEGEE UNIVERSITY,AL,Private-Nonprofit,92,153821,101,134200,2022-2023,2
105100,UNIVERSITY OF ALABAMA,AL,Public,125,245363,204,403632,2022-2023,2
105200,UNIVERSITY OF ALABAMA AT BIRMINGHAM,AL,Public,414,775763,479,884852,2022-2023,2
105500,UNIVERSITY OF ALABAMA IN HUNTSVILLE,AL,Public,65,124537,70,154668,2022-2023,2
105700,UNIVERSITY OF SOUTH ALABAMA,AL,Public,52,102185,73,164142,2022-2023,2
106000,COASTAL ALABAMA COMMUNITY COLLEGE,AL,Public,110,204565,95,219778,2022-2023,2
106100,ALASKA PACIFIC UNIVERSITY,AK,Private-Nonprofit,36,74100,39,98505,2022-2023,2
106300,UNIVERSITY OF ALASKA FAIRBANKS,AK,Public,33,62140,28,70257,2022-2023,2
106500,UNIVERSITY OF ALASKA SOUTHEAST,AK,Public,7,14250,14,38628,2022-2023,2
107100,ARIZONA WESTERN COLLEGE,AZ,Public,30,29538,26,28924,2022-2023,2
107200,COCHISE COLLEGE,AZ,Public,25,44871,19,43572,2022-2023,2
107400,GRAND CANYON UNIVERSITY,AZ,Proprietary,9982,19082538,9306,23829420,2022-2023,2
107600,GLENDALE COMMUNITY COLLEGE,AZ,Public,111,185279,39,60929,2022-2023,2
107700,MESA COMMUNITY COLLEGE,AZ,Public,138,231722,53,89175,2022-2023,2
107800,PHOENIX COLLEGE,AZ,Public,91,139987,47,69692,2022-2023,2
107900,YAVAPAI COLLEGE,AZ,Public,94,136281,92,168903,2022-2023,2
108100,ARIZONA STATE UNIVERSITY,AZ,Public,2807,5216975,3203,7377569,2022-2023,2
108200,NORTHERN ARIZONA UNIVERSITY,AZ,Public,516,1064430,580,1187924,2022-2023,2
108300,UNIVERSITY OF ARIZONA (THE),AZ,Public,1117,2204061,1233,2480787,2022-2023,2
108500,UNIVERSITY OF ARKANSAS AT MONTICELLO,AR,Public,151,284943,164,315350,2022-2023,2
108600,UNIVERSITY OF ARKANSAS AT PINE BLUFF,AR,Public,291,527119,367,494481,2022-2023,2
108700,ARKANSAS BAPTIST COLLEGE,AR,Private-Nonprofit,207,398591,214,355394,2022-2023,2
108800,LYON COLLEGE,AR,Private-Nonprofit,11,21000,13,20360,2022-2023,2
108900,ARKANSAS TECH UNIVERSITY,AR,Public,571,677421,569,757083,2022-2023,2
109000,ARKANSAS STATE UNIVERSITY,AR,Public,268,522233,326,729302,2022-2023,2
109100,ARKANSAS STATE UNIVERSITY - BEEBE,AR,Public,72,118203,70,149847,2022-2023,2
109200,UNIVERSITY OF CENTRAL ARKANSAS,AR,Public,228,422576,277,476917,2022-2023,2
109300,CENTRAL BAPTIST COLLEGE,AR,Private-Nonprofit,24,41333,22,39361,2022-2023,2
109400,UNIVERSITY OF THE OZARKS,AR,Private-Nonprofit,104,189029,137,223605,2022-2023,2
109500,CROWLEY'S RIDGE COLLEGE,AR,Private-Nonprofit,37,70568,63,94501,2022-2023,2
109700,HARDING UNIVERSITY,AR,Private-Nonprofit,119,238332,152,326920,2022-2023,2
109800,HENDERSON STATE UNIVERSITY,AR,Public,220,431926,213,398563,2022-2023,2
109900,HENDRIX COLLEGE,AR,Private-Nonprofit,13,30873,22,48500,2022-2023,2
110000,JOHN BROWN UNIVERSITY,AR,Private-Nonprofit,50,105707,57,117495,2022-2023,2
110100,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,AR,Public,84,155290,91,185869,2022-2023,2
110200,OUACHITA BAPTIST UNIVERSITY,AR,Private-Nonprofit,30,50311,35,66476,2022-2023,2
110300,PHILANDER SMITH COLLEGE,AR,Private-Nonprofit,383,777391,378,767081,2022-2023,2
110500,SHORTER COLLEGE,AR,Private-Nonprofit,253,248234,259,347627,2022-2023,2
110600,WILLIAMS BAPTIST UNIVERSITY,AR,Private-Nonprofit,71,143673,130,181376,2022-2023,2
110700,SOUTHERN ARKANSAS UNIVERSITY,AR,Public,435,877271,566,1134854,2022-2023,2
110800,UNIVERSITY OF ARKANSAS,AR,Public,562,950418,836,1501892,2022-2023,2
110900,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,AR,Public,18,37578,16,32580,2022-2023,2
111000,UNIVERSITY OF ARKANSAS AT FORT SMITH,AR,Public,108,169007,118,221862,2022-2023,2
111100,ALLAN HANCOCK COLLEGE,CA,Public,17,30000,15,24291,2022-2023,2
111300,ANTELOPE VALLEY COLLEGE,CA,Public,443,418427,372,435821,2022-2023,2
111600,ART CENTER COLLEGE OF DESIGN,CA,Private-Nonprofit,12,30000,11,22500,2022-2023,2
111700,AZUSA PACIFIC UNIVERSITY,CA,Private-Nonprofit,290,594112,302,549233,2022-2023,2
111800,BAKERSFIELD COLLEGE,CA,Public,121,229027,91,191946,2022-2023,2
111900,BARSTOW COMMUNITY COLLEGE,CA,Public,155,262902,15,32563,2022-2023,2
112000,BERKELEY SCHOOL OF THEOLOGY,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
112200,BIOLA UNIVERSITY,CA,Private-Nonprofit,31,62535,44,90683,2022-2023,2
112400,CABRILLO  COLLEGE,CA,Public,57,105711,49,117082,2022-2023,2
112500,CALIFORNIA BAPTIST UNIVERSITY,CA,Private-Nonprofit,358,692639,346,709045,2022-2023,2
112700,CALIFORNIA COLLEGE OF THE ARTS,CA,Private-Nonprofit,41,83923,33,58616,2022-2023,2
113100,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,Private-Nonprofit,8,6120,29,59436,2022-2023,2
113200,CALIFORNIA INSTITUTE OF THE ARTS,CA,Private-Nonprofit,8,16867,7,11519,2022-2023,2
113300,CALIFORNIA LUTHERAN UNIVERSITY,CA,Private-Nonprofit,134,256587,138,249359,2022-2023,2
113400,CALIFORNIA STATE UNIVERSITY MARITIME ACADEMY,CA,Public,27,56284,32,60083,2022-2023,2
113700,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,Public,579,1208502,482,997550,2022-2023,2
113800,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,Public,205,472136,187,448062,2022-2023,2
113900,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,Public,576,1263712,504,971472,2022-2023,2
114000,"CALIFORNIA STATE UNIVERSITY, LOS ANGELES",CA,Public,410,916654,276,663589,2022-2023,2
114100,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,Public,539,1176266,379,939847,2022-2023,2
114200,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,Public,195,408258,161,386382,2022-2023,2
114300,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,Public,340,441082,360,445660,2022-2023,2
114400,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,Public,510,1106553,434,908742,2022-2023,2
114600,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,Public,299,531081,275,454135,2022-2023,2
114700,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,Public,629,1368651,418,865921,2022-2023,2
114900,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, HUMBOLDT",CA,Public,160,305659,168,301348,2022-2023,2
115000,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,Public,633,1375626,492,1047159,2022-2023,2
115100,SAN DIEGO STATE UNIVERSITY,CA,Public,638,1410567,602,1302650,2022-2023,2
115300,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,Public,873,1810049,792,1649059,2022-2023,2
115400,SAN FRANCISCO STATE UNIVERSITY,CA,Public,653,1426445,598,1212487,2022-2023,2
115500,SAN JOSE STATE UNIVERSITY,CA,Public,574,1279567,456,919572,2022-2023,2
115600,SONOMA STATE UNIVERSITY,CA,Public,135,273289,113,208377,2022-2023,2
115700,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,Public,265,576165,203,441380,2022-2023,2
116100,CERRITOS COMMUNITY COLLEGE,CA,Public,77,143215,76,191474,2022-2023,2
116200,CHABOT COLLEGE,CA,Public,20,37500,17,36963,2022-2023,2
116300,CHAFFEY COMMUNITY COLLEGE,CA,Public,88,121194,68,123492,2022-2023,2
116400,CHAPMAN UNIVERSITY,CA,Private-Nonprofit,197,409041,229,378303,2022-2023,2
116500,CHURCH DIVINITY SCHOOL OF THE PACIFIC,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
116600,CITRUS COLLEGE,CA,Public,39,61375,31,56451,2022-2023,2
116900,CLAREMONT GRADUATE UNIVERSITY,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
117000,CLAREMONT MCKENNA COLLEGE,CA,Private-Nonprofit,20,43399,11,21253,2022-2023,2
117100,HARVEY MUDD COLLEGE,CA,Private-Nonprofit,64,139501,64,111706,2022-2023,2
117200,PITZER COLLEGE,CA,Private-Nonprofit,46,104948,19,24141,2022-2023,2
117300,POMONA COLLEGE,CA,Private-Nonprofit,20,32928,39,88859,2022-2023,2
117400,SCRIPPS COLLEGE,CA,Private-Nonprofit,7,12890,5,13081,2022-2023,2
117600,COALINGA COLLEGE,CA,Public,28,30750,27,24625,2022-2023,2
117700,UNIVERSITY OF SILICON VALLEY,CA,Proprietary,11,17892,13,22033,2022-2023,2
117800,COLLEGE OF MARIN,CA,Public,13,20000,9,21750,2022-2023,2
117900,NOTRE DAME DE NAMUR UNIVERSITY,CA,Private-Nonprofit,2,5500,3,10750,2022-2023,2
118100,COLLEGE OF SAN MATEO,CA,Public,14,23823,17,33750,2022-2023,2
118200,COLLEGE OF THE DESERT,CA,Public,36,69830,37,98950,2022-2023,2
118300,HOLY NAMES UNIVERSITY,CA,Private-Nonprofit,96,209370,107,234432,2022-2023,2
118500,COLLEGE OF THE REDWOODS,CA,Public,56,101466,55,111034,2022-2023,2
118600,COLLEGE OF THE SEQUOIAS,CA,Public,42,70866,13,29856,2022-2023,2
118700,COLLEGE OF THE SISKIYOUS,CA,Public,17,26822,19,31509,2022-2023,2
119000,CONTRA COSTA COLLEGE,CA,Public,58,90265,57,128022,2022-2023,2
119100,DIABLO VALLEY COLLEGE,CA,Public,42,80015,41,100999,2022-2023,2
119200,CUESTA COLLEGE,CA,Public,36,63670,47,97517,2022-2023,2
119300,CYPRESS COLLEGE,CA,Public,79,115756,71,146273,2022-2023,2
119600,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,Private-Nonprofit,13,32389,17,31130,2022-2023,2
119700,EL CAMINO COLLEGE,CA,Public,335,298994,352,452860,2022-2023,2
119900,FOOTHILL COLLEGE,CA,Public,115,133928,106,168431,2022-2023,2
120000,FULLER THEOLOGICAL SEMINARY,CA,Private-Nonprofit,-, -,2,6250,2022-2023,2
120100,FULLERTON COLLEGE,CA,Public,124,190581,108,244757,2022-2023,2
120200,GAVILAN COLLEGE,CA,Public,1,1750,1,750,2022-2023,2
120300,GLENDALE COMMUNITY COLLEGE,CA,Public,177,354080,146,363729,2022-2023,2
120500,GOLDEN GATE UNIVERSITY,CA,Private-Nonprofit,15,37750,16,50886,2022-2023,2
120600,GOLDEN WEST COLLEGE,CA,Public,77,141000,65,148999,2022-2023,2
120700,GRADUATE THEOLOGICAL UNION,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
120800,GROSSMONT COLLEGE,CA,Public,59,90338,41,93749,2022-2023,2
120900,HARTNELL COMMUNITY COLLEGE,CA,Public,19,36364,19,42681,2022-2023,2
121200,HUMPHREYS UNIVERSITY,CA,Private-Nonprofit,162,107537,140,130078,2022-2023,2
121500,LA SIERRA UNIVERSITY,CA,Private-Nonprofit,618,911193,637,693765,2022-2023,2
121600,UNIVERSITY OF LA VERNE,CA,Private-Nonprofit,102,214445,93,259715,2022-2023,2
121700,LASSEN COLLEGE,CA,Public,40,34421,47,46641,2022-2023,2
121800,LOMA LINDA UNIVERSITY,CA,Private-Nonprofit,397,698934,406,756181,2022-2023,2
121900,LONG BEACH CITY COLLEGE,CA,Public,214,388225,209,508591,2022-2023,2
122000,MASTER'S UNIVERSITY AND SEMINARY (THE),CA,Private-Nonprofit,89,111480,93,145774,2022-2023,2
122300,LOS ANGELES CITY COLLEGE,CA,Public,282,521180,276,719959,2022-2023,2
122400,LOS ANGELES HARBOR COLLEGE,CA,Public,28,51221,25,57319,2022-2023,2
122600,LOS ANGELES PIERCE COLLEGE,CA,Public,226,439836,223,568926,2022-2023,2
122700,LOS ANGELES TRADE-TECHNICAL COLLEGE,CA,Public,99,182634,97,222500,2022-2023,2
122800,LOS ANGELES VALLEY COLLEGE,CA,Public,132,255647,125,311118,2022-2023,2
122900,SOUTHERN CALIFORNIA UNIVERSITY OF HEALTH SCIENCES,CA,Private-Nonprofit,26,57500,37,108800,2022-2023,2
123000,MARSHALL B. KETCHUM UNIVERSITY,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
123200,AMERICAN RIVER COLLEGE,CA,Public,181,334502,162,421256,2022-2023,2
123300,SACRAMENTO CITY COLLEGE,CA,Public,136,251209,134,322631,2022-2023,2
123600,MENLO COLLEGE,CA,Private-Nonprofit,23,52615,29,54328,2022-2023,2
123700,MERCED COLLEGE,CA,Public,18,28750,11,16722,2022-2023,2
123900,MIRACOSTA COLLEGE,CA,Public,113,104939,102,122520,2022-2023,2
124000,MODESTO JUNIOR COLLEGE,CA,Public,71,69651,63,74183,2022-2023,2
124200,MONTEREY PENINSULA COLLEGE,CA,Public,79,78428,74,90040,2022-2023,2
124300,MOUNT SAINT MARY'S UNIVERSITY,CA,Private-Nonprofit,155,309529,150,313128,2022-2023,2
124500,MOUNT SAN ANTONIO COLLEGE,CA,Public,348,341578,319,374022,2022-2023,2
124600,MT. SAN JACINTO COLLEGE,CA,Public,43,84417,42,95239,2022-2023,2
124700,NAPA VALLEY COLLEGE,CA,Public,9,16374,8,17748,2022-2023,2
124900,OCCIDENTAL COLLEGE,CA,Private-Nonprofit,1,2750,1,3750,2022-2023,2
125000,ORANGE COAST COLLEGE,CA,Public,139,252375,122,275982,2022-2023,2
125100,OTIS COLLEGE OF ART AND DESIGN,CA,Private-Nonprofit,30,65292,35,64917,2022-2023,2
125300,FRESNO PACIFIC UNIVERSITY,CA,Private-Nonprofit,94,210429,86,199115,2022-2023,2
125500,PACIFIC OAKS COLLEGE,CA,Private-Nonprofit,76,156916,82,241590,2022-2023,2
125600,PACIFIC SCHOOL OF RELIGION,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
125800,PACIFIC UNION COLLEGE,CA,Private-Nonprofit,362,597287,426,743948,2022-2023,2
126000,PALOMAR COLLEGE,CA,Public,32,54997,44,94210,2022-2023,2
126100,PASADENA CITY COLLEGE,CA,Public,76,141317,64,122958,2022-2023,2
126200,POINT LOMA NAZARENE UNIVERSITY,CA,Private-Nonprofit,120,280711,146,313529,2022-2023,2
126600,LANEY COLLEGE,CA,Public,102,99250,99,137291,2022-2023,2
126700,MERRITT COLLEGE,CA,Public,29,30750,29,45875,2022-2023,2
126800,PORTERVILLE COLLEGE,CA,Public,2,3500,-, -,2022-2023,2
126900,RIO HONDO COMMUNITY COLLEGE,CA,Public,135,119875,117,160050,2022-2023,2
127000,RIVERSIDE CITY COLLEGE,CA,Public,77,134848,67,151062,2022-2023,2
127200,SAN BERNARDINO VALLEY COLLEGE,CA,Public,21,38718,21,59100,2022-2023,2
127300,SAN DIEGO CITY COLLEGE,CA,Public,85,125728,36,82125,2022-2023,2
127500,SAN DIEGO MESA COLLEGE,CA,Public,108,205474,14,29389,2022-2023,2
127800,SAN FRANCISCO CONSERVATORY OF MUSIC,CA,Private-Nonprofit,7,17250,10,19000,2022-2023,2
128000,SAN JOAQUIN DELTA COLLEGE,CA,Public,149,135806,141,180689,2022-2023,2
128100,WILLIAM JESSUP UNIVERSITY,CA,Private-Nonprofit,78,141308,84,188659,2022-2023,2
128200,SAN JOSE CITY COLLEGE,CA,Public,42,73786,36,81549,2022-2023,2
128400,SANTA ANA COLLEGE,CA,Public,224,209481,210,249879,2022-2023,2
128500,SANTA BARBARA CITY COLLEGE,CA,Public,226,428278,240,567484,2022-2023,2
128600,SANTA MONICA COLLEGE,CA,Public,185,322540,160,369917,2022-2023,2
128700,SANTA ROSA JUNIOR COLLEGE,CA,Public,32,42281,27,47216,2022-2023,2
128800,CLAREMONT SCHOOL OF THEOLOGY,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
128900,SHASTA COLLEGE,CA,Public,182,303590,184,357171,2022-2023,2
129000,SIERRA COLLEGE,CA,Public,114,227729,101,216843,2022-2023,2
129100,SIMPSON UNIVERSITY,CA,Private-Nonprofit,53,100004,58,114228,2022-2023,2
129200,SOLANO COMMUNITY COLLEGE,CA,Public,30,55425,29,71523,2022-2023,2
129300,VANGUARD UNIVERSITY OF SOUTHERN CALIFORNIA,CA,Private-Nonprofit,35,69194,43,85951,2022-2023,2
129400,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,CA,Public,262,476263,242,553028,2022-2023,2
129500,SOUTHWESTERN LAW SCHOOL,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
129600,DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY,CA,Private-Nonprofit,-, -,-, -,2022-2023,2
130200,SAINT MARY'S COLLEGE OF CALIFORNIA,CA,Private-Nonprofit,100,214397,121,226610,2022-2023,2
130500,STANFORD UNIVERSITY,CA,Private-Nonprofit,64,91542,116,210916,2022-2023,2
130700,FRESNO CITY COLLEGE,CA,Public,34,42661,4,6750,2022-2023,2
130800,REEDLEY COLLEGE,CA,Public,36,56224,20,29867,2022-2023,2
130900,TAFT COLLEGE,CA,Public,8,15500,10,22114,2022-2023,2
131200,"UNIVERSITY OF CALIFORNIA, BERKELEY",CA,Public,844,1348755,554,821258,2022-2023,2
131300,"UNIVERSITY OF CALIFORNIA, DAVIS",CA,Public,5897,8200715,3906,4903007,2022-2023,2
131400,"UNIVERSITY OF CALIFORNIA, IRVINE",CA,Public,5426,7301074,4773,4789643,2022-2023,2
131500,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CA,Public,5158,7474946,4988,6001301,2022-2023,2
131600,"UNIVERSITY OF CALIFORNIA, RIVERSIDE",CA,Public,6144,8608665,5313,5808033,2022-2023,2
131700,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,Public,6911,9503089,4052,4386437,2022-2023,2
131900,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,Public,-, -,1,2500,2022-2023,2
132000,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",CA,Public,3544,4314787,3391,3890749,2022-2023,2
132100,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",CA,Public,915,1282942,789,913736,2022-2023,2
132200,UNIVERSITY OF REDLANDS,CA,Private-Nonprofit,37,82442,41,97251,2022-2023,2
132500,UNIVERSITY OF SAN FRANCISCO,CA,Private-Nonprofit,90,197508,112,227127,2022-2023,2
132600,SANTA CLARA UNIVERSITY,CA,Private-Nonprofit,37,56177,49,61904,2022-2023,2
132800,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,Private-Nonprofit,3761,8731058,3342,4907919,2022-2023,2
132900,UNIVERSITY OF THE PACIFIC,CA,Private-Nonprofit,46,101546,46,89235,2022-2023,2
133400,VENTURA COLLEGE,CA,Public,36,58134,33,54301,2022-2023,2
133500,VICTOR VALLEY COMMUNITY COLLEGE,CA,Public,41,74477,36,83700,2022-2023,2
133800,WEST VALLEY COLLEGE,CA,Public,23,22875,7,9194,2022-2023,2
133900,CORBAN UNIVERSITY,OR,Private-Nonprofit,37,68966,42,71512,2022-2023,2
134100,WESTMONT COLLEGE,CA,Private-Nonprofit,69,162414,81,145767,2022-2023,2
134200,WHITTIER COLLEGE,CA,Private-Nonprofit,41,92280,39,72353,2022-2023,2
134300,WOODBURY UNIVERSITY,CA,Private-Nonprofit,18,40363,19,39965,2022-2023,2
134400,YUBA COLLEGE,CA,Public,21,42329,20,52880,2022-2023,2
134500,ADAMS STATE UNIVERSITY,CO,Public,84,163279,81,139347,2022-2023,2
134600,ARAPAHOE COMMUNITY COLLEGE,CO,Public,90,153386,108,251599,2022-2023,2
134700,COLORADO COLLEGE,CO,Private-Nonprofit,29,58016,39,84371,2022-2023,2
134800,COLORADO SCHOOL OF MINES,CO,Public,48,108633,61,132639,2022-2023,2
134900,UNIVERSITY OF NORTHERN COLORADO,CO,Public,159,316346,207,389313,2022-2023,2
135000,COLORADO STATE UNIVERSITY,CO,Public,760,1569948,832,1717190,2022-2023,2
135200,DENVER SEMINARY,CO,Private-Nonprofit,-, -,-, -,2022-2023,2
135300,FORT LEWIS COLLEGE,CO,Public,126,244017,115,188506,2022-2023,2
135400,ILIFF SCHOOL OF THEOLOGY,CO,Private-Nonprofit,-, -,-, -,2022-2023,2
135500,LAMAR COMMUNITY COLLEGE,CO,Public,53,72779,39,68667,2022-2023,2
135800,COLORADO MESA UNIVERSITY,CO,Public,173,305677,227,435003,2022-2023,2
135900,COLORADO NORTHWESTERN COMMUNITY COLLEGE,CO,Public,74,128576,61,131312,2022-2023,2
136000,METROPOLITAN STATE UNIVERSITY OF DENVER,CO,Public,379,754623,428,1075504,2022-2023,2
136100,NORTHEASTERN JUNIOR COLLEGE,CO,Public,46,62429,36,63015,2022-2023,2
136200,OTERO COLLEGE,CO,Public,83,149788,87,150552,2022-2023,2
136300,REGIS UNIVERSITY,CO,Private-Nonprofit,80,156908,81,214592,2022-2023,2
136500,COLORADO STATE UNIVERSITY-PUEBLO,CO,Public,212,431795,224,488770,2022-2023,2
136800,TRINIDAD STATE COLLEGE,CO,Public,76,135240,67,149206,2022-2023,2
137000,UNIVERSITY OF COLORADO BOULDER,CO,Public,334,673239,419,853040,2022-2023,2
137100,UNIVERSITY OF DENVER,CO,Private-Nonprofit,1237,1698964,1616,2028533,2022-2023,2
137200,WESTERN COLORADO UNIVERSITY,CO,Public,9,19750,16,27125,2022-2023,2
137400,ALBERTUS MAGNUS COLLEGE,CT,Private-Nonprofit,201,300088,205,373795,2022-2023,2
137800,CENTRAL CONNECTICUT STATE UNIVERSITY,CT,Public,444,924860,521,1066481,2022-2023,2
137900,CONNECTICUT COLLEGE,CT,Private-Nonprofit,50,101638,56,88626,2022-2023,2
138000,WESTERN CONNECTICUT STATE UNIVERSITY,CT,Public,214,452080,248,492602,2022-2023,2
138500,FAIRFIELD UNIVERSITY,CT,Private-Nonprofit,279,631046,377,649477,2022-2023,2
138700,HARTFORD INTERNATIONAL UNIVERSITY FOR RELIGION AND PEACE,CT,Private-Nonprofit,-, -,-, -,2022-2023,2
138900,HOLY APOSTLES COLLEGE & SEMINARY,CT,Private-Nonprofit,7,10299,3,4467,2022-2023,2
139300,MITCHELL COLLEGE,CT,Private-Nonprofit,3,6250,5,8250,2022-2023,2
139700,UNIVERSITY OF NEW HAVEN,CT,Private-Nonprofit,196,376371,266,397579,2022-2023,2
140100,POST UNIVERSITY,CT,Proprietary,7494,6756516,7478,10541567,2022-2023,2
140200,QUINNIPIAC UNIVERSITY,CT,Private-Nonprofit,92,176050,125,224368,2022-2023,2
140300,SACRED HEART UNIVERSITY,CT,Private-Nonprofit,87,169718,102,166318,2022-2023,2
140600,SOUTHERN CONNECTICUT STATE UNIVERSITY,CT,Public,129,263526,131,241495,2022-2023,2
140900,UNIVERSITY OF SAINT JOSEPH,CT,Private-Nonprofit,13,27925,15,36750,2022-2023,2
141400,TRINITY COLLEGE,CT,Private-Nonprofit,51,105284,74,151930,2022-2023,2
141600,UNIVERSITY OF BRIDGEPORT,CT,Private-Nonprofit,342,675787,346,665563,2022-2023,2
141700,UNIVERSITY OF CONNECTICUT,CT,Public,410,836478,496,859215,2022-2023,2
142200,UNIVERSITY OF HARTFORD,CT,Private-Nonprofit,250,531189,306,504404,2022-2023,2
142400,WESLEYAN UNIVERSITY,CT,Private-Nonprofit,82,167111,62,77593,2022-2023,2
142500,EASTERN CONNECTICUT STATE UNIVERSITY,CT,Public,241,485503,303,558227,2022-2023,2
142600,YALE UNIVERSITY,CT,Private-Nonprofit,41,86220,85,189200,2022-2023,2
142800,DELAWARE STATE UNIVERSITY,DE,Public,753,1577605,751,1351528,2022-2023,2
142900,GOLDEY-BEACOM COLLEGE,DE,Private-Nonprofit,20,40621,24,50242,2022-2023,2
143100,UNIVERSITY OF DELAWARE,DE,Public,1411,2671227,2077,3535024,2022-2023,2
143400,AMERICAN UNIVERSITY (THE),DC,Private-Nonprofit,107,239411,154,266990,2022-2023,2
143600,CAPITOL TECHNOLOGY UNIVERSITY,MD,Private-Nonprofit,43,104109,39,81061,2022-2023,2
143700,CATHOLIC UNIVERSITY OF AMERICA (THE),DC,Private-Nonprofit,77,145474,108,215010,2022-2023,2
144100,UNIVERSITY OF THE DISTRICT OF COLUMBIA,DC,Public,176,289049,146,327329,2022-2023,2
144300,GALLAUDET UNIVERSITY,DC,Private-Nonprofit,167,354165,185,361671,2022-2023,2
144400,GEORGE WASHINGTON UNIVERSITY,DC,Private-Nonprofit,545,1197269,535,860696,2022-2023,2
