time,fossil-gas,hard-coal,fossil-oil,nuclear,solar,wind-onshore,load-forecast,load-actual,price
2017-12-05 20:00:00+01:00,3664,2774,328,5197,829,8618,28748,29042,99.63
2017-12-05 21:00:00+01:00,3860,3011,325,5197,408,7460,29891,30221,93.73
2017-12-05 22:00:00+01:00,3948,3100,326,5198,207,7238,28632,28886,85.86
2017-12-05 23:00:00+01:00,3970,3030,324,5157,74,7372,26657,26655,82.54
2017-12-06 00:00:00+01:00,4417,3917,244,5895,695,7605,26461,26083,85.19
2017-12-06 01:00:00+01:00,4384,3804,247,5906,693,7336,24580,24489,82.15
2017-12-06 02:00:00+01:00,4430,3756,248,5916,689,6915,23540,23480,78.26
2017-12-06 03:00:00+01:00,4395,3760,245,5928,689,6524,23039,23067,76.64
2017-12-06 04:00:00+01:00,4469,3850,240,5939,675,6169,22925,23047,76.49
2017-12-06 05:00:00+01:00,4650,3926,245,5954,600,5804,23439,23583,79.23
2017-12-06 06:00:00+01:00,5049,4240,236,5965,431,5499,25500,25569,80.32
2017-12-06 07:00:00+01:00,5592,4748,245,5974,487,5181,28582,28191,75.28
2017-12-06 08:00:00+01:00,5775,5406,301,5983,1240,4732,31405,30887,75.92
2017-12-06 09:00:00+01:00,6103,5873,318,5987,3047,4099,32876,32792,81.15
2017-12-06 10:00:00+01:00,6207,6007,321,5992,4359,3738,33719,34199,81.87
2017-12-06 11:00:00+01:00,6362,6029,319,5998,4924,3689,34328,35053,82.17
2017-12-06 12:00:00+01:00,6173,6087,319,6005,5197,3716,35018,35724,81.19
2017-12-06 13:00:00+01:00,6376,6029,319,6008,5308,3875,35473,36230,81.7
2017-12-06 14:00:00+01:00,6304,5985,307,6012,5315,4081,34838,35712,81.74
2017-12-06 15:00:00+01:00,6346,6090,302,6007,5222,4206,34663,35546,77.35
2017-12-06 16:00:00+01:00,6405,6143,315,6004,4967,4414,34882,35670,76.81
2017-12-06 17:00:00+01:00,6556,6180,312,6001,4517,4782,35038,35839,82.43
2017-12-06 18:00:00+01:00,6540,6195,326,6004,3820,5318,34620,35344,92.05
2017-12-06 19:00:00+01:00,6406,6185,326,6008,3046,5968,34010,34667,94.03
2017-12-06 20:00:00+01:00,6659,6216,315,6008,2004,6215,33426,34047,92.05
2017-12-06 21:00:00+01:00,6764,6263,329,6013,1021,6222,32910,33760,83.35
2017-12-06 22:00:00+01:00,6706,6211,331,6020,729,6350,32082,32936,79.27
2017-12-06 23:00:00+01:00,6453,6090,331,6020,705,6393,29514,30389,77.3
2017-12-07 00:00:00+01:00,9293,5710,334,5894,650,2762,29091,29848,76.97
2017-12-07 01:00:00+01:00,8536,5521,327,5895,649,2522,27439,27896,67.08
2017-12-07 02:00:00+01:00,7762,5184,318,5897,647,2413,26226,26582,65.72
2017-12-07 03:00:00+01:00,7665,4876,312,5904,628,2294,25747,25992,59.36
2017-12-07 04:00:00+01:00,7590,4803,319,5907,554,2300,25484,25767,59.08
2017-12-07 05:00:00+01:00,8058,4862,321,5906,493,2173,25715,26015,61.96
2017-12-07 06:00:00+01:00,8960,5134,318,5905,435,1826,27193,27405,68.26
2017-12-07 07:00:00+01:00,10244,5597,319,5902,430,1506,29242,29534,76.1
2017-12-07 08:00:00+01:00,11504,5922,325,5902,1036,1061,31422,31848,86.91
2017-12-07 09:00:00+01:00,11958,5948,331,5906,2640,772,33554,34080,87.05
2017-12-07 10:00:00+01:00,12070,5955,329,5903,4041,678,34904,35655,85.78
2017-12-07 11:00:00+01:00,12092,5957,330,5893,4711,742,35577,36545,83.68
2017-12-07 12:00:00+01:00,12071,5883,332,5888,5020,1144,36489,37679,82.1
2017-12-07 13:00:00+01:00,12202,5940,342,5883,5175,1538,36974,38236,80.11
2017-12-07 14:00:00+01:00,12139,5947,332,5884,5161,1985,36367,37767,78.46
2017-12-07 15:00:00+01:00,12077,5944,341,5882,5039,2572,35902,37308,77.25
2017-12-07 16:00:00+01:00,12171,5902,346,5866,4769,2979,35945,37306,78.16
2017-12-07 17:00:00+01:00,11794,5914,344,5870,4406,3274,35902,37315,84.92
2017-12-07 18:00:00+01:00,11495,5928,346,5857,3806,3539,35297,36700,93.77
2017-12-07 19:00:00+01:00,11819,5876,346,5853,2896,3531,34860,36275,93.63
2017-12-07 20:00:00+01:00,11843,5867,346,5862,1701,3183,34314,35845,86.8
2017-12-07 21:00:00+01:00,11572,5837,347,5874,815,2857,33759,35365,84.06
2017-12-07 22:00:00+01:00,11149,5853,348,5882,650,3262,33241,34985,78.03
2017-12-07 23:00:00+01:00,10344,5815,347,5886,608,3424,30977,32775,74.74
2017-12-08 00:00:00+01:00,5490,1964,314,6901,650,6375,26306,26111,66.97
2017-12-08 01:00:00+01:00,5442,1571,308,6900,657,6153,24795,24672,64.13
2017-12-08 02:00:00+01:00,5497,1408,301,6901,654,5768,23622,23457,61.98
2017-12-08 03:00:00+01:00,5526,1473,294,6903,651,5322,22957,22773,56.02
2017-12-08 04:00:00+01:00,5388,1520,301,6905,617,5054,22573,22477,54.88
2017-12-08 05:00:00+01:00,5364,1520,290,6905,573,4703,22370,22121,55.71
2017-12-08 06:00:00+01:00,5829,1538,287,6906,402,4255,22666,22452,63.76
2017-12-08 07:00:00+01:00,5324,1524,286,6906,273,4214,22940,22531,71.8
2017-12-08 08:00:00+01:00,5513,1532,276,6906,801,3907,23984,23714,73.77
2017-12-08 09:00:00+01:00,5758,1854,281,6904,2403,3406,25625,25644,74.61
2017-12-08 10:00:00+01:00,5032,2062,288,6901,4254,3160,27160,27291,75.72
2017-12-08 11:00:00+01:00,5021,2168,278,6900,4871,2890,28010,28116,75.51
2017-12-08 12:00:00+01:00,5093,2181,278,6894,5162,2711,28563,28493,77.34
2017-12-08 13:00:00+01:00,5085,2202,276,6891,5306,2550,28923,28827,73.11
2017-12-08 14:00:00+01:00,4955,2188,274,6886,5323,2672,28809,28500,68.97
2017-12-08 15:00:00+01:00,4923,1976,273,6884,5221,2979,28175,27762,67.46
2017-12-08 16:00:00+01:00,5067,1995,272,6879,4971,3453,27684,27153,70.93
2017-12-08 17:00:00+01:00,4862,1649,272,6878,4606,4027,27504,26831,77.27
2017-12-08 18:00:00+01:00,5084,1592,272,6877,4068,4680,27624,26869,84.94
2017-12-08 19:00:00+01:00,5032,1508,265,6879,3246,5098,27600,26965,86.55
2017-12-08 20:00:00+01:00,5508,1560,261,6881,1804,5558,27698,27254,87.32
2017-12-08 21:00:00+01:00,6005,1922,261,6882,894,5979,29013,28672,86.57
2017-12-08 22:00:00+01:00,5931,2051,242,6884,720,6288,28395,28064,79.6
2017-12-08 23:00:00+01:00,5875,1849,236,6886,705,6290,26738,26163,72.54
2017-12-09 00:00:00+01:00,5180,2310,326,6830,681,6115,26001,25990,72.47
2017-12-09 01:00:00+01:00,4887,2151,326,6829,656,6266,24599,24811,65.23
2017-12-09 02:00:00+01:00,5168,2213,317,6832,604,5716,23854,24100,62.47
2017-12-09 03:00:00+01:00,4959,2299,313,6836,556,5145,23408,23656,60.83
2017-12-09 04:00:00+01:00,5004,2425,321,6838,417,4685,23367,23557,59.93
2017-12-09 05:00:00+01:00,5091,2327,322,6841,214,4596,23773,23957,61.01
2017-12-09 06:00:00+01:00,6211,2562,320,6842,119,4291,25748,25851,64.89
2017-12-09 07:00:00+01:00,8162,3084,330,6840,105,3709,28379,28789,70.47
2017-12-09 08:00:00+01:00,8763,3347,334,6840,333,3384,29997,30089,76.19
2017-12-09 09:00:00+01:00,9210,3514,339,6839,1449,2902,31489,31198,82.04
2017-12-09 10:00:00+01:00,8930,3505,339,6837,3662,2730,32208,32130,82.64
2017-12-09 11:00:00+01:00,8885,3422,333,6835,4569,2857,33023,32886,79.82
2017-12-09 12:00:00+01:00,8823,3347,330,6835,4973,3275,33648,33561,79.1
2017-12-09 13:00:00+01:00,8531,3277,335,6834,5140,3603,33981,33711,77.48
2017-12-09 14:00:00+01:00,7814,3124,339,6834,5185,4075,33051,32687,74.52
2017-12-09 15:00:00+01:00,7717,3045,343,6832,5142,4434,32382,32137,71.39
2017-12-09 16:00:00+01:00,7800,2811,346,6830,4864,4836,32377,32087,74.04
2017-12-09 17:00:00+01:00,8041,2852,345,6830,4406,4811,32471,32222,79.68
2017-12-09 18:00:00+01:00,8142,2893,343,6827,3674,4585,31978,31897,91.28
2017-12-09 19:00:00+01:00,8783,3059,348,6828,2304,4054,31654,31580,91.56
2017-12-09 20:00:00+01:00,9752,3361,348,6830,941,3123,32574,32692,84.56
2017-12-09 21:00:00+01:00,9762,3460,346,6834,591,2818,33177,33374,77.95
2017-12-09 22:00:00+01:00,9170,3414,345,6837,550,2439,30329,30437,74.93
2017-12-09 23:00:00+01:00,8998,3304,346,6839,547,2186,27979,27965,70.51
2017-12-10 00:00:00+01:00,7430,6148,328,5948,118,1848,25810,25394,60.57
2017-12-10 01:00:00+01:00,6011,6025,320,5954,111,1964,24515,24017,59.89
2017-12-10 02:00:00+01:00,5270,5952,320,5956,80,2143,23421,23027,57.97
2017-12-10 03:00:00+01:00,5059,5949,320,5958,70,2000,22813,22552,54.68
2017-12-10 04:00:00+01:00,5118,6069,317,5958,70,1886,22339,22207,46.34
2017-12-10 05:00:00+01:00,5284,6131,307,5958,71,1712,21972,21989,44.28
2017-12-10 06:00:00+01:00,5757,6154,308,5957,67,1551,21822,22147,34.2
2017-12-10 07:00:00+01:00,6864,6234,311,5954,47,1658,22274,22757,37.04
2017-12-10 08:00:00+01:00,7183,6206,310,5954,99,1559,22001,22804,39.83
2017-12-10 09:00:00+01:00,7447,6199,310,5953,755,1561,23325,24049,50.07
2017-12-10 10:00:00+01:00,7489,6181,308,5956,1719,1402,24553,25409,58.78
2017-12-10 11:00:00+01:00,7426,6157,308,5954,2812,1292,25340,25889,59.77
2017-12-10 12:00:00+01:00,7063,6118,284,5951,3514,1451,25811,26162,61.66
2017-12-10 13:00:00+01:00,7095,6070,277,5946,3773,1625,26370,26589,60.11
2017-12-10 14:00:00+01:00,7348,5758,280,5938,3775,1949,26262,26252,55.69
2017-12-10 15:00:00+01:00,7234,5777,281,5934,3761,2177,25228,25107,54.31
2017-12-10 16:00:00+01:00,7701,5809,279,5930,3455,2331,24476,24528,51.56
2017-12-10 17:00:00+01:00,7822,5909,277,5929,2785,2307,24173,24303,57.58
2017-12-10 18:00:00+01:00,8465,6014,278,5926,1698,2220,24232,24473,64.15
2017-12-10 19:00:00+01:00,9452,6176,276,5929,551,2178,25152,25483,68.59
2017-12-10 20:00:00+01:00,9689,6213,277,5934,175,2266,28156,27810,70.3
2017-12-10 21:00:00+01:00,9886,6222,275,5936,40,2242,28440,27926,70.55
2017-12-10 22:00:00+01:00,9826,6165,274,5938,31,2330,27067,26512,66
2017-12-10 23:00:00+01:00,8548,6107,273,5946,36,2416,25355,24818,61.33
2017-12-11 00:00:00+01:00,5642,5222,269,5043,39,5701,24118,24668,42.62
2017-12-11 01:00:00+01:00,4993,4878,270,5043,40,6042,22613,22990,23.32
2017-12-11 02:00:00+01:00,4855,4297,268,5045,40,6440,21526,21904,19.22
2017-12-11 03:00:00+01:00,4684,3630,269,5046,39,6756,20925,21183,13.54
2017-12-11 04:00:00+01:00,4939,3643,254,5047,40,6844,20595,20924,11.98
2017-12-11 05:00:00+01:00,4938,3704,268,5046,40,6884,20632,20869,21.21
2017-12-11 06:00:00+01:00,5097,3720,269,5047,40,6918,21075,21213,44.34
2017-12-11 07:00:00+01:00,4942,3635,270,5046,40,6768,21656,21552,60.52
2017-12-11 08:00:00+01:00,4901,3661,270,5044,427,6503,22089,22008,71.54
2017-12-11 09:00:00+01:00,4698,3912,270,5044,1673,6040,23796,24009,75.53
2017-12-11 10:00:00+01:00,4443,4328,270,5044,2922,5951,25133,25515,77.1
2017-12-11 11:00:00+01:00,4620,4602,269,5043,3852,6021,25666,26031,75.5
2017-12-11 12:00:00+01:00,4476,4624,269,5042,4079,6184,25649,25944,73.03
2017-12-11 13:00:00+01:00,4342,4521,271,5042,4015,6620,25971,26212,66.87
2017-12-11 14:00:00+01:00,4432,4269,270,5039,3867,7089,25749,25910,64.08
2017-12-11 15:00:00+01:00,4361,4020,269,5039,3682,7241,24695,24902,61.74
2017-12-11 16:00:00+01:00,4495,4132,267,5039,2998,7207,24022,24298,62.73
2017-12-11 17:00:00+01:00,4928,4600,269,5037,1392,6911,24212,24530,73.75
2017-12-11 18:00:00+01:00,5187,4835,269,5038,464,7853,26250,27148,85.06
2017-12-11 19:00:00+01:00,5798,4764,269,5037,221,8862,28016,28560,85.28
2017-12-11 20:00:00+01:00,5912,4776,270,5040,82,9042,28850,29476,79.9
2017-12-11 21:00:00+01:00,5174,4929,270,5043,52,9139,28912,29489,77.11
2017-12-11 22:00:00+01:00,4517,4755,279,5045,51,9567,27807,28137,71.92
2017-12-11 23:00:00+01:00,4578,4318,282,5046,49,9704,25774,26081,61.85
2017-12-12 00:00:00+01:00,5689,5468,346,7092,10,6643,28280,28175,59
2017-12-12 01:00:00+01:00,5083,5372,338,7090,10,6311,26289,26029,55.23
2017-12-12 02:00:00+01:00,4890,5018,337,7089,10,5645,25132,24810,53.56
2017-12-12 03:00:00+01:00,4916,5062,328,7089,10,5443,24611,24273,52.78
2017-12-12 04:00:00+01:00,4828,4815,332,7089,9,5989,24561,24276,52.84
2017-12-12 05:00:00+01:00,5064,5250,331,7088,10,6218,25208,25000,55.71
2017-12-12 06:00:00+01:00,5856,5950,325,7086,9,6338,27840,27737,65.43
2017-12-12 07:00:00+01:00,8219,6338,325,7083,9,5905,32849,32680,80.04
2017-12-12 08:00:00+01:00,11228,6434,331,7084,48,5723,36003,35541,81.26
2017-12-12 09:00:00+01:00,11883,6482,333,7085,805,5494,37190,36604,83.3
2017-12-12 10:00:00+01:00,11510,6590,330,7086,2066,4666,37784,37077,84.52
2017-12-12 11:00:00+01:00,11285,6626,329,7083,3186,4510,37757,36929,83.27
2017-12-12 12:00:00+01:00,11021,6623,324,7079,3696,4840,37384,36373,82.26
2017-12-12 13:00:00+01:00,11239,6627,336,7077,3763,5028,37135,36191,80.42
2017-12-12 14:00:00+01:00,10981,6603,337,7079,3664,5293,35924,35193,78.88
2017-12-12 15:00:00+01:00,10539,6593,337,7078,3397,5906,35526,34870,77.93
2017-12-12 16:00:00+01:00,10948,6627,342,7079,2523,5844,35498,34665,79.04
2017-12-12 17:00:00+01:00,12145,6669,344,7079,1033,5428,36407,35328,83.95
2017-12-12 18:00:00+01:00,13178,6727,348,7083,158,5825,38107,37277,93.44
2017-12-12 19:00:00+01:00,13463,6777,350,7086,27,6095,38414,37886,94.47
2017-12-12 20:00:00+01:00,11871,6805,349,7089,22,5987,38582,38103,86.11
2017-12-12 21:00:00+01:00,10884,6763,347,7091,22,5788,37443,37363,84
2017-12-12 22:00:00+01:00,10176,6714,345,7092,22,5505,34766,34683,77.78
2017-12-12 23:00:00+01:00,8151,6533,348,7093,22,5380,31440,31313,76.35
2017-12-13 00:00:00+01:00,6242,6368,334,7094,23,5463,28962,28834,75.37
2017-12-13 01:00:00+01:00,5243,6053,328,7094,23,5785,26759,26625,68.06
2017-12-13 02:00:00+01:00,4603,5857,329,7093,23,5791,25443,25295,59.62
2017-12-13 03:00:00+01:00,4380,5739,323,7093,23,6263,24820,24852,59.05
2017-12-13 04:00:00+01:00,4482,5589,320,7093,23,6439,24746,24766,58.51
2017-12-13 05:00:00+01:00,5101,5447,328,7094,23,6682,25476,25429,58.72
2017-12-13 06:00:00+01:00,6717,5694,331,7095,22,6938,28330,28162,60.96
2017-12-13 07:00:00+01:00,10010,5997,325,7092,21,6916,33645,33091,78.51
2017-12-13 08:00:00+01:00,10970,6170,334,7091,84,7044,36958,36165,83.46
2017-12-13 09:00:00+01:00,10807,6261,340,7090,790,7290,37608,37128,84.11
2017-12-13 10:00:00+01:00,10792,6438,340,7088,1764,7323,37961,37397,84.98
2017-12-13 11:00:00+01:00,10427,6641,338,7088,2716,7590,38000,37210,84.67
2017-12-13 12:00:00+01:00,10251,6762,332,7086,3185,8378,37414,36996,83.9
2017-12-13 13:00:00+01:00,9861,6849,331,7082,3243,9235,37031,36873,82.36
2017-12-13 14:00:00+01:00,8908,6928,335,7078,3137,9890,35761,35831,79.5
2017-12-13 15:00:00+01:00,9126,7007,333,7074,2874,10166,35388,35546,78.36
2017-12-13 16:00:00+01:00,9450,7048,336,7072,2142,10292,35328,35427,78.13
2017-12-13 17:00:00+01:00,10422,7126,330,7071,773,10217,36215,36207,81.94
2017-12-13 18:00:00+01:00,10820,7175,339,7076,182,10532,38038,38023,86.47
2017-12-13 19:00:00+01:00,10788,7217,342,7077,94,10655,38512,38429,86.58
2017-12-13 20:00:00+01:00,10659,7204,339,7080,40,11012,38654,38505,84.72
2017-12-13 21:00:00+01:00,9815,7066,338,7084,39,11345,37589,37701,78.68
2017-12-13 22:00:00+01:00,8500,6880,339,7086,38,11770,34879,34917,76.54
2017-12-13 23:00:00+01:00,5955,6803,342,7086,38,11735,31618,31506,66.83
2017-12-14 00:00:00+01:00,4677,6376,333,7086,36,11695,29125,28782,59.11
2017-12-14 01:00:00+01:00,4307,4803,328,7086,23,11778,26881,26656,52.22
2017-12-14 02:00:00+01:00,4203,4242,328,7088,22,10888,25527,25288,49.49
2017-12-14 03:00:00+01:00,4207,4138,328,7088,22,10371,25016,24874,49.54
2017-12-14 04:00:00+01:00,4458,4477,323,7086,22,10102,24923,24756,50.05
2017-12-14 05:00:00+01:00,4436,4566,327,7082,22,10237,25566,25388,52.44
2017-12-14 06:00:00+01:00,4884,5536,328,7082,22,9866,28268,28028,58.43
2017-12-14 07:00:00+01:00,6273,6192,322,7082,21,9264,33118,32714,66.12
2017-12-14 08:00:00+01:00,7584,6484,331,7084,62,9030,36073,35609,73.44
2017-12-14 09:00:00+01:00,7541,6762,332,7070,368,8697,36899,36470,78.03
2017-12-14 10:00:00+01:00,7841,7046,332,7052,816,8296,37296,36764,77.79
2017-12-14 11:00:00+01:00,7741,7126,330,7049,1223,8420,37059,36635,74.96
2017-12-14 12:00:00+01:00,7533,7117,336,7050,1455,9261,36576,36381,71.03
2017-12-14 13:00:00+01:00,7159,6903,335,7069,1392,10306,36285,36217,69.73
2017-12-14 14:00:00+01:00,7014,6907,349,7069,1234,10679,35188,35298,68.19
2017-12-14 15:00:00+01:00,7392,6896,347,7068,955,10623,34921,34795,70.07
2017-12-14 16:00:00+01:00,8507,6934,349,7068,517,10486,34758,34781,73.75
2017-12-14 17:00:00+01:00,8980,7049,346,7068,105,10464,35578,35747,79.08
2017-12-14 18:00:00+01:00,8968,7058,350,7074,33,10874,37345,37264,85.29
2017-12-14 19:00:00+01:00,8689,7095,349,7075,32,11174,37862,37565,84.8
2017-12-14 20:00:00+01:00,7533,7058,346,7073,32,11659,37892,37580,79.98
2017-12-14 21:00:00+01:00,6805,6843,346,7074,32,11934,37181,36887,78.12
2017-12-14 22:00:00+01:00,6296,6652,347,7071,32,11904,34523,34324,68.12
2017-12-14 23:00:00+01:00,5232,6176,344,7069,32,12155,31324,30985,63.22
2017-12-15 00:00:00+01:00,4371,5489,333,7070,32,12066,28954,28574,54.94
2017-12-15 01:00:00+01:00,4108,4764,327,7067,32,11703,26726,26489,48.74
2017-12-15 02:00:00+01:00,3942,4633,327,7070,32,11352,25379,25046,44.08
2017-12-15 03:00:00+01:00,3833,4427,327,7076,32,11261,24830,24547,39.26
2017-12-15 04:00:00+01:00,3924,4699,323,7077,32,11170,24746,24507,35.5
2017-12-15 05:00:00+01:00,3925,4933,327,7074,32,11097,25389,25045,42.06
2017-12-15 06:00:00+01:00,4138,5753,326,7072,32,11226,28057,27559,54.96
2017-12-15 07:00:00+01:00,5391,6733,325,7067,32,10690,32946,32236,64.39
2017-12-15 08:00:00+01:00,6331,6901,339,7069,62,10208,36002,34774,79.03
2017-12-15 09:00:00+01:00,6754,6925,339,7068,427,9765,36919,35475,80.62
2017-12-15 10:00:00+01:00,7435,7040,338,7057,862,9468,37271,35834,80.12
2017-12-15 11:00:00+01:00,7406,7078,333,7052,1093,9718,37146,35866,78.27
2017-12-15 12:00:00+01:00,7433,7069,324,7052,1235,10007,36738,35536,75.54
2017-12-15 13:00:00+01:00,7067,7087,325,7068,1203,10007,36298,35350,71.95
2017-12-15 14:00:00+01:00,6478,6949,325,7077,994,9887,35120,34115,69.89
2017-12-15 15:00:00+01:00,6343,6881,328,7078,719,9843,34553,33564,68.03
2017-12-15 16:00:00+01:00,7489,6964,329,7078,315,9326,34362,33527,71.85
2017-12-15 17:00:00+01:00,8270,7113,337,7077,49,8320,35307,34281,78.95
2017-12-15 18:00:00+01:00,8245,7196,349,7080,15,8253,36762,35685,84.47
2017-12-15 19:00:00+01:00,8222,7129,356,7084,11,8583,36831,35769,80.86
2017-12-15 20:00:00+01:00,7636,7026,356,7086,10,8937,36469,35655,80.22
2017-12-15 21:00:00+01:00,7526,6831,355,7088,10,8740,35835,34736,78.98
2017-12-15 22:00:00+01:00,6642,6497,356,7087,10,8488,33597,32505,70.53
2017-12-15 23:00:00+01:00,5883,6291,353,7085,10,8209,30896,29996,63.31
2017-12-16 00:00:00+01:00,5039,6233,340,7083,11,8014,28675,28277,60.84
2017-12-16 01:00:00+01:00,4534,6138,334,7084,11,7815,26484,26275,55.85
2017-12-16 02:00:00+01:00,4228,5380,331,7088,11,7621,24843,24788,52.13
2017-12-16 03:00:00+01:00,4055,4851,317,7089,11,7635,24009,23927,44.81
2017-12-16 04:00:00+01:00,4048,4376,289,7092,11,7850,23644,23423,42.81
2017-12-16 05:00:00+01:00,4136,4555,290,7091,11,7960,23657,23394,42.94
2017-12-16 06:00:00+01:00,4148,5119,289,7091,11,7792,24455,24093,49.5
2017-12-16 07:00:00+01:00,4514,6098,284,7094,11,7653,26112,25715,56.15
2017-12-16 08:00:00+01:00,5030,6432,283,7094,63,7538,27865,27509,63.76
2017-12-16 09:00:00+01:00,5484,6644,283,7094,866,7109,30494,30068,68.91
2017-12-16 10:00:00+01:00,5595,6891,281,7093,2074,6475,32257,31816,70.65
2017-12-16 11:00:00+01:00,5464,6877,270,7091,3000,6181,32498,32035,68.81
2017-12-16 12:00:00+01:00,5402,6742,282,7088,3613,6017,32031,31479,65.79
2017-12-16 13:00:00+01:00,5066,6774,283,7086,3729,5989,32142,31337,61.22
2017-12-16 14:00:00+01:00,4776,6692,275,7085,3590,6103,31584,30681,61.48
2017-12-16 15:00:00+01:00,4599,6425,271,7084,3320,6148,30521,29454,61.52
2017-12-16 16:00:00+01:00,4633,6326,271,7082,2449,6263,29913,28788,62.45
2017-12-16 17:00:00+01:00,5293,6457,270,7085,1007,6146,30401,29317,72.06
2017-12-16 18:00:00+01:00,5809,6756,270,7089,175,6616,32307,31756,79.78
2017-12-16 19:00:00+01:00,5927,6740,273,7090,78,6765,33001,32411,82.33
2017-12-16 20:00:00+01:00,6279,6841,278,7089,31,6489,33429,33065,81.45
2017-12-16 21:00:00+01:00,6167,6901,277,7091,30,6517,33232,32818,79.12
2017-12-16 22:00:00+01:00,5851,6863,278,7094,31,6727,31737,31346,76.36
2017-12-16 23:00:00+01:00,5390,6638,277,7091,31,7038,29381,29430,62.75
2017-12-17 00:00:00+01:00,4634,6535,273,7091,31,7112,26490,27124,62.04
2017-12-17 01:00:00+01:00,4540,6259,271,7089,34,6714,24384,24847,58.05
2017-12-17 02:00:00+01:00,4351,5672,271,7089,33,6401,22959,23272,54
2017-12-17 03:00:00+01:00,4090,4734,271,7091,31,6372,22201,22350,47.52
2017-12-17 04:00:00+01:00,4064,4606,258,7091,32,6521,21845,21989,43.48
2017-12-17 05:00:00+01:00,4093,4641,270,7092,32,6370,21865,22033,45.61
2017-12-17 06:00:00+01:00,4454,5312,271,7093,32,5833,22388,22564,46.34
2017-12-17 07:00:00+01:00,4312,5485,271,7095,33,5560,23274,23355,50.39
2017-12-17 08:00:00+01:00,4331,6114,271,7096,91,5554,24092,24225,54.71
2017-12-17 09:00:00+01:00,4685,6030,270,7097,942,5153,26267,26294,59.38
2017-12-17 10:00:00+01:00,4781,6039,271,7096,2220,4755,28153,28577,61.57
2017-12-17 11:00:00+01:00,4649,6143,270,7095,3363,4516,28915,29291,60.85
2017-12-17 12:00:00+01:00,4749,6208,269,7092,3879,4360,28799,29208,60.57
2017-12-17 13:00:00+01:00,4701,6215,270,7088,3825,4402,29225,29468,61.68
2017-12-17 14:00:00+01:00,4257,6206,270,7087,3684,4310,29086,29312,59.25
2017-12-17 15:00:00+01:00,4052,5765,271,7086,3414,4348,28113,28231,56.7
2017-12-17 16:00:00+01:00,4420,6167,268,7088,2549,4112,27651,27717,57.8
2017-12-17 17:00:00+01:00,4666,6588,269,7087,1050,3992,28200,28167,68.25
2017-12-17 18:00:00+01:00,5261,6879,270,7089,202,4484,30709,30948,78.38
2017-12-17 19:00:00+01:00,5204,6994,270,7090,105,4628,32058,32280,82.85
2017-12-17 20:00:00+01:00,5482,6939,270,7091,102,4556,33159,33404,84.73
2017-12-17 21:00:00+01:00,5548,7001,264,7090,48,4419,33134,33639,85.77
2017-12-17 22:00:00+01:00,5433,6905,265,7090,41,4303,31744,32379,81.1
2017-12-17 23:00:00+01:00,5343,6794,274,7092,40,4290,29073,29822,75.79
2017-12-18 00:00:00+01:00,4598,6566,277,7091,32,4385,26806,26926,63.96
2017-12-18 01:00:00+01:00,4180,6075,277,7090,24,4445,24824,24809,55.68
2017-12-18 02:00:00+01:00,4025,5657,277,7091,25,4504,23558,23654,51.93
2017-12-18 03:00:00+01:00,4095,5292,277,7091,25,4507,22988,23107,51.91
2017-12-18 04:00:00+01:00,4136,5407,273,7092,22,4388,22979,23131,52.22
2017-12-18 05:00:00+01:00,4284,5714,276,7092,14,4676,23832,23982,53.53
2017-12-18 06:00:00+01:00,5041,6398,282,7090,14,5007,26896,27169,60.67
2017-12-18 07:00:00+01:00,7085,6990,297,7092,14,5443,32002,32401,76.52
2017-12-18 08:00:00+01:00,9685,7124,315,7092,63,5501,35335,35688,79.07
2017-12-18 09:00:00+01:00,10451,7187,334,7092,786,5451,36574,37066,78.13
2017-12-18 10:00:00+01:00,10519,7177,337,7092,1904,5235,37416,37637,79.73
2017-12-18 11:00:00+01:00,10701,7213,337,7090,2865,5125,37354,37480,79.79
2017-12-18 12:00:00+01:00,10576,7208,337,7088,3399,5102,36933,37039,78.66
2017-12-18 13:00:00+01:00,10760,7153,337,7088,3456,5221,36786,37037,77.59
2017-12-18 14:00:00+01:00,10253,7116,343,7088,3292,5920,35762,35868,77.62
2017-12-18 15:00:00+01:00,10579,7117,323,7084,3083,6689,35250,35605,78.23
2017-12-18 16:00:00+01:00,10691,7169,331,7078,2295,7224,35192,35578,79.96
2017-12-18 17:00:00+01:00,11159,7199,344,7077,937,8168,36032,36336,81.41
2017-12-18 18:00:00+01:00,11588,7179,344,7075,183,9017,37882,38141,88.63
2017-12-18 19:00:00+01:00,11868,7187,345,7074,79,9550,38317,38603,86.3
2017-12-18 20:00:00+01:00,11045,7174,345,7077,37,9989,38561,38861,81.51
2017-12-18 21:00:00+01:00,9319,7000,351,7082,37,10518,37844,38006,77.33
2017-12-18 22:00:00+01:00,7996,6882,346,7082,37,10638,34866,35254,70.13
2017-12-18 23:00:00+01:00,6698,6670,343,7082,36,10328,31622,31710,63.3
2017-12-19 00:00:00+01:00,5540,6556,337,7083,33,10077,29335,29193,55.13
2017-12-19 01:00:00+01:00,5030,6044,331,7084,22,9806,27032,26839,53.2
2017-12-19 02:00:00+01:00,4953,5313,331,7086,18,9543,25695,25453,47.37
2017-12-19 03:00:00+01:00,5007,5159,316,7087,16,9131,25131,24848,43.19
2017-12-19 04:00:00+01:00,4988,5149,320,7089,18,8500,25000,24708,44.07
2017-12-19 05:00:00+01:00,5418,5753,333,7088,20,8054,25636,25381,49.75
